model,target,location,season,disease,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
SGroup-RandomForest,wk inc hosp,nm,2023-2024,COVID-19,1,0.22482036831538418,0.08255898867056789,0.05407115807431646,0.08819022157049984,0.027142857142857135,0.42857142857142855,0.9047619047619048,0.363947719947583,0.7674940032813593,0.37029503427262483,2115877,17.441507027,4221.901960784314,37,2716,0.010625398750276325,0.012889962316178023,5.325096849800338e-5,0.006076226170686059,8.277627699388225e-5,10.58225783892981
SGroup-RandomForest,wk inc hosp,nm,2023-2024,Influenza,1,0.42546729161075636,0.039324562315777634,0.2372327314570849,0.14890999783789385,-0.21074074074074073,0.5555555555555556,0.8148148148148148,0.6551566743002546,1.1993510262707505,1.08158086826121,2115877,17.441507027,4221.901960784314,37,2079,0.02010831875438678,0.02439395236616421,1.0077621308186801e-4,0.011499115989479902,2.0464997191474573e-4,15.214295731457616
SGroup-RandomForest,wk inc hosp,nv,2022-2023,COVID-19,1,0.14041284906227527,0.07271503580587901,0.004550589684039622,0.06314722357235666,0.35714285714285715,0.5,1,0.21685000987800748,0.7203403582710207,0.2653156894471656,3143991,28.618062094,7117.291208791209,41,8002,0.004466070324701161,0.004906441554325718,1.97284114058504e-5,0.0034247036356652508,1.754721932795242e-5,13.351502347854716
SGroup-RandomForest,wk inc hosp,nv,2022-2023,Influenza,1,0.45594520689292284,0.10322657874136783,0.163117500172168,0.18960112797938697,-0.09766666666666667,0.4666666666666667,0.8333333333333334,0.7148592122224324,1.1217496486578273,0.9984326975238319,3143991,28.618062094,7117.291208791209,41,2324,0.014502115524278627,0.015932078328550252,6.406162028746889e-5,0.01112061480226641,1.9618984806063806e-4,20.088970134525887
SGroup-RandomForest,wk inc hosp,nv,2023-2024,COVID-19,1,0.1815279209947865,0.030407662283524053,0.07844975833990463,0.07267050037135785,-0.31666666666666665,0.40476190476190477,0.9285714285714286,0.28690652359246555,0.812940628701799,0.31141822608466496,3143991,28.618062094,6934.112745098039,40,4330,0.005773805363780829,0.00634312415699333,2.6178968769020204e-5,0.004538198024869663,4.192330738909619e-5,11.455619851508192
SGroup-RandomForest,wk inc hosp,nv,2023-2024,Influenza,1,0.30104765511549064,0.023017304284521915,0.13198484729031312,0.1460455035406556,-0.16592592592592592,0.5925925925925926,0.8148148148148148,0.4081264405013181,1.1685106351645898,0.9597609308692584,3143991,28.618062094,6934.112745098039,40,1626,0.009575334506857387,0.01051949828491733,4.341545431725371e-5,0.007526191377887266,1.8514615935762033e-4,16.73211287078027
SGroup-RandomForest,wk inc hosp,ny,2022-2023,COVID-19,1,0.10373243078076788,0.04049584818192198,0.003266533694615865,0.059970048904230036,0.25,0.7142857142857143,1,0.1570550480896639,0.6277268759941781,0.20593895172251933,19835913,420.93596008,44984.83516483517,159,83110,5.229526403990977e-4,2.4643280835653307e-4,2.305942222543831e-6,6.52405225036276e-4,1.248134168941979e-6,17.612290537133713
SGroup-RandomForest,wk inc hosp,ny,2022-2023,Influenza,1,0.23754165495076737,0.033656094917447116,0.0766902041618513,0.12719535587146893,-0.13599999999999998,0.5333333333333333,0.9,0.3203058344033054,1.1095247855313017,1.0022349993221535,19835913,420.93596008,44984.83516483517,159,12997,0.0011975332567286789,5.643178000416547e-4,5.280482946761016e-6,0.0014939726726463356,1.8276652685294096e-5,31.98218805188987
SGroup-RandomForest,wk inc hosp,ny,2023-2024,COVID-19,1,0.21194956475897916,0.03987214333839682,0.09080669326810971,0.08127072815247262,-0.19833333333333333,0.3333333333333333,0.8571428571428571,0.3594840803771768,0.9504747200099608,0.4139301550967108,19835913,420.93596008,45605.72549019608,158,40425,0.0010685142890018682,5.035197390089875e-4,4.647433243980348e-6,0.0013414529415125263,5.243031904984024e-6,25.113343279982093
SGroup-RandomForest,wk inc hosp,ny,2023-2024,Influenza,1,0.3244902101945513,0.05605822888656372,0.15010512422646344,0.11832685708152417,-0.2548148148148148,0.2962962962962963,0.8148148148148148,0.504544407318862,1.192090700025972,0.999958482317244,19835913,420.93596008,45605.72549019608,158,15275,0.0016358723200416909,7.708778554649527e-4,7.1151200141374225e-6,0.0020537355075604512,2.124322161666457e-5,22.586325045614707
SGroup-RandomForest,wk inc hosp,oh,2022-2023,COVID-19,1,0.30337255658394546,0.24161632789763637,0,0.061756228686309096,0.8514285714285714,0.07142857142857142,0.5714285714285714,0.48227834720482315,0.7874226979667311,0.3203418531957074,11780017,288.30981725,26337.10989010989,179,40789,0.002575315100003213,0.001052244975483732,1.1518824876751869e-5,0.0016948187518656171,7.437607114269667e-6,18.403513935539305
SGroup-RandomForest,wk inc hosp,oh,2022-2023,Influenza,1,0.3067957345906683,0.05420703634399217,0.10844110957204414,0.14414758867463195,-0.007666666666666666,0.6,0.8666666666666667,0.3850930480738872,1.0886881299793112,0.923248516380702,11780017,288.30981725,26337.10989010989,179,7444,0.0026043742941174726,0.0010641182375161326,1.1648800338030872e-5,0.0017139426513445154,4.121382786011127e-5,27.469013407411136
SGroup-RandomForest,wk inc hosp,oh,2023-2024,COVID-19,1,0.20012409237243933,0.040247688469975805,0.07772404277098191,0.08215236113148162,-0.08214285714285713,0.38095238095238093,0.9047619047619048,0.32826608509774297,0.843069170510351,0.35885893321089724,11780017,288.30981725,27808.049019607843,177,21944,0.0016988438333530361,6.941286088739295e-4,7.1966246978106605e-6,0.0011306445896747984,9.119763596994136e-6,19.368953408079324
SGroup-RandomForest,wk inc hosp,oh,2023-2024,Influenza,1,0.342244499827429,0.04852763733626873,0.170732357027678,0.12298450546348226,-0.24851851851851853,0.48148148148148145,0.7037037037037037,0.46564033502380425,1.1396315055774,0.9801668392519897,11780017,288.30981725,27808.049019607843,177,9296,0.0029052971640654594,0.0011870719599210214,1.2307389834724027e-5,0.0019335847447877344,3.6816318828251826e-5,21.527245829881636
SGroup-RandomForest,wk inc hosp,ok,2022-2023,COVID-19,1,0.24332853844178418,0.15521195874070642,0,0.08811657970107774,0.675,0.21428571428571427,0.9285714285714286,0.4207038262070266,0.8606543210010451,0.4066719712132437,3986639,58.117159393,9125.936813186812,116,10570,0.00610360101433273,0.004186862210459175,2.666340381517642e-5,0.002097659814153312,2.3020675349270027e-5,11.799420311982733
SGroup-RandomForest,wk inc hosp,ok,2022-2023,Influenza,1,0.22527549988957388,0.01753323072634671,0.09279605955299354,0.11494620961023364,-0.226,0.6,0.8333333333333334,0.28054303371059974,0.9998798432379395,0.8478524319335797,3986639,58.117159393,9125.936813186812,116,6421,0.005650762456534787,0.003876230398086309,2.4685191723446396e-5,0.0019420301714618438,3.508417690228529e-5,30.36254802148779
SGroup-RandomForest,wk inc hosp,ok,2023-2024,COVID-19,1,0.24707031154292985,0.06166597418764949,0.08931909162700911,0.09608524572827125,-0.025714285714285717,0.35714285714285715,0.9285714285714286,0.4070936230595188,0.8372855235174859,0.41652042732088435,3986639,58.117159393,8553.882352941177,115,6741,0.006197458850498624,0.004251245486245988,2.888399692076393e-5,0.002148437491677651,3.6651878288522455e-5,12.828473254472117
SGroup-RandomForest,wk inc hosp,ok,2023-2024,Influenza,1,0.37514115234989537,0.07346858309568476,0.1835577752873145,0.11811479396689609,-0.18925925925925927,0.25925925925925924,0.7777777777777778,0.5773806022165734,1.2766277656189426,1.0678153327395505,3986639,58.117159393,8553.882352941177,115,3989,0.009409960429070587,0.006454912047801836,4.3856244085576697e-5,0.003262096976955612,9.404390883677497e-5,18.769081249191366
SGroup-RandomForest,wk inc hosp,or,2022-2023,COVID-19,1,0.17625221909288208,0.10069700540817582,0.013074883431274808,0.062480330253431464,0.32,0.42857142857142855,0.9285714285714286,0.2765409397831256,1.307470880443798,0.5670661944809661,4246155,44.232678273,6656.626373626374,58,10333,0.004150866350683903,0.003984660797726733,2.647770945823177e-5,0.003038831363670381,1.705721659662074e-5,11.000465959873729
SGroup-RandomForest,wk inc hosp,or,2022-2023,Influenza,1,0.43919463589495045,0.06038649826587507,0.17537462434815468,0.20343351328092069,-0.1756666666666667,0.5333333333333333,0.8,0.6321913158082774,1.1928661151773967,1.0817114278030435,4246155,44.232678273,6656.626373626374,58,3695,0.01034334912161592,0.009929189301725792,6.597856199876928e-5,0.007572321308533628,1.1886187710282827e-4,29.449653186365776
SGroup-RandomForest,wk inc hosp,or,2023-2024,COVID-19,1,0.16177349059387744,0.05743181255695726,0.021366984587781336,0.08297469344913885,0.11785714285714285,0.5714285714285714,0.9761904761904762,0.24847601356007887,0.7234348886362582,0.3202499608913126,4246155,44.232678273,6647.578431372549,58,5125,0.0038098818953589174,0.003657329759582416,2.4335702431189742e-5,0.002789198113687542,3.156555914026877e-5,12.270397464857952
SGroup-RandomForest,wk inc hosp,or,2023-2024,Influenza,1,0.30448730071399094,0.04066474291034039,0.13555484171668503,0.1282677160869655,-0.18259259259259258,0.5555555555555556,0.8518518518518519,0.43155416057273854,1.1236231568003505,1.0277074275317024,4246155,44.232678273,6647.578431372549,58,1727,0.007170894626173348,0.0068837636019850185,4.580424343351785e-5,0.005249781046792947,1.7630995988071276e-4,11.809678309660788
SGroup-RandomForest,wk inc hosp,pa,2022-2023,COVID-19,1,0.16128228577543124,0.1005064275608663,0,0.06077585821456496,0.6714285714285715,0.21428571428571427,1,0.27667041925996416,0.4087762665115493,0.15940196727458517,12964056,289.74978553,31482.68131868132,172,41706,0.0012440727329119162,5.566260747369301e-4,5.122889125702547e-6,9.376877079966933e-4,3.867124293277496e-6,13.692486869747745
SGroup-RandomForest,wk inc hosp,pa,2022-2023,Influenza,1,0.2238152028460051,0.03754255689259595,0.09361618043914387,0.09265646551426528,-0.22433333333333333,0.5,0.8333333333333334,0.3270313311579781,0.9596000935752181,1.118999803272472,12964056,289.74978553,31482.68131868132,172,12507,0.0017264288494743087,7.724430319650117e-4,7.109153142975682e-6,0.0013012511793372389,1.7895194918526033e-5,24.66262789258907
SGroup-RandomForest,wk inc hosp,pa,2023-2024,COVID-19,1,0.19009563522875042,0.05643398846217524,0.05041930399010838,0.0832423427764668,-0.03452380952380952,0.35714285714285715,0.9761904761904762,0.30989803646686986,0.8969196284338404,0.3855978466549931,12964056,289.74978553,30759.470588235297,172,23635,0.0014663284023823287,6.560682517194422e-4,6.18006849901562e-6,0.0011052071815625024,8.042971661889165e-6,18.676276059431252
SGroup-RandomForest,wk inc hosp,pa,2023-2024,Influenza,1,0.27798304578476146,0.03784941419570513,0.12995249995197025,0.11018113163708607,-0.13888888888888887,0.5555555555555556,0.8518518518518519,0.4252854402629525,1.1730496756948727,0.9592390452894821,12964056,289.74978553,30759.470588235297,172,9963,0.0021442598349217363,9.593899967045179e-4,9.037315677698393e-6,0.0016161804987486132,2.7901540277502908e-5,18.163101414693173
SGroup-RandomForest,wk inc hosp,pr,2022-2023,COVID-19,1,0.20871229707305022,0.12025267321653545,0.011145374492829352,0.07731424936368543,0.35214285714285715,0.35714285714285715,0.8571428571428571,0.34252782007306,0.3497521106873343,0.16901125054656585,NA,NA,7590.478021978022,50,6503,NA,NA,2.7496594610870286e-5,0.004174245941461005,3.209477119376445e-5,NA
SGroup-RandomForest,wk inc hosp,pr,2022-2023,Influenza,1,0.21959814873762773,0.06461031316438821,0.05782658993884309,0.09716124563439643,0.09733333333333334,0.5,0.9,0.33818955260258404,1.0488748749623307,1.1029298740571871,NA,NA,7590.478021978022,50,2982,NA,NA,2.8930740343597238e-5,0.004391962974752555,7.364123029430843e-5,NA
SGroup-RandomForest,wk inc hosp,pr,2023-2024,COVID-19,1,0.2157669858489168,0.09782874956710015,0.028860194945095348,0.08907804133672131,0.1442857142857143,0.42857142857142855,0.9523809523809523,0.35089820241393216,0.7735159452224739,0.33321240260713525,NA,NA,8131.318627450981,54,2779,NA,NA,2.6535300820766852e-5,0.003995684923128089,7.764195244653357e-5,NA
SGroup-RandomForest,wk inc hosp,pr,2023-2024,Influenza,1,0.16324081726161196,0.03653009271912849,0.030039787026626776,0.0966709375158567,-0.022222222222222227,0.6666666666666666,1,0.24638148764048615,0.9273320276841777,0.9821893062694669,NA,NA,8131.318627450981,54,2075,NA,NA,2.007556519929228e-5,0.0030229780974372587,7.867027337909011e-5,NA
SGroup-RandomForest,wk inc hosp,ri,2022-2023,COVID-19,1,0.3796348478004158,0.2684656539941532,0.026265807464378718,0.0849033863418838,0.37857142857142856,0.35714285714285715,0.7857142857142857,0.5458575385194331,1.0229675779805827,0.736624190914279,1095610,1059.6989939,2193.1236263736264,11,2918,0.03465054607026367,3.58247813752516e-4,1.7310234737115553e-4,0.03451225889094689,1.3010104448266476e-4,8.533119549715806
SGroup-RandomForest,wk inc hosp,ri,2022-2023,Influenza,1,0.49092679275060985,0.13411856716910114,0.22615257540771377,0.13065565017379493,-0.153,0.4,0.7666666666666667,0.8137235057140657,1.0649475469866616,1.1024400467956557,1095610,1059.6989939,2193.1236263736264,11,364,0.04480853522244319,4.632700376017691e-4,2.2384820757339935e-4,0.044629708431873624,0.001348699980084093,13.568182745108281
SGroup-RandomForest,wk inc hosp,ri,2023-2024,COVID-19,1,0.3208985148603763,0.15547391556583837,0.07577322032561433,0.08965137896892361,0.13404761904761905,0.30952380952380953,0.7857142857142857,0.4978208881571435,0.9408513388250039,0.6229712663581819,1095610,1059.6989939,2198.514705882353,11,1572,0.029289483927709338,3.0282043930170827e-4,1.459615048295011e-4,0.02917259226003421,2.0413391530558288e-4,12.568287504738763
SGroup-RandomForest,wk inc hosp,ri,2023-2024,Influenza,1,0.36435828945914894,0.04956881804372297,0.1920725819275989,0.1227168894878271,-0.13148148148148148,0.4444444444444444,0.9259259259259259,0.5932936103239794,1.0838203271125746,1.0767771083997462,1095610,1059.6989939,2198.514705882353,11,504,0.03325620334417803,3.4383187259450404e-4,1.6572929372920305e-4,0.03312348085992263,7.22933114006248e-4,11.14931726355859
SGroup-RandomForest,wk inc hosp,sc,2022-2023,COVID-19,1,0.1737258730216718,0.09745346682162691,8.525690757421904e-4,0.07541983712430271,0.5071428571428571,0.5,1,0.28187220703485416,0.6030256416350382,0.2462838705843076,5190705,172.65344876,9991.381868131868,62,13439,0.003346864694134454,0.0010062114268169792,1.7387572141125067e-5,0.0028020302100269646,1.2926994048788736e-5,18.088114049807103
SGroup-RandomForest,wk inc hosp,sc,2022-2023,Influenza,1,0.1821057067246813,0.044301320288977444,0.043292497271418706,0.09451188916428513,0.03266666666666664,0.4666666666666667,0.9333333333333333,0.2615671549946032,1.0644875319648646,1.1137149698215099,5190705,172.65344876,9991.381868131868,62,3222,0.003508303914876328,0.0010547469977145987,1.8226278319470377e-5,0.002937188818140021,5.651946204987005e-5,14.465876836214553
SGroup-RandomForest,wk inc hosp,sc,2023-2024,COVID-19,1,0.2167255630733533,0.054232159467980115,0.08191792051982172,0.08057548308555149,-0.1142857142857143,0.5,0.8095238095238095,0.33132587114605105,0.875300456069075,0.4312624209096947,5190705,172.65344876,9969.985294117649,62,8405,0.004175262571719127,0.0012552634461105757,2.1737801679729927e-5,0.0034955735979573114,2.5785313869524485e-5,13.73764560145483
SGroup-RandomForest,wk inc hosp,sc,2023-2024,Influenza,1,0.30823209900933357,0.030520553414015227,0.17292940071893512,0.10478214487638324,-0.21407407407407406,0.4074074074074074,0.8518518518518519,0.43702994609389195,1.1958408096385809,0.9666487936733726,5190705,172.65344876,9969.985294117649,62,4258,0.005938154817300031,0.0017852646513756994,3.091600337577151e-5,0.004971485467892477,7.238893823610464e-5,25.863592943972602
SGroup-RandomForest,wk inc hosp,sd,2022-2023,COVID-19,1,0.28681916712204525,0.1991201499181161,0.009834976048865428,0.07786404115506373,0.4928571428571429,0.2857142857142857,0.9285714285714286,0.44776612942772476,0.576682115016342,0.2907117356678215,895376,11.810848986,2178.337912087912,57,2724,0.03203337671794255,0.024284381881609578,1.3166881296535502e-4,0.0050319152126674606,1.0529338000075082e-4,11.426346180113745
SGroup-RandomForest,wk inc hosp,sd,2022-2023,Influenza,1,0.30822863806154094,0.06697201691539191,0.1092911236921356,0.1319654974540134,-0.175,0.36666666666666664,0.9,0.4668013913824024,1.0073079351628438,1.1171360237083705,895376,11.810848986,2178.337912087912,57,835,0.0344244918404716,0.02609707722339859,1.4149716458182894e-4,0.0054075199659919465,3.6913609348687536e-4,13.045209037636262
SGroup-RandomForest,wk inc hosp,sd,2023-2024,COVID-19,1,0.23615707908668854,0.08023941873203934,0.0675404981386606,0.0883771622159886,0.057142857142857134,0.38095238095238093,0.9285714285714286,0.38636494439327707,0.7884577656669018,0.4557418249160535,895376,11.810848986,2207.563725490196,57,1934,0.02637518529496977,0.019994928338057452,1.0697633611199567e-4,0.0041431066506436584,1.2210810707688136e-4,11.855498011749932
SGroup-RandomForest,wk inc hosp,sd,2023-2024,Influenza,1,0.38389930102668557,0.04366884121279385,0.20796957127683918,0.13226088853705256,-0.26407407407407407,0.4444444444444444,0.7407407407407407,0.5521574964960749,1.0564028428745351,1.038696167704618,895376,11.810848986,2207.563725490196,57,663,0.042875764039541554,0.03250395475225709,1.7390179798385644e-4,0.0067350754566085184,5.790336365410039e-4,13.282544801827589
SGroup-RandomForest,wk inc hosp,tn,2022-2023,COVID-19,1,0.2674779238235309,0.19853197769727898,0,0.06894594612625196,0.7828571428571429,0.2857142857142857,0.8571428571428571,0.43263146502548816,1.0342139732656221,0.4575718900579948,6975218,169.16790214,18430.85714285714,104,17506,0.0038346890924918896,0.0015811387410962364,1.4512505943175394e-5,0.0025719031136877974,1.5279214202189586e-5,13.978087665716842
SGroup-RandomForest,wk inc hosp,tn,2022-2023,Influenza,1,0.20289170860213832,0.06285620665765852,0.0386947523531457,0.10134074959133407,0.10599999999999998,0.5333333333333333,0.8666666666666667,0.3018973902055137,0.9585587878844349,0.8423825791194494,6975218,169.16790214,18430.85714285714,104,4917,0.0029087507888948894,0.00119935109459612,1.1008262232707325e-5,0.0019508818134820992,4.126331271143753e-5,20.20593594915252
SGroup-RandomForest,wk inc hosp,tn,2023-2024,COVID-19,1,0.2081385798356157,0.06451832323969812,0.05275496711646499,0.09086528947945259,0.008333333333333338,0.47619047619047616,0.9285714285714286,0.32957981695852917,0.7489622541072144,0.3468734948641053,6975218,169.16790214,20646.980392156864,106,10562,0.0029839723982191765,0.0012303668556660609,1.0080824211693492e-5,0.001963571507883167,1.970636052221319e-5,17.511453183329994
SGroup-RandomForest,wk inc hosp,tn,2023-2024,Influenza,1,0.2484258611599784,0.03309041736352449,0.12542676268752367,0.08990868110893023,-0.17,0.4074074074074074,0.7777777777777778,0.37279099902970114,1.1953705144691358,0.9355652755056576,6975218,169.16790214,20646.980392156864,106,4997,0.0035615497775120203,0.001468516533085491,1.2032067471442339e-5,0.0023436401996224376,4.9715001232735316e-5,18.074433971142835
SGroup-RandomForest,wk inc hosp,tx,2022-2023,COVID-19,1,0.21939596149742546,0.16490930155636768,0,0.054486659941057766,0.8342857142857143,0.07142857142857142,0.7857142857142857,0.363365223864312,0.7994439700829933,0.33623283355465283,29527941,113.01820138,54953.73626373626,432,80346,7.430113786038297e-4,0.0019412444970678003,3.992375703891929e-6,5.078610219847812e-4,2.7306395028679145e-6,21.90855949435877
SGroup-RandomForest,wk inc hosp,tx,2022-2023,Influenza,1,0.18653037394734764,0.043767106072914605,0.060519345927388654,0.08224392194704438,0.047333333333333324,0.5333333333333333,0.9,0.2540151663849742,1.242876630316949,1.0817704942161026,29527941,113.01820138,54953.73626373626,432,22133,6.317080284986605e-4,0.0016504454297602772,3.3943165038341217e-6,4.317832730262677e-4,8.427704059429253e-6,28.59782419987812
SGroup-RandomForest,wk inc hosp,tx,2023-2024,COVID-19,1,0.20254586283778817,0.054853685989814535,0.07174953795625692,0.0759426388917167,0.05595238095238096,0.35714285714285715,0.9285714285714286,0.3316794234733219,0.9183426693447452,0.386024065527997,29527941,113.01820138,54211.00490196078,435,38011,6.85946449289465e-4,0.001792152594578728,3.7362499220238986e-6,4.656226731903176e-4,5.328611792317702e-6,20.25989881510225
SGroup-RandomForest,wk inc hosp,tx,2023-2024,Influenza,1,0.257396401071501,0.010078202744654267,0.14353645069123214,0.10378174763561461,-0.3811111111111111,0.4444444444444444,0.8518518518518519,0.38724234086509685,1.3277531009464156,1.1444687733867236,29527941,113.01820138,54211.00490196078,435,19961,8.717045359563034e-4,0.002277477414510072,4.748047034674894e-6,5.917158645321862e-4,1.2894965235784831e-5,26.054694822151824
SGroup-RandomForest,wk inc hosp,us,2022-2023,COVID-19,1,0.16269354622937038,0.09747043712429879,0,0.06522310910507159,0.6928571428571428,0.21428571428571427,1,0.2917832563733761,0.9632854055005325,0.32769202890585336,331893745,93.940076244,NA,NA,1033831,4.901976873031168e-5,0.0017318864613947095,NA,NA,1.5736957610032045e-7,30.88342890338005
SGroup-RandomForest,wk inc hosp,us,2022-2023,Influenza,1,0.17713405131189958,0.02612423873070757,0.04062618138379842,0.11038363119739358,-0.06500000000000003,0.6333333333333333,0.9,0.19056506430975426,1.2052314662525019,0.9501987759182527,331893745,93.940076244,NA,NA,230567,5.337071095205473e-5,0.0018856068506034795,NA,NA,7.682541357258392e-7,36.454624024600925
SGroup-RandomForest,wk inc hosp,us,2023-2024,COVID-19,1,0.16169932387642838,0.03153848075908287,0.05022460872434612,0.0799362343929994,-0.09761904761904763,0.42857142857142855,1,0.2634136383329174,0.9023511874710941,0.34837524173095813,331893745,93.940076244,NA,NA,535994,4.872020829329832e-5,0.0017213028809603102,NA,NA,3.01681220081621e-7,33.866213528823586
SGroup-RandomForest,wk inc hosp,us,2023-2024,Influenza,1,0.2365900491530193,0.017997981973270006,0.11366754653063349,0.10492452064911577,-0.26407407407407407,0.5185185185185185,0.9259259259259259,0.36627834179182367,1.238539457219677,0.8940067674707647,331893745,93.940076244,NA,NA,230989,7.128487737936106e-5,0.002518520940290704,NA,NA,1.024248120702801e-6,37.060790084339466
SGroup-RandomForest,wk inc hosp,ut,2022-2023,COVID-19,1,0.33849458771928037,0.2723547514889353,0.0028691096018085656,0.06327072662853653,0.7685714285714286,0.14285714285714285,0.5714285714285714,0.5389131364647477,1.5662555645589766,0.8314978871621693,3337975,40.520795603,5831.75,49,7218,0.010140716683596503,0.00835360171689767,5.804339824568618e-5,0.006908052810597558,4.68958974396343e-5,10.568322233744787
SGroup-RandomForest,wk inc hosp,ut,2022-2023,Influenza,1,0.39240025112317,0.05660072353849193,0.1443675171580339,0.19143201042664415,-0.10100000000000002,0.5666666666666667,0.9333333333333333,0.5898638381142466,1.07599125584498,1.0243598486507162,3337975,40.520795603,5831.75,49,587,0.011755637808047394,0.00968392266942849,6.728687805944528e-5,0.008008168390268775,6.68484243821414e-4,12.624948291174809
SGroup-RandomForest,wk inc hosp,ut,2023-2024,COVID-19,1,0.17922881864658527,0.03713380671619694,0.07143607984168696,0.07065893208870137,-0.10976190476190477,0.47619047619047616,0.8571428571428571,0.2811498793063839,0.6941307358264526,0.31992133631770436,3337975,40.520795603,5892.46568627451,49,3959,0.00536938768704335,0.004423131776645468,3.0416607951416353e-5,0.0036577309927874543,4.5271234818536314e-5,9.979892162887772
SGroup-RandomForest,wk inc hosp,ut,2023-2024,Influenza,1,0.33758087002305087,0.08613839015738756,0.08916916726201214,0.1622733126036512,0.019259259259259257,0.5925925925925926,0.9259259259259259,0.5310927732759632,1.0188905868773286,0.946142739134877,3337975,40.520795603,5892.46568627451,49,578,0.01011334327018779,0.008331052364580366,5.7290256404782763e-5,0.006889405510674507,5.840499481367663e-4,11.753447468535494
SGroup-RandomForest,wk inc hosp,va,2022-2023,COVID-19,1,0.25041743424792057,0.16396632966283656,0.002871974901644579,0.08357912968343945,0.5842857142857143,0.35714285714285715,0.7857142857142857,0.3913630829313712,1.1462902598228764,0.5449409946705482,8642274,218.89051189,16829.304945054944,86,21676,0.0028975873045441578,0.001144030557038324,1.487984412104329e-5,0.002911830630789774,1.1552751164786887e-5,16.11612030154801
SGroup-RandomForest,wk inc hosp,va,2022-2023,Influenza,1,0.18814112159594643,0.0401104328782887,0.058142221652201564,0.08988846706545615,-0.0036666666666666627,0.5333333333333333,0.9,0.27669773491915434,0.9831606648612077,0.944974286850261,8642274,218.89051189,16829.304945054944,86,5281,0.0021769863070292194,8.595215935649774e-4,1.1179375631388096e-5,0.0021876874604179817,3.5626040824833634e-5,19.51098310796929
SGroup-RandomForest,wk inc hosp,va,2023-2024,COVID-19,1,0.18966823856214327,0.0436960680955794,0.06951153646943749,0.07646063399712638,-0.12928571428571428,0.38095238095238093,0.8571428571428571,0.29354846498739895,0.8264230112555564,0.4255930872222508,8642274,218.89051189,16798.823529411766,87,15377,0.0021946566211872394,8.664982183305326e-4,1.129056676082511e-5,0.0021800946961165893,1.2334541104385983e-5,18.876193690455967
SGroup-RandomForest,wk inc hosp,va,2023-2024,Influenza,1,0.27058676662163966,0.041522838716348105,0.13476803558123682,0.09429589232405475,-0.21407407407407408,0.2222222222222222,0.8888888888888888,0.4123247241811814,1.1102973699513798,0.9519690820425166,8642274,218.89051189,16798.823529411766,87,5740,0.0031309672271631244,0.0012361740318722395,1.6107483131059156e-5,0.003110192719788962,4.7140551676243844e-5,22.64658762856605
SGroup-RandomForest,wk inc hosp,vt,2022-2023,COVID-19,1,0.3084059115840961,0.16331886803012938,0.05899086991557299,0.08609617363839375,0.13571428571428573,0.2857142857142857,0.8571428571428571,0.49318242618296776,1.2719106585892774,1.0176835152582946,645570,70.037811804,1184.2197802197802,14,1568,0.047772652320289995,0.004403420147493563,2.60429623567729e-4,0.02202899368457829,1.9668744361230617e-4,11.170265021551861
SGroup-RandomForest,wk inc hosp,vt,2022-2023,Influenza,1,0.37564877941233943,0.077224221307628,0.19239603957170745,0.10602851853300403,-0.09366666666666666,0.5,0.8333333333333334,0.5480387968307932,1.0182372590349218,0.9475125584547507,645570,70.037811804,1184.2197802197802,14,401,0.058188698268559484,0.005363513932496751,3.1721204601279545e-4,0.026832055672309958,9.367799985345123e-4,12.366072976172926
SGroup-RandomForest,wk inc hosp,vt,2023-2024,COVID-19,1,0.29772231642798397,0.1769489427276447,0.04247690388823153,0.07829646981210772,0.21095238095238095,0.35714285714285715,0.8333333333333334,0.4536921863987365,0.9138034546491521,0.6521969844968255,645570,70.037811804,1181.093137254902,14,918,0.04611774345585823,0.0042508797570825945,2.520735300519572e-4,0.021265879744855998,3.2431624883222653e-4,10.174975506057383
SGroup-RandomForest,wk inc hosp,vt,2023-2024,Influenza,1,0.261696957279123,0.028978031556740783,0.11322052420899031,0.11949840151339193,-0.14629629629629629,0.5925925925925926,0.8888888888888888,0.3774927246889494,0.9548011515402597,0.9674182544248714,645570,70.037811804,1181.093137254902,14,390,0.04053734796832613,0.003736509615855488,2.2157182107361944e-4,0.018692639805651643,6.710178391772385e-4,10.995502902678622
SGroup-RandomForest,wk inc hosp,wa,2022-2023,COVID-19,1,0.23480609585176535,0.16776029875601453,0.00613802412432786,0.06090777297142295,0.5607142857142857,0.2857142857142857,0.7857142857142857,0.3943685530396318,0.47777069399291555,0.22168890712924802,7738692,116.44970943,10807.494505494506,90,15577,0.003034183242488076,0.002016373394155281,2.1726228565963226e-5,0.0026089566205751706,1.5073897146547174e-5,11.634019950138065
SGroup-RandomForest,wk inc hosp,wa,2022-2023,Influenza,1,0.25805736333940466,0.01566057399141297,0.0950907884431507,0.14730600090484097,-0.22833333333333333,0.6333333333333333,0.9,0.32072045305172153,1.0972810631559802,0.9799481515326268,7738692,116.44970943,10807.494505494506,90,5324,0.00333463798971977,0.002216041281704765,2.387763076892696e-5,0.0028673040371044963,4.847057913963273e-5,24.129970298742876
