model,target,location,season,disease,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Baseline,wk inc hosp,nj,2022-2023,COVID-19,1,0.37133481044600763,0.024152847860986836,0.010054151196309534,0.3371278113887113,0.06842105263157894,0.868421052631579,1,0.24746749906281792,2.455543250607176,1,9267130,1260.0290755,22978.379120879123,72,35193,0.004007009834177439,2.947033665065673e-4,1.6160182948178326e-5,0.005157427922861217,1.0551382673997887e-5,15.822298941027658
Baseline,wk inc hosp,nj,2022-2023,Influenza,1,0.2767771851771414,0.08111446633024691,0.09850150241907359,0.09716121642782088,0.1175,0.375,0.71875,0.350173026029882,1.1776907275734227,1,9267130,1260.0290755,22978.379120879123,72,6222,0.002986654823846664,2.196593638661169e-4,1.2045113526987201e-5,0.0038441275719047416,4.4483636319051975e-5,26.002259081573985
Baseline,wk inc hosp,nj,2023-2024,COVID-19,1,0.5459032525798173,0.016220403901152796,0.018932015355611995,0.5107508333230525,-0.00952380952380955,0.9285714285714286,1,0.31837723121981254,2.2770270870949068,1,9267130,1260.0290755,22275.18137254902,72,17636,0.005890747756638974,4.332465521584841e-4,2.4507241644845373e-5,0.00758198961916413,3.095391543319445e-5,20.286264532492815
Baseline,wk inc hosp,nj,2023-2024,Influenza,1,0.34348871604474385,0.07760685098524585,0.15046449336081072,0.11541737169868727,0.07321428571428572,0.21428571428571427,0.75,0.46148038878146375,1.227629711631886,1,9267130,1260.0290755,22275.18137254902,72,7135,0.00370652743670094,2.7260380154993006e-4,1.5420243287807507e-5,0.004770676611732553,4.81413757595997e-5,23.934909107673196
Baseline,wk inc hosp,nm,2022-2023,COVID-19,1,0.5162032528724625,0.02158446321688002,0.016043920614185643,0.4785748690413968,-0.028947368421052656,0.9736842105263158,1,0.39567645697129383,2.270774382482547,1,2115877,17.441507027,3950.002747252747,37,5034,0.024396656935751108,0.029596252896803222,1.3068427692398068e-4,0.013951439266823311,1.0254335575535608e-4,10.590924841739302
Baseline,wk inc hosp,nm,2022-2023,Influenza,1,0.34111361446226546,0.08641033517098667,0.08258730371143196,0.17211597557984684,-0.1096875,0.5,0.75,0.47340122306261706,1.0961922335808008,1,2115877,17.441507027,3950.002747252747,37,2865,0.016121618338980265,0.019557576873042614,8.635781701658618e-5,0.009219286877358526,1.1906234361684658e-4,18.080170583052336
Baseline,wk inc hosp,nm,2023-2024,COVID-19,1,0.6044458562349311,0.009675303400145658,0.015253037303614084,0.5795175155311714,-0.030952380952380988,1,1,0.39778700104629877,2.0726554024386457,1,2115877,17.441507027,4221.901960784314,37,2716,0.028567154718111262,0.03465559801106807,1.4316908868311135e-4,0.016336374492835974,2.2255002070505563e-4,10.58225783892981
Baseline,wk inc hosp,nm,2023-2024,Influenza,1,0.39102820367804686,0.09212092431913171,0.13669363355092465,0.16221364580799053,0.09464285714285715,0.32142857142857145,0.7857142857142857,0.5593082331550726,1.1088870573301395,1,2115877,17.441507027,4221.901960784314,37,2079,0.018480668000930435,0.02241940464621107,9.261896825415731e-5,0.010568329829136401,1.8808475405389459e-4,15.214295731457616
Baseline,wk inc hosp,nv,2022-2023,COVID-19,1,0.5191246029350414,0.00591388550018938,0.013814904970857363,0.49939581246399456,-0.05263157894736844,1,1,0.2839348214905686,2.715031138083026,1,3143991,28.618062094,7117.291208791209,41,8002,0.01651164405162233,0.01813975388095478,7.293850816358669e-5,0.012661575681342472,6.487435677768575e-5,13.351502347854716
Baseline,wk inc hosp,nv,2022-2023,Influenza,1,0.4530655078675803,0.11877705379192177,0.13677398243619043,0.19751447163946811,-0.043437500000000004,0.5,0.71875,0.6403967723808347,1.1235105294927021,1,3143991,28.618062094,7117.291208791209,41,2324,0.014410521781632973,0.015831453100472834,6.365701424552619e-5,0.011050378240672691,1.9495073488277981e-4,20.088970134525887
Baseline,wk inc hosp,nv,2023-2024,COVID-19,1,0.5899624577767145,0.007520608695461258,0.01099708478303249,0.5714447642982208,-0.02142857142857147,1,1,0.28694711865075334,2.6104465333406197,1,3143991,28.618062094,6934.112745098039,40,4330,0.018764762932741045,0.02061503870663572,8.508117468868372e-5,0.014749061444417863,1.3624999024866387e-4,11.455619851508192
Baseline,wk inc hosp,nv,2023-2024,Influenza,1,0.3087906750704814,0.06801689691935016,0.08188278674328876,0.1588909914078425,0.019642857142857136,0.5,0.8214285714285714,0.3857145526965446,1.21750177318248,1,3143991,28.618062094,6934.112745098039,40,1626,0.009821614472512213,0.010790062375859538,4.45321105124482e-5,0.007719766876762036,1.8990816424998858e-4,16.73211287078027
Baseline,wk inc hosp,ny,2022-2023,COVID-19,1,0.32740470673791516,0.004652929689796357,0.008852074498617631,0.31389970254950117,-0.03684210526315793,0.9473684210526315,1,0.13202510686367938,3.048121157963224,1,19835913,420.93596008,44984.83516483517,159,83110,0.001650565349514868,7.778017033177471e-4,7.278112847101167e-6,0.0020591490989805986,3.939414110671582e-6,17.612290537133713
Baseline,wk inc hosp,ny,2022-2023,Influenza,1,0.23040087950664678,0.04583779339528372,0.09098672816087287,0.09357635795049021,-0.09437500000000001,0.5,0.625,0.24515957859751197,1.1070505283508478,1,19835913,420.93596008,44984.83516483517,159,12997,0.001161534029246079,5.473537577137827e-4,5.121745554082904e-6,0.0014490621352619294,1.7727235477929275e-5,31.98218805188987
Baseline,wk inc hosp,ny,2023-2024,COVID-19,1,0.5158066587748126,0.012316602270662797,0.026810298136878158,0.47667975836727156,-0.07380952380952384,0.8809523809523809,1,0.3033634517016587,2.2962200465629077,1,19835913,420.93596008,45605.72549019608,158,40425,0.002600367619956856,0.0012253803611285245,1.1310129446042827e-5,0.0032645991061696997,1.2759595764373843e-5,25.113343279982093
Baseline,wk inc hosp,ny,2023-2024,Influenza,1,0.3220618608758354,0.07570278740028744,0.1410479082087252,0.10531116526682271,-0.04928571428571427,0.2857142857142857,0.7142857142857143,0.42202209510947847,1.1921401949243855,1,19835913,420.93596008,45605.72549019608,158,15275,0.0016236301342712855,7.651089272929467e-4,7.0618734251924016e-6,0.0020383662080749074,2.1084246211183985e-5,22.586325045614707
Baseline,wk inc hosp,oh,2022-2023,COVID-19,1,0.33982313335875136,0.020443344673305996,0.002788301491371193,0.31659148719407415,0.10789473684210525,0.9473684210526315,1,0.17960709221752014,2.4580699965098494,1,11780017,288.30981725,26337.10989010989,179,40789,0.002884742300106624,0.001178673472169985,1.2902825510340515e-5,0.0018984532589874379,8.33124453550593e-6,18.403513935539305
Baseline,wk inc hosp,oh,2022-2023,Influenza,1,0.3209504112358642,0.07036594664004012,0.12087640193559127,0.12970806266023283,0.013437499999999991,0.46875,0.6875,0.3497646208096156,1.1791929373980061,1,11780017,288.30981725,26337.10989010989,179,7444,0.002724532666089227,0.0011132136057564797,1.2186242627798257e-5,0.0017930190571835989,4.3115315856510505e-5,27.469013407411136
Baseline,wk inc hosp,oh,2023-2024,COVID-19,1,0.5658635955005719,0.015062364926830702,0.021290237657031082,0.5295109929167101,-0.04761904761904763,0.9523809523809523,1,0.3302567719873069,2.3493052352549046,1,11780017,288.30981725,27808.049019607843,177,21944,0.004803588954927415,0.001962692775771484,2.0348913909838607e-5,0.003196969466104926,2.578671142456124e-5,19.368953408079324
Baseline,wk inc hosp,oh,2023-2024,Influenza,1,0.34630317645993336,0.08610176976544127,0.1623315133947478,0.09786989329974428,-0.20964285714285713,0.17857142857142858,0.8214285714285714,0.43985313031565315,1.1626913500227218,1,11780017,288.30981725,27808.049019607843,177,9296,0.0029397510755708872,0.001201149443203476,1.2453343138734767e-5,0.0019565151212425614,3.725292345739386e-5,21.527245829881636
Baseline,wk inc hosp,ok,2022-2023,COVID-19,1,0.48602627253529407,0.021549671643599944,0.007676734529470956,0.4567998663622232,0.09473684210526313,1,1,0.34451446623213794,2.1163354790186655,1,3986639,58.117159393,9125.936813186812,116,10570,0.01219137906731194,0.008362870408869882,5.325768548309418e-5,0.004189881659787018,4.5981671952251097e-5,11.799420311982733
Baseline,wk inc hosp,ok,2022-2023,Influenza,1,0.26113576958280316,0.05450105471852882,0.07479316062187118,0.13184155424240315,0.13625,0.53125,0.78125,0.27504460224350097,1.1793088108005445,1,3986639,58.117159393,9125.936813186812,116,6421,0.0065502737916024786,0.004493264507594912,2.861468087369033e-5,0.002251170427437958,4.0669018779442946e-5,30.36254802148779
Baseline,wk inc hosp,ok,2023-2024,COVID-19,1,0.5965832919652613,0.01582257480527524,0.016083694133012336,0.5646770230269738,0.009523809523809499,1,1,0.3934749071177758,2.0101907820056257,1,3986639,58.117159393,8553.882352941177,115,6741,0.014964567696379364,0.010265183264223984,6.9744154449369e-5,0.005187680799697924,8.850071086860425e-5,12.828473254472117
Baseline,wk inc hosp,ok,2023-2024,Influenza,1,0.350570311131469,0.11189810251807668,0.10230430124289062,0.13636790737050175,-0.075,0.25,0.8214285714285714,0.46952988856030337,1.1955510718727649,1,3986639,58.117159393,8553.882352941177,115,3989,0.008793630703243235,0.006032130867939391,4.098376581143047e-5,0.0030484374880997305,8.788425949648258e-5,18.769081249191366
Baseline,wk inc hosp,or,2022-2023,COVID-19,1,0.37447387510956487,0.011302116083354559,0.00717676693367776,0.35599499209253255,-0.0026315789473684644,0.9736842105263158,1,0.194853454904128,2.3056759390154125,1,4246155,44.232678273,6656.626373626374,58,10333,0.008819128720208397,0.008466000471378802,5.6255804981519535e-5,0.006456446122578704,3.6240576319516583e-5,11.000465959873729
Baseline,wk inc hosp,or,2022-2023,Influenza,1,0.38986102290522007,0.11607460072971289,0.14076751513942404,0.13301890703608313,-0.009374999999999994,0.5,0.6875,0.5093149113962668,1.1027581705410179,1,4246155,44.232678273,6656.626373626374,58,3695,0.009181507102430788,0.008813868798516651,5.8567358452001104e-5,0.0067217417742279325,1.0551042568476863e-4,29.449653186365776
Baseline,wk inc hosp,or,2023-2024,COVID-19,1,0.49390750775158687,0.011657820558650608,0.019993139121974722,0.46225654807096156,-0.052380952380952396,1,1,0.359225617735881,2.2589694831587495,1,4246155,44.232678273,6647.578431372549,58,5125,0.011631876550704976,0.011166122582567472,7.429886128468108e-5,0.008515646685372188,9.637219663445597e-5,12.270397464857952
Baseline,wk inc hosp,or,2023-2024,Influenza,1,0.2989447408801657,0.057479134261052924,0.11852245506411625,0.12294315155499652,0.037500000000000026,0.39285714285714285,0.9642857142857143,0.37269366915859403,1.0933298005824614,1,4246155,44.232678273,6647.578431372549,58,1727,0.00704036336120951,0.006758458961836008,4.497047217514988e-5,0.005154219670347684,1.731006027099975e-4,11.809678309660788
Baseline,wk inc hosp,pa,2022-2023,COVID-19,1,0.31247057554597835,0.02607474246030524,0.0014858843852565255,0.2849099487004166,0.15,0.9736842105263158,1,0.19914583593040636,2.5644367726490667,1,12964056,289.74978553,31482.68131868132,172,41706,0.002410284061916875,0.0010784152090895195,9.925157656776944e-6,0.0018166893927091764,7.492221156331903e-6,13.692486869747745
Baseline,wk inc hosp,pa,2022-2023,Influenza,1,0.1945424622733378,0.0382226818530757,0.09400115329656654,0.06231862712369554,-0.218125,0.28125,0.6875,0.2418265067468489,0.8575516195524829,1,12964056,289.74978553,31482.68131868132,172,12507,0.00150062960444893,6.714153797128362e-4,6.179348585468145e-6,0.0011310608271705685,1.555468635750682e-5,24.66262789258907
Baseline,wk inc hosp,pa,2023-2024,COVID-19,1,0.4937342116564295,0.02880060810751529,0.008251336832223212,0.456682266716691,0.0452380952380952,0.9285714285714286,1,0.25373735302906747,2.326049370385472,1,12964056,289.74978553,30759.470588235297,172,23635,0.0038084856441258008,0.0017040019917644062,1.6051453494302663e-5,0.0028705477421885435,2.0889960298558472e-5,18.676276059431252
Baseline,wk inc hosp,pa,2023-2024,Influenza,1,0.3021700195391555,0.09055114017142,0.11876667394462775,0.09285220542310772,-0.037499999999999985,0.21428571428571427,0.7857142857142857,0.4023044057832397,1.2228960877430362,1,12964056,289.74978553,30759.470588235297,172,9963,0.0023308293294872803,0.0010428653777480347,9.823641751972407e-6,0.0017568024391811368,3.032922006816777e-5,18.163101414693173
Baseline,wk inc hosp,pr,2022-2023,COVID-19,1,0.5939148635256818,0.01573508603706621,0.015289743362015787,0.5628900341265998,-0.0342105263157895,1,1,0.38538109156434025,2.069401353793136,1,NA,NA,7590.478021978022,50,6503,NA,NA,7.824472474671786e-5,0.011878297270513635,9.132936545066613e-5,NA
Baseline,wk inc hosp,pr,2022-2023,Influenza,1,0.220045934351713,0.10917617160010379,0.0530538570224402,0.05781590572916898,0.1865625,0.34375,0.75,0.304610180478255,0.9509896319191969,1,NA,NA,7590.478021978022,50,2982,NA,NA,2.8989733415283725e-5,0.0044009186870342595,7.37913931427609e-5,NA
Baseline,wk inc hosp,pr,2023-2024,COVID-19,1,0.6396010652617554,0.01697060903616189,0.010341893655483032,0.6122885625701106,0.009523809523809495,1,1,0.38391033845191413,2.3213900178093496,1,NA,NA,8131.318627450981,54,2779,NA,NA,7.86589598275598e-5,0.01184446417151399,2.301551152435248e-4,NA
Baseline,wk inc hosp,pr,2023-2024,Influenza,1,0.16467435895375415,0.05979297184625878,0.024514437686920083,0.08036694942057529,0.18035714285714285,0.5,0.9285714285714286,0.22903360325639047,0.9441479577968048,1,NA,NA,8131.318627450981,54,2075,NA,NA,2.025186399630444e-5,0.003049525165810262,7.936113684518273e-5,NA
Baseline,wk inc hosp,ri,2022-2023,COVID-19,1,0.447104700530957,0.03647690650788398,0.019777112102922313,0.3908506819201507,0.04473684210526314,0.9736842105263158,1,0.4446953609033808,1.3887238439873957,1,1095610,1059.6989939,2193.1236263736264,11,2918,0.04080874586129709,4.2191669814225445e-4,2.0386661980850278e-4,0.040645881866450635,1.5322299538415252e-4,8.533119549715806
Baseline,wk inc hosp,ri,2022-2023,Influenza,1,0.42486531625623286,0.1859148798574707,0.14817715467708936,0.09077328172167284,0.04312500000000001,0.375,0.71875,0.6261642413397092,0.9659913480846696,1,1095610,1059.6989939,2193.1236263736264,11,364,0.03877888265498059,4.009301874418179e-4,1.937261133604019e-4,0.038624119659657535,0.001167212407297343,13.568182745108281
Baseline,wk inc hosp,ri,2023-2024,COVID-19,1,0.5189367826229678,0.02987936720618661,0.019347250829765673,0.46971016458701553,0.014285714285714264,1,1,0.5204666965649446,1.510264420901966,1,1095610,1059.6989939,2198.514705882353,11,1572,0.04736510095955384,4.897020621989362e-4,2.3603971410084221e-4,0.04717607114754253,3.3011245713929254e-4,12.568287504738763
Baseline,wk inc hosp,ri,2023-2024,Influenza,1,0.33995260161636803,0.09925749572840149,0.14668707155839392,0.09400803432957264,0.08285714285714288,0.2857142857142857,0.8571428571428571,0.4850534878010544,1.006541018245917,1,1095610,1059.6989939,2198.514705882353,11,504,0.031028614344188903,3.2080109877734596e-4,1.5462830460346238e-4,0.030904781965124365,6.745091301912065e-4,11.14931726355859
Baseline,wk inc hosp,sc,2022-2023,COVID-19,1,0.48603620389171903,0.016392121878331955,0.02032718606713726,0.4493168959462498,-0.021052631578947385,0.9473684210526315,1,0.3059785677248701,2.4484983129604148,1,5190705,172.65344876,9991.381868131868,62,13439,0.009363587487474612,0.0028150969898512847,4.86455437602642e-5,0.007839293611156758,3.6166098957639635e-5,18.088114049807103
Baseline,wk inc hosp,sc,2022-2023,Influenza,1,0.17987953401436108,0.048541573331029216,0.06627838021017732,0.06505958047315455,0.034375,0.46875,0.75,0.22669599884822822,0.9557988900297042,1,5190705,172.65344876,9991.381868131868,62,3222,0.0034654162394965825,0.0010418531185230236,1.8003469028453212e-5,0.002901282806683243,5.5828533213644037e-5,14.465876836214553
Baseline,wk inc hosp,sc,2023-2024,COVID-19,1,0.49916163285760706,0.01233251898146831,0.018748941459637514,0.46808017241650124,-0.026190476190476215,0.9761904761904762,1,0.34642854996254496,2.0296237595261304,1,5190705,172.65344876,9969.985294117649,62,8405,0.00961645157753344,0.002891118807313693,5.00664362215374e-5,0.008050994078348502,5.938865352261833e-5,13.73764560145483
Baseline,wk inc hosp,sc,2023-2024,Influenza,1,0.3423069192116653,0.11760956284413442,0.14861601877404515,0.0760813375934857,0.06071428571428573,0.17857142857142858,0.7142857142857143,0.4336513167399877,1.237099572735464,1,5190705,172.65344876,9969.985294117649,62,4258,0.0065946132406227145,0.0019826242781138714,3.4333743642894684e-5,0.005521079342123634,8.039147938273022e-5,25.863592943972602
Baseline,wk inc hosp,sd,2022-2023,COVID-19,1,0.4766627916469706,0.013938720129442956,0.017088396242147044,0.4456356752753806,0.005263157894736824,1,1,0.354491285709168,1.983690523162372,1,895376,11.810848986,2178.337912087912,57,2724,0.053236047386457826,0.04035804642087824,2.188194903104334e-4,0.00836250511661352,1.7498634054587762e-4,11.426346180113745
Baseline,wk inc hosp,sd,2022-2023,Influenza,1,0.2652648502192946,0.084976542236515,0.08025477487510249,0.1000335331076771,-0.06749999999999999,0.40625,0.8125,0.3639394506954743,0.901687810423525,1,895376,11.810848986,2178.337912087912,57,835,0.02962608448509839,0.02245942273360082,1.2177396754989277e-4,0.0046537693020928875,3.176824553524486e-4,13.045209037636262
Baseline,wk inc hosp,sd,2023-2024,COVID-19,1,0.5188947357557129,0.011435064832747232,0.01810216308246698,0.48935750784049864,-0.03571428571428574,1,1,0.3727426562202298,1.730053557871573,1,895376,11.810848986,2207.563725490196,57,1934,0.05795271883049276,0.04393373722505344,2.3505311749969564e-4,0.009103416416766893,2.683013111456633e-4,11.855498011749932
Baseline,wk inc hosp,sd,2023-2024,Influenza,1,0.37085438494814205,0.08920043224004275,0.14202799716829073,0.13962595553980858,-0.03249999999999998,0.35714285714285715,0.7857142857142857,0.5418595947382787,1.0170470207943931,1,895376,11.810848986,2207.563725490196,57,663,0.04141884358617408,0.03139946886017547,1.6799260681174346e-4,0.0065062172797919655,5.593580466789473e-4,13.282544801827589
Baseline,wk inc hosp,tn,2022-2023,COVID-19,1,0.4605835963685125,0.014818271031013968,0.007256231319829638,0.4385090940176689,0.04473684210526314,1,1,0.23308838513025515,2.2602218268577228,1,6975218,169.16790214,18430.85714285714,104,17506,0.006603142674085778,0.0027226417691657762,2.4989808818902988e-5,0.004428688426620312,2.6310042063778845e-5,13.978087665716842
Baseline,wk inc hosp,tn,2022-2023,Influenza,1,0.2316747080523788,0.08365488656528446,0.06089217032356213,0.0871276511635322,0.109375,0.40625,0.71875,0.2825360223431141,1.1379138311317236,1,6975218,169.16790214,18430.85714285714,104,4917,0.0033213973821661033,0.0013694956615389687,1.256993672386876e-5,0.0022276414235805654,4.711708522521432e-5,20.20593594915252
Baseline,wk inc hosp,tn,2023-2024,COVID-19,1,0.5875302263944886,0.010348844183549817,0.026667497921377174,0.5505138842895617,-0.09523809523809525,0.9761904761904762,1,0.3707247628889493,2.159179831254145,1,6975218,169.16790214,20646.980392156864,106,10562,0.008423109161527118,0.0034730597173703807,2.8455988005765374e-5,0.005542737984853666,5.5626796666776045e-5,17.511453183329994
Baseline,wk inc hosp,tn,2023-2024,Influenza,1,0.27074019694598944,0.08644132290542969,0.09753823603493214,0.08676063800562761,0.07321428571428572,0.21428571428571427,0.7857142857142857,0.3593663257674623,1.2776986766883345,1,6975218,169.16790214,20646.980392156864,106,4997,0.003881458571559906,0.001600422973395569,1.3112822882751179e-5,0.002554152801377259,5.4180547717828584e-5,18.074433971142835
Baseline,wk inc hosp,tx,2022-2023,COVID-19,1,0.3755530080511563,0.02347617910777735,0.008749432296526085,0.3433273966468529,0.13157894736842105,0.8947368421052632,1,0.23609131711131717,2.377649920833945,1,29527941,113.01820138,54953.73626373626,432,80346,0.0012718564022163154,0.0033229427071524357,6.8339849769046946e-6,8.693356667850841e-4,4.674196699912333e-6,21.90855949435877
Baseline,wk inc hosp,tx,2022-2023,Influenza,1,0.17146038955270937,0.04217253081888223,0.05313873110447839,0.07614912762934874,0.034375,0.40625,0.75,0.18220156101964025,1.148928203313209,1,29527941,113.01820138,54953.73626373626,432,22133,5.806716748475939e-4,0.0015171042138266719,3.1200861162529427e-6,3.968990498905309e-4,7.746821016252175e-6,28.59782419987812
Baseline,wk inc hosp,tx,2023-2024,COVID-19,1,0.530488511532674,0.02768814072100883,0.012074807802645308,0.49072556300901987,0.05476190476190475,0.9761904761904762,1,0.3146225634053228,2.3789777668100873,1,29527941,113.01820138,54211.00490196078,435,38011,0.0017965645201359415,0.004693832542503642,9.785624016600483e-6,0.0012195138196153424,1.3956184039690456e-5,20.25989881510225
Baseline,wk inc hosp,tx,2023-2024,Influenza,1,0.22163252270739361,0.02497317364942501,0.1160908594581955,0.0805684895997731,-0.2235714285714286,0.17857142857142858,0.8214285714285714,0.2990062522065066,1.16014794970536,1,29527941,113.01820138,54211.00490196078,435,19961,7.505857679253477e-4,0.0019610338865878848,4.0883308307641666e-6,5.095000522009048e-4,1.1103277526546446e-5,26.054694822151824
Baseline,wk inc hosp,us,2022-2023,COVID-19,1,0.29168289424917215,0.008327573484627574,0.006377628512651788,0.2769776922518928,0.0421052631578947,0.8947368421052632,1,0.1110974508330389,2.9396058510086207,1,331893745,93.940076244,NA,NA,1033831,8.788442043376628e-5,0.0031049889026229325,NA,NA,2.8213788738117946e-7,30.88342890338005
Baseline,wk inc hosp,us,2022-2023,Influenza,1,0.18387954819884073,0.04603253467328946,0.06946952130878253,0.06837749221676873,0.013750000000000012,0.53125,0.65625,0.18513478613742196,1.2683993042274662,1,331893745,93.940076244,NA,NA,230567,5.5403137591171154e-5,0.001957413231401174,NA,NA,7.975102603531326e-7,36.454624024600925
Baseline,wk inc hosp,us,2023-2024,COVID-19,1,0.4699728960177524,0.011848154579138457,0.016647858269677546,0.4414768831689364,-0.03571428571428572,0.9523809523809523,1,0.23782899806094257,2.590170251443868,1,331893745,93.940076244,NA,NA,535994,1.416034207025361e-4,0.005002900942905822,NA,NA,8.768249197150573e-7,33.866213528823586
Baseline,wk inc hosp,us,2023-2024,Influenza,1,0.2681923313198556,0.0664951111916098,0.12575910987101463,0.07593811025723116,0.026785714285714284,0.17857142857142858,0.75,0.3434353507739889,1.3853804045842182,1,331893745,93.940076244,NA,NA,230989,8.080668447664045e-5,0.00285492988767917,NA,NA,1.1610610519109378e-6,37.060790084339466
Baseline,wk inc hosp,ut,2022-2023,COVID-19,1,0.4626916488940035,0.024135942519278808,0.009215829667462707,0.4293398767072619,0.018421052631578918,1,1,0.3101706698031606,1.8836554953909408,1,3337975,40.520795603,5831.75,49,7218,0.013861447401313775,0.011418622018856598,7.93401035527935e-5,0.00944268671212252,6.41024728309786e-5,10.568322233744787
Baseline,wk inc hosp,ut,2022-2023,Influenza,1,0.36856271854319994,0.11224412448054365,0.12515547000007476,0.13116312406258152,-0.020312499999999997,0.4375,0.78125,0.535321509798012,1.0504035835280665,1,3337975,40.520795603,5831.75,49,587,0.011041506258830576,0.009095643682670263,6.31993344267501e-5,0.007521688133534692,6.278751593580919e-4,12.624948291174809
Baseline,wk inc hosp,ut,2023-2024,COVID-19,1,0.558845688013899,0.007772408462235071,0.01084068616085304,0.5402325933908109,-0.02380952380952383,1,1,0.25997173476350205,2.1696919118177602,1,3337975,40.520795603,5892.46568627451,49,3959,0.016742057325591087,0.013791577378913168,9.484071995796843e-5,0.011405014041099979,1.4115829452232862e-4,9.979892162887772
Baseline,wk inc hosp,ut,2023-2024,Influenza,1,0.3668403896103158,0.10466481749391686,0.11263100359565748,0.14954456852074147,0.04571428571428571,0.42857142857142855,0.8571428571428571,0.5328003629279976,1.0768888717668224,1,3337975,40.520795603,5892.46568627451,49,578,0.010989908241083765,0.009053138867371014,6.225583807213467e-5,0.007486538563475832,6.346719543431069e-4,11.753447468535494
Baseline,wk inc hosp,va,2022-2023,COVID-19,1,0.4089892655643655,0.01265600706230618,0.017375822691443537,0.3789574358106158,-0.028947368421052656,0.9210526315789473,1,0.24430609283923202,2.1035126206937,1,8642274,218.89051189,16829.304945054944,86,21676,0.004732426506777794,0.001868465024056852,2.4302207779801464e-5,0.004755689134469366,1.8868299758459377e-5,16.11612030154801
Baseline,wk inc hosp,va,2022-2023,Influenza,1,0.20046346135866272,0.06005179307182369,0.08776664060707245,0.05264502767976657,-0.03937500000000001,0.28125,0.65625,0.2558877145580572,1.0404099651623617,1,8642274,218.89051189,16829.304945054944,86,5281,0.00231956845338001,9.158161293871088e-4,1.1911571037136986e-5,0.002330970480914683,3.7959375375622554e-5,19.51098310796929
Baseline,wk inc hosp,va,2023-2024,COVID-19,1,0.43886876744116227,0.012241272689055744,0.02197383518957369,0.40465365956253285,-0.05000000000000002,0.9761904761904762,1,0.2810163753014205,1.941814930898975,1,8642274,218.89051189,16798.823529411766,87,15377,0.005078163078851264,0.0020049693504381265,2.6124970398836606e-5,0.005044468591277727,2.8540597479427862e-5,18.876193690455967
Baseline,wk inc hosp,va,2023-2024,Influenza,1,0.30132613968110944,0.11096237093938066,0.12021218432592465,0.0701515844158041,-0.06249999999999998,0.25,0.8214285714285714,0.39559073518797316,1.1663166282345627,1,8642274,218.89051189,16798.823529411766,87,5740,0.0034866533933211263,0.0013766066746307222,1.7937335858879683e-5,0.003463518846909304,5.2495843150019066e-5,22.64658762856605
Baseline,wk inc hosp,vt,2022-2023,COVID-19,1,0.4216184431248035,0.05359312737239682,0.01765468224277594,0.35037063350963077,0.028947368421052617,0.9736842105263158,1,0.522724740023474,1.2498096309110975,1,645570,70.037811804,1184.2197802197802,14,1568,0.06530948512551753,0.006019868871755985,3.5603056980398944e-4,0.03011560308034311,2.6888931321734916e-4,11.170265021551861
Baseline,wk inc hosp,vt,2022-2023,Influenza,1,0.3873094064126926,0.14259906419073573,0.17751734293152185,0.06719299929043504,-0.12593749999999998,0.375,0.75,0.6161429099731491,1.0746424941274788,1,645570,70.037811804,1184.2197802197802,14,401,0.059994951192386986,0.005530004385296524,3.270587207560505e-4,0.027664957600906617,9.658588688595826e-4,12.366072976172926
Baseline,wk inc hosp,vt,2023-2024,COVID-19,1,0.4556634133390858,0.04554295028804468,0.01387815587562299,0.3962423071754181,0.052380952380952354,1,1,0.5534156539293821,1.4011157309384952,1,645570,70.037811804,1181.093137254902,14,918,0.07058311466441838,0.006505963016295462,3.857980365529336e-4,0.03254738666707756,4.963653740077187e-4,10.174975506057383
Baseline,wk inc hosp,vt,2023-2024,Influenza,1,0.26773372755506347,0.07308192165768312,0.10238769692271077,0.09226410897466959,-0.07678571428571429,0.32142857142857145,0.9642857142857143,0.4345181944137841,0.9869579648441588,1,645570,70.037811804,1181.093137254902,14,390,0.04147245497081083,0.0038227026324624933,2.266829931611748e-4,0.019123837682504533,6.864967373206755e-4,10.995502902678622
Baseline,wk inc hosp,wa,2022-2023,COVID-19,1,0.34420532323920616,0.016592257632778207,0.014718082630189767,0.3128949829762382,0.0157894736842105,0.9473684210526315,1,0.24714795430045772,2.155140282749321,1,7738692,116.44970943,10807.494505494506,90,15577,0.004447848851449394,0.0029558280988765725,3.184876226994267e-5,0.003824503591546735,2.209702274117007e-5,11.634019950138065
Baseline,wk inc hosp,wa,2022-2023,Influenza,1,0.2615525292399731,0.07392972225962267,0.11394294839938883,0.07367985858096156,0.075,0.25,0.6875,0.3260371477639193,1.1197337955481075,1,7738692,116.44970943,10807.494505494506,90,5324,0.0033798028044012226,0.0022460556623131547,2.4201032820974404e-5,0.0029061392137774786,4.912707160780862e-5,24.129970298742876
Baseline,wk inc hosp,wa,2023-2024,COVID-19,1,0.47603963706572117,0.012091866843004269,0.012661010460361189,0.4512867597623557,-0.009523809523809545,1,1,0.28365432866522267,2.231326765170908,1,7738692,116.44970943,11343.426470588236,90,7648,0.006151422450534551,0.004087941819656296,4.196612357826966e-5,0.005289329300730236,6.224367639457652e-5,13.91480505333188
