geo_value,time_value,weekly_hosp
Humboldt,2021-02-20,5
Humboldt,2021-02-27,0
Humboldt,2021-03-06,6
Humboldt,2021-03-13,5
Humboldt,2021-03-20,8
Humboldt,2021-03-27,11
Humboldt,2021-04-03,9
Humboldt,2021-04-10,0
Humboldt,2021-04-17,11
Humboldt,2021-04-24,19
Humboldt,2021-05-01,10
Humboldt,2021-05-08,6
Humboldt,2021-05-15,10
Humboldt,2021-05-22,15
Humboldt,2021-05-29,15
Humboldt,2021-06-05,8
Humboldt,2021-06-12,4
Humboldt,2021-06-19,19
Humboldt,2021-06-26,14
Humboldt,2021-07-03,7
Humboldt,2021-07-10,0
Humboldt,2021-07-17,14
Humboldt,2021-07-24,14
Humboldt,2021-07-31,22
Humboldt,2021-08-07,46
Humboldt,2021-08-14,34
Humboldt,2021-08-21,29
Humboldt,2021-08-28,46
Humboldt,2021-09-04,39
Humboldt,2021-09-11,30
Humboldt,2021-09-18,34
Humboldt,2021-09-25,25
Humboldt,2021-10-02,13
Humboldt,2021-10-09,6
Humboldt,2021-10-16,6
Humboldt,2021-10-23,7
Humboldt,2021-10-30,4
Humboldt,2021-11-06,6
Humboldt,2021-11-13,0
Humboldt,2021-11-20,6
Humboldt,2021-11-27,0
Humboldt,2021-12-04,13
Humboldt,2021-12-11,0
Humboldt,2021-12-18,6
Humboldt,2021-12-25,6
Humboldt,2022-01-01,11
Humboldt,2022-01-08,12
Humboldt,2022-01-15,11
Humboldt,2022-01-22,18
Humboldt,2022-01-29,15
Humboldt,2022-02-05,15
Humboldt,2022-02-12,17
Humboldt,2022-02-19,17
Humboldt,2022-02-26,14
Humboldt,2022-03-05,0
Humboldt,2022-03-12,5
Humboldt,2022-03-19,6
Humboldt,2022-03-26,0
Humboldt,2022-04-02,6
Humboldt,2022-04-09,0
Humboldt,2022-04-16,0
Humboldt,2022-04-23,7
Humboldt,2022-04-30,0
Humboldt,2022-05-07,10
Humboldt,2022-05-14,7
Humboldt,2022-05-21,10
Humboldt,2022-05-28,13
Humboldt,2022-06-04,4
Humboldt,2022-06-11,9
Humboldt,2022-06-18,6
Humboldt,2022-06-25,10
Humboldt,2022-07-02,6
Humboldt,2022-07-09,7
Humboldt,2022-07-16,11
Humboldt,2022-07-23,17
Humboldt,2022-07-30,10
Humboldt,2022-08-06,11
Humboldt,2022-08-13,11
Humboldt,2022-08-20,7
Humboldt,2022-08-27,11
Humboldt,2022-09-03,18
Humboldt,2022-09-10,6
Humboldt,2022-09-17,6
Humboldt,2022-09-24,5
Humboldt,2022-10-01,4
Humboldt,2022-10-08,4
Humboldt,2022-10-15,7
Humboldt,2022-10-22,5
Humboldt,2022-10-29,4
Humboldt,2022-11-05,7
Humboldt,2022-11-12,7
Humboldt,2022-11-19,0
Humboldt,2022-11-26,8
Humboldt,2022-12-03,18
Humboldt,2022-12-10,6
Humboldt,2022-12-17,8
Humboldt,2022-12-24,5
Humboldt,2022-12-31,13
Humboldt,2023-01-07,11
Humboldt,2023-01-14,10
Humboldt,2023-01-21,0
Humboldt,2023-01-28,5
Humboldt,2023-02-04,0
Humboldt,2023-02-11,4
Humboldt,2023-02-18,5
Humboldt,2023-02-25,6
Humboldt,2023-03-04,8
Humboldt,2023-03-11,4
Humboldt,2023-03-18,7
Humboldt,2023-03-25,7
Humboldt,2023-04-01,0
Humboldt,2023-04-08,0
Humboldt,2023-04-15,0
Humboldt,2023-04-22,0
Humboldt,2023-04-29,0
Humboldt,2023-05-06,0
Humboldt,2023-05-13,4
Humboldt,2023-05-20,0
Humboldt,2023-05-27,0
Humboldt,2023-06-03,0
Humboldt,2023-06-10,4
Humboldt,2023-06-17,0
Humboldt,2023-06-24,0
Humboldt,2023-07-01,5
Humboldt,2023-07-08,0
Humboldt,2023-07-15,0
Humboldt,2023-07-22,0
Humboldt,2023-07-29,0
Humboldt,2023-08-05,0
Humboldt,2023-08-12,0
Humboldt,2023-08-19,0
Humboldt,2023-08-26,8
Humboldt,2023-09-02,5
Humboldt,2023-09-09,0
Humboldt,2023-09-16,4
Humboldt,2023-09-23,0
Humboldt,2023-09-30,6
Humboldt,2023-10-07,0
Humboldt,2023-10-14,0
Humboldt,2023-10-21,0
Humboldt,2023-10-28,4
Humboldt,2023-11-04,0
Humboldt,2023-11-11,0
Humboldt,2023-11-18,5
Humboldt,2023-11-25,4
Humboldt,2023-12-02,4
Humboldt,2023-12-09,4
Humboldt,2023-12-16,7
Humboldt,2023-12-23,0
Humboldt,2023-12-30,4
Humboldt,2024-01-06,0
Humboldt,2024-01-13,0
Humboldt,2024-01-20,0
Humboldt,2024-01-27,0
Humboldt,2024-02-03,0
Humboldt,2024-02-10,0
Humboldt,2024-02-17,0
Humboldt,2024-02-24,0
Humboldt,2024-03-02,0
Humboldt,2024-03-09,0
Humboldt,2024-03-16,0
Humboldt,2024-03-23,0
Humboldt,2024-03-30,0
Humboldt,2024-04-06,0
Humboldt,2024-04-13,0
Humboldt,2024-04-20,0
Imperial,2020-03-28,0
Imperial,2020-04-04,0
Imperial,2020-04-11,0
Imperial,2020-04-18,0
Imperial,2020-04-25,0
Imperial,2020-05-02,0
Imperial,2020-05-09,0
Imperial,2020-05-16,0
Imperial,2020-05-23,0
Imperial,2020-05-30,0
Imperial,2020-06-06,0
Imperial,2020-06-13,0
Imperial,2020-06-20,0
Imperial,2020-06-27,0
Imperial,2020-07-04,0
Imperial,2020-07-11,27
Imperial,2020-07-18,34
Imperial,2020-07-25,16
Imperial,2020-08-01,14
Imperial,2020-08-08,23
Imperial,2020-08-15,14
Imperial,2020-08-22,19
Imperial,2020-08-29,13
Imperial,2020-09-05,7
Imperial,2020-09-12,15
Imperial,2020-09-19,18
Imperial,2020-09-26,14
Imperial,2020-10-03,24
Imperial,2020-10-10,16
Imperial,2020-10-17,17
Imperial,2020-10-24,24
Imperial,2020-10-31,28
Imperial,2020-11-07,54
Imperial,2020-11-14,46
Imperial,2020-11-21,30
Imperial,2020-11-28,50
Imperial,2020-12-05,61
Imperial,2020-12-12,104
Imperial,2020-12-19,77
Imperial,2020-12-26,88
Imperial,2021-01-02,87
Imperial,2021-01-09,68
Imperial,2021-01-16,37
Imperial,2021-01-23,40
Imperial,2021-01-30,22
Imperial,2021-02-06,13
Imperial,2021-02-13,12
Imperial,2021-02-20,13
Imperial,2021-02-27,8
Imperial,2021-03-06,7
Imperial,2021-03-13,5
Imperial,2021-03-20,0
Imperial,2021-03-27,0
Imperial,2021-04-03,4
Imperial,2021-04-10,13
Imperial,2021-04-17,14
Imperial,2021-04-24,0
Imperial,2021-05-01,4
Imperial,2021-05-08,0
Imperial,2021-05-15,4
Imperial,2021-05-22,0
Imperial,2021-05-29,0
Imperial,2021-06-05,0
Imperial,2021-06-12,4
Imperial,2021-06-19,0
Imperial,2021-06-26,10
Imperial,2021-07-03,4
Imperial,2021-07-10,6
Imperial,2021-07-17,45
Imperial,2021-07-24,4
Imperial,2021-07-31,11
Imperial,2021-08-07,19
Imperial,2021-08-14,18
Imperial,2021-08-21,15
Imperial,2021-08-28,20
Imperial,2021-09-04,11
Imperial,2021-09-11,11
Imperial,2021-09-18,14
Imperial,2021-09-25,13
Imperial,2021-10-02,0
Imperial,2021-10-09,14
Imperial,2021-10-16,16
Imperial,2021-10-23,19
Imperial,2021-10-30,27
Imperial,2021-11-06,11
Imperial,2021-11-13,19
Imperial,2021-11-20,40
Imperial,2021-11-27,41
Imperial,2021-12-04,37
Imperial,2021-12-11,32
Imperial,2021-12-18,22
Imperial,2021-12-25,38
Imperial,2022-01-01,51
Imperial,2022-01-08,70
Imperial,2022-01-15,69
Imperial,2022-01-22,75
Imperial,2022-01-29,61
Imperial,2022-02-05,27
Imperial,2022-02-12,27
Imperial,2022-02-19,17
Imperial,2022-02-26,11
Imperial,2022-03-05,4
Imperial,2022-03-12,0
Imperial,2022-03-19,0
Imperial,2022-03-26,0
Imperial,2022-04-02,0
Imperial,2022-04-09,0
Imperial,2022-04-16,0
Imperial,2022-04-23,0
Imperial,2022-04-30,0
Imperial,2022-05-07,0
Imperial,2022-05-14,0
Imperial,2022-05-21,0
Imperial,2022-05-28,0
Imperial,2022-06-04,4
Imperial,2022-06-11,4
Imperial,2022-06-18,0
Imperial,2022-06-25,0
Imperial,2022-07-02,14
Imperial,2022-07-09,17
Imperial,2022-07-16,31
Imperial,2022-07-23,14
Imperial,2022-07-30,14
Imperial,2022-08-06,7
Imperial,2022-08-13,19
Imperial,2022-08-20,11
Imperial,2022-08-27,15
Imperial,2022-09-03,16
Imperial,2022-09-10,5
Imperial,2022-09-17,0
Imperial,2022-09-24,0
Imperial,2022-10-01,5
Imperial,2022-10-08,0
Imperial,2022-10-15,0
Imperial,2022-10-22,4
Imperial,2022-10-29,0
Imperial,2022-11-05,0
Imperial,2022-11-12,0
Imperial,2022-11-19,0
Imperial,2022-11-26,14
Imperial,2022-12-03,24
Imperial,2022-12-10,22
Imperial,2022-12-17,20
Imperial,2022-12-24,62
Imperial,2022-12-31,50
Imperial,2023-01-07,35
Imperial,2023-01-14,61
Imperial,2023-01-21,96
Imperial,2023-01-28,87
Imperial,2023-02-04,50
Imperial,2023-02-11,73
Imperial,2023-02-18,73
Imperial,2023-02-25,47
Imperial,2023-03-04,47
Imperial,2023-03-11,50
Imperial,2023-03-18,52
Imperial,2023-03-25,73
Imperial,2023-04-01,52
Imperial,2023-04-08,48
Imperial,2023-04-15,33
Imperial,2023-04-22,42
Imperial,2023-04-29,20
Imperial,2023-05-06,0
Imperial,2023-05-13,0
Imperial,2023-05-20,6
Imperial,2023-05-27,0
Imperial,2023-06-03,0
Imperial,2023-06-10,0
Imperial,2023-06-17,0
Imperial,2023-06-24,0
Imperial,2023-07-01,0
Imperial,2023-07-08,0
Imperial,2023-07-15,0
Imperial,2023-07-22,0
Imperial,2023-07-29,0
Imperial,2023-08-05,0
Imperial,2023-08-12,0
Imperial,2023-08-19,0
Imperial,2023-08-26,0
Imperial,2023-09-02,0
Imperial,2023-09-09,0
Imperial,2023-09-16,4
Imperial,2023-09-23,4
Imperial,2023-09-30,11
Imperial,2023-10-07,5
Imperial,2023-10-14,0
Imperial,2023-10-21,0
Imperial,2023-10-28,0
Imperial,2023-11-04,5
Imperial,2023-11-11,0
Imperial,2023-11-18,0
Imperial,2023-11-25,4
Imperial,2023-12-02,0
Imperial,2023-12-09,7
Imperial,2023-12-16,6
Imperial,2023-12-23,0
Imperial,2023-12-30,8
Imperial,2024-01-06,0
Imperial,2024-01-13,10
Imperial,2024-01-20,7
Imperial,2024-01-27,0
Imperial,2024-02-03,0
Imperial,2024-02-10,4
Imperial,2024-02-17,0
Imperial,2024-02-24,0
Imperial,2024-03-02,0
Imperial,2024-03-09,0
Imperial,2024-03-16,0
Imperial,2024-03-23,0
Imperial,2024-03-30,0
Imperial,2024-04-06,0
Imperial,2024-04-13,0
Imperial,2024-04-20,0
Inyo,2020-03-28,0
Inyo,2020-04-04,0
Inyo,2020-04-11,0
Inyo,2020-04-18,0
Inyo,2020-04-25,0
Inyo,2020-05-02,0
Inyo,2020-05-09,0
Inyo,2020-05-16,0
Inyo,2020-05-23,0
Inyo,2020-05-30,0
Inyo,2020-06-06,0
Inyo,2020-06-13,0
Inyo,2020-06-20,0
Inyo,2020-06-27,0
Inyo,2020-07-04,0
Inyo,2020-07-11,0
Inyo,2020-07-18,5
Inyo,2020-07-25,57
Inyo,2020-08-01,0
Inyo,2020-08-08,0
Inyo,2020-08-15,0
Inyo,2020-08-22,0
Inyo,2020-08-29,0
Inyo,2020-09-05,0
Inyo,2020-09-12,0
Inyo,2020-09-19,0
Inyo,2020-09-26,0
Inyo,2020-10-03,0
Inyo,2020-10-10,0
Inyo,2020-10-17,0
Inyo,2020-10-24,0
Inyo,2020-10-31,0
Inyo,2020-11-07,0
Inyo,2020-11-14,0
Inyo,2020-11-21,0
Inyo,2020-11-28,0
Inyo,2020-12-05,10
Inyo,2020-12-12,8
Inyo,2020-12-19,5
Inyo,2020-12-26,7
Inyo,2021-01-02,5
Inyo,2021-01-09,0
Inyo,2021-01-16,7
Inyo,2021-01-23,4
Inyo,2021-01-30,4
Inyo,2021-02-06,0
Inyo,2021-02-13,0
Inyo,2021-02-20,0
Inyo,2021-02-27,4
Inyo,2021-03-06,5
Inyo,2021-03-13,0
Inyo,2021-03-20,0
Inyo,2021-03-27,0
Inyo,2021-04-03,0
Inyo,2021-04-10,0
Inyo,2021-04-17,0
Inyo,2021-04-24,0
Inyo,2021-05-01,0
Inyo,2021-05-08,0
Inyo,2021-05-15,0
Inyo,2021-05-22,0
Inyo,2021-05-29,0
Inyo,2021-06-05,0
Inyo,2021-06-12,0
Inyo,2021-06-19,0
Inyo,2021-06-26,0
Inyo,2021-07-03,0
Inyo,2021-07-10,0
Inyo,2021-07-17,0
Inyo,2021-07-24,0
Inyo,2021-07-31,0
Inyo,2021-08-07,0
Inyo,2021-08-14,0
Inyo,2021-08-21,0
Inyo,2021-08-28,0
Inyo,2021-09-04,5
Inyo,2021-09-11,0
Inyo,2021-09-18,0
Inyo,2021-09-25,0
Inyo,2021-10-02,0
Inyo,2021-10-09,6
Inyo,2021-10-16,10
Inyo,2021-10-23,4
Inyo,2021-10-30,5
Inyo,2021-11-06,5
Inyo,2021-11-13,0
Inyo,2021-11-20,0
Inyo,2021-11-27,4
Inyo,2021-12-04,5
Inyo,2021-12-11,0
Inyo,2021-12-18,0
Inyo,2021-12-25,4
Inyo,2022-01-01,4
Inyo,2022-01-08,0
Inyo,2022-01-15,6
Inyo,2022-01-22,7
Inyo,2022-01-29,5
Inyo,2022-02-05,7
Inyo,2022-02-12,0
Inyo,2022-02-19,0
Inyo,2022-02-26,0
Inyo,2022-03-05,0
Inyo,2022-03-12,0
Inyo,2022-03-19,0
Inyo,2022-03-26,0
Inyo,2022-04-02,0
Inyo,2022-04-09,0
Inyo,2022-04-16,0
Inyo,2022-04-23,0
Inyo,2022-04-30,0
Inyo,2022-05-07,0
Inyo,2022-05-14,0
Inyo,2022-05-21,0
Inyo,2022-05-28,0
Inyo,2022-06-04,0
Inyo,2022-06-11,0
Inyo,2022-06-18,0
Inyo,2022-06-25,6
Inyo,2022-07-02,0
Inyo,2022-07-09,0
Inyo,2022-07-16,0
Inyo,2022-07-23,0
Inyo,2022-07-30,0
Inyo,2022-08-06,0
Inyo,2022-08-13,0
Inyo,2022-08-20,0
Inyo,2022-08-27,0
Inyo,2022-09-03,0
Inyo,2022-09-10,0
Inyo,2022-09-17,0
Inyo,2022-09-24,0
Inyo,2022-10-01,0
Inyo,2022-10-08,0
Inyo,2022-10-15,0
Inyo,2022-10-22,0
Inyo,2022-10-29,0
Inyo,2022-11-05,0
Inyo,2022-11-12,0
Inyo,2022-11-19,0
Inyo,2022-11-26,0
Inyo,2022-12-03,0
Inyo,2022-12-10,0
Inyo,2022-12-17,0
Inyo,2022-12-24,0
Inyo,2022-12-31,4
Inyo,2023-01-07,0
Inyo,2023-01-14,0
Inyo,2023-01-21,0
Inyo,2023-01-28,0
Inyo,2023-02-04,0
Inyo,2023-02-11,0
Inyo,2023-02-18,0
Inyo,2023-02-25,0
Inyo,2023-03-04,0
Inyo,2023-03-11,0
Inyo,2023-03-18,0
Inyo,2023-03-25,0
Inyo,2023-04-01,0
Inyo,2023-04-08,0
Inyo,2023-04-15,0
Inyo,2023-04-22,0
Inyo,2023-04-29,0
Inyo,2023-05-06,0
Inyo,2023-05-13,0
Inyo,2023-05-20,0
Inyo,2023-05-27,0
Inyo,2023-06-03,0
Inyo,2023-06-10,0
Inyo,2023-06-17,0
Inyo,2023-06-24,0
Inyo,2023-07-01,0
Inyo,2023-07-08,0
Inyo,2023-07-15,0
Inyo,2023-07-22,0
Inyo,2023-07-29,0
Inyo,2023-08-05,0
Inyo,2023-08-12,0
Inyo,2023-08-19,0
Inyo,2023-08-26,0
Inyo,2023-09-02,0
Inyo,2023-09-09,0
Inyo,2023-09-16,0
Inyo,2023-09-23,0
Inyo,2023-09-30,0
Inyo,2023-10-07,0
Inyo,2023-10-14,0
Inyo,2023-10-21,0
Inyo,2023-10-28,0
Inyo,2023-11-04,0
Inyo,2023-11-11,0
Inyo,2023-11-18,0
Inyo,2023-11-25,0
Inyo,2023-12-02,0
Inyo,2023-12-09,5
Inyo,2023-12-16,0
Inyo,2023-12-23,0
Inyo,2023-12-30,0
Inyo,2024-01-06,0
Inyo,2024-01-13,0
Inyo,2024-01-20,0
Inyo,2024-01-27,0
Inyo,2024-02-03,4
Inyo,2024-02-10,0
Inyo,2024-02-17,0
Inyo,2024-02-24,0
Inyo,2024-03-02,0
Inyo,2024-03-09,0
Inyo,2024-03-16,0
Inyo,2024-03-23,0
Inyo,2024-03-30,0
Inyo,2024-04-06,0
Inyo,2024-04-13,0
Inyo,2024-04-20,0
Kern,2020-03-28,0
Kern,2020-04-04,0
Kern,2020-04-11,0
Kern,2020-04-18,0
Kern,2020-04-25,0
Kern,2020-05-02,0
Kern,2020-05-09,0
Kern,2020-05-16,0
Kern,2020-05-23,0
Kern,2020-05-30,0
Kern,2020-06-06,0
Kern,2020-06-13,0
Kern,2020-06-20,0
Kern,2020-06-27,0
Kern,2020-07-04,0
Kern,2020-07-11,45
Kern,2020-07-18,98
Kern,2020-07-25,197
Kern,2020-08-01,132
Kern,2020-08-08,114
Kern,2020-08-15,108
Kern,2020-08-22,86
Kern,2020-08-29,57
Kern,2020-09-05,47
Kern,2020-09-12,60
Kern,2020-09-19,40
Kern,2020-09-26,59
Kern,2020-10-03,44
Kern,2020-10-10,57
Kern,2020-10-17,36
Kern,2020-10-24,38
Kern,2020-10-31,51
Kern,2020-11-07,63
Kern,2020-11-14,98
Kern,2020-11-21,148
Kern,2020-11-28,158
Kern,2020-12-05,214
Kern,2020-12-12,265
Kern,2020-12-19,283
Kern,2020-12-26,375
Kern,2021-01-02,385
Kern,2021-01-09,330
Kern,2021-01-16,328
Kern,2021-01-23,269
Kern,2021-01-30,209
Kern,2021-02-06,219
Kern,2021-02-13,145
Kern,2021-02-20,119
Kern,2021-02-27,69
Kern,2021-03-06,72
Kern,2021-03-13,97
Kern,2021-03-20,43
Kern,2021-03-27,37
Kern,2021-04-03,24
Kern,2021-04-10,35
Kern,2021-04-17,26
Kern,2021-04-24,28
Kern,2021-05-01,37
Kern,2021-05-08,32
Kern,2021-05-15,14
Kern,2021-05-22,29
Kern,2021-05-29,11
Kern,2021-06-05,17
Kern,2021-06-12,16
Kern,2021-06-19,10
Kern,2021-06-26,19
Kern,2021-07-03,23
Kern,2021-07-10,26
Kern,2021-07-17,68
Kern,2021-07-24,85
Kern,2021-07-31,132
Kern,2021-08-07,168
Kern,2021-08-14,212
Kern,2021-08-21,245
Kern,2021-08-28,274
Kern,2021-09-04,237
Kern,2021-09-11,254
Kern,2021-09-18,184
Kern,2021-09-25,140
Kern,2021-10-02,128
Kern,2021-10-09,139
Kern,2021-10-16,129
Kern,2021-10-23,149
Kern,2021-10-30,161
Kern,2021-11-06,153
Kern,2021-11-13,119
Kern,2021-11-20,94
Kern,2021-11-27,91
Kern,2021-12-04,68
Kern,2021-12-11,99
Kern,2021-12-18,54
Kern,2021-12-25,106
Kern,2022-01-01,221
Kern,2022-01-08,308
Kern,2022-01-15,386
Kern,2022-01-22,356
Kern,2022-01-29,277
Kern,2022-02-05,192
Kern,2022-02-12,115
Kern,2022-02-19,82
Kern,2022-02-26,61
Kern,2022-03-05,49
Kern,2022-03-12,35
Kern,2022-03-19,34
Kern,2022-03-26,25
Kern,2022-04-02,17
Kern,2022-04-09,11
Kern,2022-04-16,15
Kern,2022-04-23,17
Kern,2022-04-30,25
Kern,2022-05-07,22
Kern,2022-05-14,38
Kern,2022-05-21,51
Kern,2022-05-28,54
Kern,2022-06-04,48
Kern,2022-06-11,57
Kern,2022-06-18,77
Kern,2022-06-25,80
Kern,2022-07-02,116
Kern,2022-07-09,115
Kern,2022-07-16,129
Kern,2022-07-23,123
Kern,2022-07-30,99
Kern,2022-08-06,98
Kern,2022-08-13,88
Kern,2022-08-20,86
Kern,2022-08-27,86
Kern,2022-09-03,80
Kern,2022-09-10,66
Kern,2022-09-17,50
Kern,2022-09-24,37
Kern,2022-10-01,32
Kern,2022-10-08,44
Kern,2022-10-15,36
Kern,2022-10-22,31
Kern,2022-10-29,34
Kern,2022-11-05,49
Kern,2022-11-12,32
Kern,2022-11-19,53
Kern,2022-11-26,66
Kern,2022-12-03,67
Kern,2022-12-10,67
Kern,2022-12-17,75
Kern,2022-12-24,70
Kern,2022-12-31,81
Kern,2023-01-07,80
Kern,2023-01-14,56
Kern,2023-01-21,50
Kern,2023-01-28,50
Kern,2023-02-04,56
Kern,2023-02-11,55
Kern,2023-02-18,54
Kern,2023-02-25,53
Kern,2023-03-04,41
Kern,2023-03-11,55
Kern,2023-03-18,28
Kern,2023-03-25,36
Kern,2023-04-01,14
Kern,2023-04-08,17
Kern,2023-04-15,0
Kern,2023-04-22,6
Kern,2023-04-29,4
Kern,2023-05-06,4
Kern,2023-05-13,0
Kern,2023-05-20,0
Kern,2023-05-27,0
Kern,2023-06-03,5
Kern,2023-06-10,5
Kern,2023-06-17,0
Kern,2023-06-24,0
Kern,2023-07-01,5
Kern,2023-07-08,4
Kern,2023-07-15,4
Kern,2023-07-22,9
Kern,2023-07-29,0
Kern,2023-08-05,22
Kern,2023-08-12,23
Kern,2023-08-19,33
Kern,2023-08-26,23
Kern,2023-09-02,55
Kern,2023-09-09,69
Kern,2023-09-16,47
Kern,2023-09-23,13
Kern,2023-09-30,12
Kern,2023-10-07,9
Kern,2023-10-14,13
Kern,2023-10-21,10
Kern,2023-10-28,0
Kern,2023-11-04,19
Kern,2023-11-11,19
Kern,2023-11-18,11
Kern,2023-11-25,15
Kern,2023-12-02,13
Kern,2023-12-09,25
Kern,2023-12-16,25
Kern,2023-12-23,34
Kern,2023-12-30,51
Kern,2024-01-06,42
Kern,2024-01-13,32
Kern,2024-01-20,16
Kern,2024-01-27,21
Kern,2024-02-03,31
Kern,2024-02-10,13
Kern,2024-02-17,9
Kern,2024-02-24,14
Kern,2024-03-02,7
Kern,2024-03-09,9
Kern,2024-03-16,12
Kern,2024-03-23,4
Kern,2024-03-30,8
Kern,2024-04-06,4
Kern,2024-04-13,0
Kern,2024-04-20,7
Kings,2020-03-28,0
Kings,2020-04-04,0
Kings,2020-04-11,0
Kings,2020-04-18,0
Kings,2020-04-25,0
Kings,2020-05-02,0
Kings,2020-05-09,0
Kings,2020-05-16,0
Kings,2020-05-23,0
Kings,2020-05-30,0
Kings,2020-06-06,0
Kings,2020-06-13,0
Kings,2020-06-20,0
Kings,2020-06-27,0
Kings,2020-07-04,0
Kings,2020-07-11,23
Kings,2020-07-18,20
Kings,2020-07-25,12
Kings,2020-08-01,24
Kings,2020-08-08,15
Kings,2020-08-15,17
Kings,2020-08-22,14
Kings,2020-08-29,17
Kings,2020-09-05,11
Kings,2020-09-12,11
Kings,2020-09-19,15
Kings,2020-09-26,17
Kings,2020-10-03,13
Kings,2020-10-10,15
Kings,2020-10-17,12
Kings,2020-10-24,11
Kings,2020-10-31,14
Kings,2020-11-07,19
Kings,2020-11-14,22
Kings,2020-11-21,26
Kings,2020-11-28,24
Kings,2020-12-05,33
Kings,2020-12-12,40
Kings,2020-12-19,43
Kings,2020-12-26,45
Kings,2021-01-02,46
Kings,2021-01-09,54
Kings,2021-01-16,47
Kings,2021-01-23,45
Kings,2021-01-30,25
Kings,2021-02-06,32
Kings,2021-02-13,23
Kings,2021-02-20,18
Kings,2021-02-27,19
Kings,2021-03-06,10
Kings,2021-03-13,15
Kings,2021-03-20,12
Kings,2021-03-27,12
Kings,2021-04-03,8
Kings,2021-04-10,6
Kings,2021-04-17,8
Kings,2021-04-24,7
Kings,2021-05-01,9
Kings,2021-05-08,6
Kings,2021-05-15,6
Kings,2021-05-22,9
Kings,2021-05-29,5
Kings,2021-06-05,7
Kings,2021-06-12,0
Kings,2021-06-19,0
Kings,2021-06-26,7
Kings,2021-07-03,6
Kings,2021-07-10,7
Kings,2021-07-17,21
Kings,2021-07-24,20
Kings,2021-07-31,29
Kings,2021-08-07,36
Kings,2021-08-14,44
Kings,2021-08-21,42
Kings,2021-08-28,63
Kings,2021-09-04,66
Kings,2021-09-11,44
Kings,2021-09-18,53
Kings,2021-09-25,39
Kings,2021-10-02,49
Kings,2021-10-09,32
Kings,2021-10-16,28
Kings,2021-10-23,31
Kings,2021-10-30,27
Kings,2021-11-06,35
Kings,2021-11-13,22
Kings,2021-11-20,24
Kings,2021-11-27,13
Kings,2021-12-04,18
Kings,2021-12-11,21
Kings,2021-12-18,11
Kings,2021-12-25,17
Kings,2022-01-01,31
Kings,2022-01-08,57
Kings,2022-01-15,50
Kings,2022-01-22,51
Kings,2022-01-29,53
Kings,2022-02-05,59
Kings,2022-02-12,36
Kings,2022-02-19,31
Kings,2022-02-26,25
Kings,2022-03-05,21
Kings,2022-03-12,12
Kings,2022-03-19,9
Kings,2022-03-26,10
Kings,2022-04-02,8
Kings,2022-04-09,4
Kings,2022-04-16,5
Kings,2022-04-23,5
Kings,2022-04-30,4
Kings,2022-05-07,6
Kings,2022-05-14,4
Kings,2022-05-21,6
Kings,2022-05-28,8
Kings,2022-06-04,12
Kings,2022-06-11,11
Kings,2022-06-18,34
Kings,2022-06-25,18
Kings,2022-07-02,26
Kings,2022-07-09,23
Kings,2022-07-16,30
Kings,2022-07-23,26
Kings,2022-07-30,31
Kings,2022-08-06,27
Kings,2022-08-13,17
Kings,2022-08-20,17
Kings,2022-08-27,11
Kings,2022-09-03,10
Kings,2022-09-10,9
Kings,2022-09-17,7
Kings,2022-09-24,11
Kings,2022-10-01,9
Kings,2022-10-08,7
Kings,2022-10-15,9
Kings,2022-10-22,7
Kings,2022-10-29,8
Kings,2022-11-05,13
Kings,2022-11-12,12
Kings,2022-11-19,12
Kings,2022-11-26,18
Kings,2022-12-03,9
Kings,2022-12-10,17
Kings,2022-12-17,15
Kings,2022-12-24,12
Kings,2022-12-31,13
Kings,2023-01-07,8
Kings,2023-01-14,9
Kings,2023-01-21,15
Kings,2023-01-28,11
Kings,2023-02-04,10
Kings,2023-02-11,6
Kings,2023-02-18,0
Kings,2023-02-25,12
Kings,2023-03-04,8
Kings,2023-03-11,5
Kings,2023-03-18,4
Kings,2023-03-25,4
Kings,2023-04-01,5
Kings,2023-04-08,0
Kings,2023-04-15,4
Kings,2023-04-22,4
Kings,2023-04-29,4
Kings,2023-05-06,0
Kings,2023-05-13,0
Kings,2023-05-20,0
Kings,2023-05-27,0
Kings,2023-06-03,0
Kings,2023-06-10,0
Kings,2023-06-17,0
Kings,2023-06-24,4
Kings,2023-07-01,7
Kings,2023-07-08,4
Kings,2023-07-15,4
Kings,2023-07-22,0
Kings,2023-07-29,5
Kings,2023-08-05,0
Kings,2023-08-12,7
Kings,2023-08-19,7
Kings,2023-08-26,6
Kings,2023-09-02,0
Kings,2023-09-09,7
Kings,2023-09-16,15
Kings,2023-09-23,8
Kings,2023-09-30,7
Kings,2023-10-07,4
Kings,2023-10-14,0
Kings,2023-10-21,5
Kings,2023-10-28,0
Kings,2023-11-04,5
Kings,2023-11-11,0
Kings,2023-11-18,5
Kings,2023-11-25,6
Kings,2023-12-02,8
Kings,2023-12-09,0
Kings,2023-12-16,8
Kings,2023-12-23,9
Kings,2023-12-30,8
Kings,2024-01-06,10
Kings,2024-01-13,8
Kings,2024-01-20,5
Kings,2024-01-27,6
Kings,2024-02-03,6
Kings,2024-02-10,5
Kings,2024-02-17,5
Kings,2024-02-24,0
Kings,2024-03-02,4
Kings,2024-03-09,0
Kings,2024-03-16,0
Kings,2024-03-23,0
Kings,2024-03-30,0
Kings,2024-04-06,0
Kings,2024-04-13,0
