geo_value,time_value,value
co,2023-01-28,0.5
ct,2023-01-28,0.33
dc,2023-01-28,0.43
de,2023-01-28,0.29
fl,2023-01-28,1.36
ga,2023-01-28,0.55
hi,2023-01-28,1.44
ia,2023-01-28,0.77
id,2023-01-28,0.31
il,2023-01-28,0.31
in,2023-01-28,0.4
ks,2023-01-28,0.47
ky,2023-01-28,0.29
la,2023-01-28,0.55
ma,2023-01-28,0.52
md,2023-01-28,0.36
me,2023-01-28,0.32
mi,2023-01-28,0.6
mn,2023-01-28,0.35
ms,2023-01-28,0.68
mt,2023-01-28,0.67
nc,2023-01-28,0.81
nd,2023-01-28,1.43
ne,2023-01-28,0.47
nh,2023-01-28,0.78
nj,2023-01-28,0.38
nm,2023-01-28,0.56
nv,2023-01-28,0.31
ny,2023-01-28,0.33
oh,2023-01-28,0.35
ok,2023-01-28,0.41
or,2023-01-28,0.22
pa,2023-01-28,0.34
ri,2023-01-28,0.47
sc,2023-01-28,0.71
sd,2023-01-28,0.6
tn,2023-01-28,0.39
tx,2023-01-28,0.73
ut,2023-01-28,0.51
va,2023-01-28,0.52
vt,2023-01-28,0.57
wa,2023-01-28,0.3
wi,2023-01-28,0.36
wv,2023-01-28,0.4
wy,2023-01-28,0.32
ak,2023-02-04,0.55
al,2023-02-04,0.43
ar,2023-02-04,0.65
az,2023-02-04,0.38
ca,2023-02-04,0.25
co,2023-02-04,0.48
ct,2023-02-04,0.29
dc,2023-02-04,0.22
de,2023-02-04,0.13
fl,2023-02-04,1.17
ga,2023-02-04,0.48
hi,2023-02-04,1.34
ia,2023-02-04,0.47
id,2023-02-04,0.32
il,2023-02-04,0.23
in,2023-02-04,0.27
ks,2023-02-04,0.34
ky,2023-02-04,0.26
la,2023-02-04,0.55
ma,2023-02-04,0.38
md,2023-02-04,0.33
me,2023-02-04,0.28
mi,2023-02-04,0.47
mn,2023-02-04,0.28
ms,2023-02-04,0.71
mt,2023-02-04,0.49
nc,2023-02-04,0.91
nd,2023-02-04,0.96
ne,2023-02-04,0.2
nh,2023-02-04,0.26
nj,2023-02-04,0.36
nm,2023-02-04,0.28
nv,2023-02-04,0.28
ny,2023-02-04,0.23
oh,2023-02-04,0.28
ok,2023-02-04,0.29
or,2023-02-04,0.15
pa,2023-02-04,0.22
ri,2023-02-04,0.23
sc,2023-02-04,0.65
sd,2023-02-04,0.45
tn,2023-02-04,0.41
tx,2023-02-04,0.67
ut,2023-02-04,0.42
va,2023-02-04,0.46
vt,2023-02-04,0.2
wa,2023-02-04,0.21
wi,2023-02-04,0.29
wv,2023-02-04,0.28
wy,2023-02-04,0.43
ak,2023-02-11,0.58
al,2023-02-11,0.53
ar,2023-02-11,0.5
az,2023-02-11,0.37
ca,2023-02-11,0.17
co,2023-02-11,0.29
ct,2023-02-11,0.23
dc,2023-02-11,0.31
de,2023-02-11,0.2
fl,2023-02-11,0.94
ga,2023-02-11,0.31
hi,2023-02-11,0.95
ia,2023-02-11,0.43
id,2023-02-11,0.29
il,2023-02-11,0.26
in,2023-02-11,0.29
ks,2023-02-11,0.26
ky,2023-02-11,0.3
la,2023-02-11,0.47
ma,2023-02-11,0.34
md,2023-02-11,0.21
me,2023-02-11,0.16
mi,2023-02-11,0.36
mn,2023-02-11,0.3
ms,2023-02-11,0.56
mt,2023-02-11,0.44
nc,2023-02-11,0.96
nd,2023-02-11,0.79
ne,2023-02-11,0.25
nh,2023-02-11,0.24
nj,2023-02-11,0.35
nm,2023-02-11,0.29
nv,2023-02-11,0.24
ny,2023-02-11,0.23
oh,2023-02-11,0.26
ok,2023-02-11,0.2
or,2023-02-11,0.11
pa,2023-02-11,0.21
ri,2023-02-11,0.29
sc,2023-02-11,0.62
sd,2023-02-11,0.36
tn,2023-02-11,0.39
tx,2023-02-11,0.57
ut,2023-02-11,0.33
va,2023-02-11,0.44
vt,2023-02-11,0.14
wa,2023-02-11,0.17
wi,2023-02-11,0.24
wv,2023-02-11,0.3
wy,2023-02-11,0.2
ak,2023-02-18,0.47
al,2023-02-18,0.53
ar,2023-02-18,0.46
az,2023-02-18,0.36
ca,2023-02-18,0.18
co,2023-02-18,0.25
ct,2023-02-18,0.25
dc,2023-02-18,0.19
de,2023-02-18,0.11
fl,2023-02-18,0.81
ga,2023-02-18,0.29
hi,2023-02-18,0.79
ia,2023-02-18,0.32
id,2023-02-18,0.21
il,2023-02-18,0.19
in,2023-02-18,0.27
ks,2023-02-18,0.2
ky,2023-02-18,0.25
la,2023-02-18,0.43
ma,2023-02-18,0.28
md,2023-02-18,0.19
me,2023-02-18,0.14
mi,2023-02-18,0.28
mn,2023-02-18,0.21
ms,2023-02-18,0.59
mt,2023-02-18,0.46
nc,2023-02-18,0.81
nd,2023-02-18,0.63
ne,2023-02-18,0.18
nh,2023-02-18,0.23
nj,2023-02-18,0.3
nm,2023-02-18,0.23
nv,2023-02-18,0.26
ny,2023-02-18,0.22
oh,2023-02-18,0.22
ok,2023-02-18,0.15
or,2023-02-18,0.1
pa,2023-02-18,0.21
ri,2023-02-18,0.25
sc,2023-02-18,0.55
sd,2023-02-18,0.42
tn,2023-02-18,0.38
tx,2023-02-18,0.52
ut,2023-02-18,0.31
va,2023-02-18,0.42
vt,2023-02-18,0.26
wa,2023-02-18,0.14
wi,2023-02-18,0.16
wv,2023-02-18,0.23
wy,2023-02-18,0.26
ak,2023-02-25,0.57
al,2023-02-25,0.46
ar,2023-02-25,0.52
az,2023-02-25,0.37
ca,2023-02-25,0.16
co,2023-02-25,0.22
ct,2023-02-25,0.21
dc,2023-02-25,0.29
de,2023-02-25,0.11
fl,2023-02-25,0.73
ga,2023-02-25,0.36
hi,2023-02-25,1.11
ia,2023-02-25,0.24
id,2023-02-25,0.26
il,2023-02-25,0.2
in,2023-02-25,0.22
ks,2023-02-25,0.17
ky,2023-02-25,0.21
la,2023-02-25,0.38
ma,2023-02-25,0.26
md,2023-02-25,0.22
me,2023-02-25,0.15
mi,2023-02-25,0.25
mn,2023-02-25,0.31
ms,2023-02-25,0.42
mt,2023-02-25,0.43
nc,2023-02-25,0.7
nd,2023-02-25,0.58
ne,2023-02-25,0.18
nh,2023-02-25,0.17
nj,2023-02-25,0.33
nm,2023-02-25,0.25
nv,2023-02-25,0.24
ny,2023-02-25,0.2
oh,2023-02-25,0.19
ok,2023-02-25,0.1
or,2023-02-25,0.09
pa,2023-02-25,0.17
ri,2023-02-25,0.19
sc,2023-02-25,0.5
sd,2023-02-25,0.41
tn,2023-02-25,0.37
tx,2023-02-25,0.52
ut,2023-02-25,0.28
va,2023-02-25,0.43
vt,2023-02-25,0.34
wa,2023-02-25,0.13
wi,2023-02-25,0.12
wv,2023-02-25,0.24
wy,2023-02-25,0.28
ak,2023-03-04,0.45
al,2023-03-04,0.33
ar,2023-03-04,0.39
az,2023-03-04,0.33
ca,2023-03-04,0.16
co,2023-03-04,0.23
ct,2023-03-04,0.18
dc,2023-03-04,0.33
de,2023-03-04,0.14
fl,2023-03-04,0.65
ga,2023-03-04,0.39
hi,2023-03-04,0.48
ia,2023-03-04,0.34
id,2023-03-04,0.13
il,2023-03-04,0.18
in,2023-03-04,0.23
ks,2023-03-04,0.25
ky,2023-03-04,0.21
la,2023-03-04,0.29
ma,2023-03-04,0.19
md,2023-03-04,0.19
me,2023-03-04,0.1
mi,2023-03-04,0.18
mn,2023-03-04,0.21
ms,2023-03-04,0.53
mt,2023-03-04,0.26
nc,2023-03-04,0.6
nd,2023-03-04,0.37
ne,2023-03-04,0.11
nh,2023-03-04,0.12
nj,2023-03-04,0.29
nm,2023-03-04,0.36
nv,2023-03-04,0.25
ny,2023-03-04,0.19
oh,2023-03-04,0.2
ok,2023-03-04,0.1
or,2023-03-04,0.13
pa,2023-03-04,0.14
ri,2023-03-04,0.15
sc,2023-03-04,0.36
sd,2023-03-04,0.35
tn,2023-03-04,0.31
tx,2023-03-04,0.45
ut,2023-03-04,0.34
va,2023-03-04,0.35
vt,2023-03-04,0.37
wa,2023-03-04,0.18
wi,2023-03-04,0.1
wv,2023-03-04,0.25
wy,2023-03-04,0.23
ak,2023-03-11,0.43
al,2023-03-11,0.28
ar,2023-03-11,0.37
az,2023-03-11,0.39
ca,2023-03-11,0.14
co,2023-03-11,0.19
ct,2023-03-11,0.23
dc,2023-03-11,0.2
de,2023-03-11,0.05
fl,2023-03-11,0.61
ga,2023-03-11,0.34
hi,2023-03-11,0.52
ia,2023-03-11,0.27
id,2023-03-11,0.19
il,2023-03-11,0.17
in,2023-03-11,0.16
ks,2023-03-11,0.2
ky,2023-03-11,0.21
la,2023-03-11,0.24
ma,2023-03-11,0.21
md,2023-03-11,0.23
me,2023-03-11,0.14
mi,2023-03-11,0.16
mn,2023-03-11,0.21
ms,2023-03-11,0.5
mt,2023-03-11,0.24
nc,2023-03-11,0.49
nd,2023-03-11,0.31
ne,2023-03-11,0.15
nh,2023-03-11,0.16
nj,2023-03-11,0.28
nm,2023-03-11,0.31
nv,2023-03-11,0.24
ny,2023-03-11,0.21
oh,2023-03-11,0.16
ok,2023-03-11,0.1
or,2023-03-11,0.15
pa,2023-03-11,0.16
ri,2023-03-11,0.09
sc,2023-03-11,0.29
sd,2023-03-11,0.38
tn,2023-03-11,0.32
tx,2023-03-11,0.41
ut,2023-03-11,0.34
va,2023-03-11,0.31
vt,2023-03-11,0.26
wa,2023-03-11,0.14
wi,2023-03-11,0.12
wv,2023-03-11,0.14
wy,2023-03-11,0.13
ak,2023-03-18,0.26
al,2023-03-18,0.35
ar,2023-03-18,0.39
az,2023-03-18,0.31
ca,2023-03-18,0.13
co,2023-03-18,0.2
ct,2023-03-18,0.18
dc,2023-03-18,0.24
de,2023-03-18,0.06
fl,2023-03-18,0.57
ga,2023-03-18,0.43
hi,2023-03-18,0.57
ia,2023-03-18,0.24
id,2023-03-18,0.17
il,2023-03-18,0.17
in,2023-03-18,0.23
ks,2023-03-18,0.12
ky,2023-03-18,0.23
la,2023-03-18,0.24
ma,2023-03-18,0.22
md,2023-03-18,0.18
me,2023-03-18,0.12
mi,2023-03-18,0.17
mn,2023-03-18,0.11
ms,2023-03-18,0.46
mt,2023-03-18,0.14
nc,2023-03-18,0.6
nd,2023-03-18,0.25
ne,2023-03-18,0.08
nh,2023-03-18,0.17
nj,2023-03-18,0.42
nm,2023-03-18,0.35
nv,2023-03-18,0.12
ny,2023-03-18,0.25
oh,2023-03-18,0.19
ok,2023-03-18,0.12
or,2023-03-18,0.1
pa,2023-03-18,0.14
ri,2023-03-18,0.11
sc,2023-03-18,0.29
sd,2023-03-18,0.18
tn,2023-03-18,0.26
tx,2023-03-18,0.36
ut,2023-03-18,0.21
va,2023-03-18,0.33
vt,2023-03-18,0.19
wa,2023-03-18,0.13
wi,2023-03-18,0.12
wv,2023-03-18,0.14
wy,2023-03-18,0.2
ak,2023-03-25,0.27
al,2023-03-25,0.37
ar,2023-03-25,0.41
az,2023-03-25,0.33
ca,2023-03-25,0.12
co,2023-03-25,0.14
ct,2023-03-25,0.17
dc,2023-03-25,0.27
de,2023-03-25,0.07
fl,2023-03-25,0.55
ga,2023-03-25,0.35
hi,2023-03-25,0.58
ia,2023-03-25,0.31
id,2023-03-25,0.09
il,2023-03-25,0.19
in,2023-03-25,0.18
ks,2023-03-25,0.11
ky,2023-03-25,0.34
la,2023-03-25,0.24
ma,2023-03-25,0.19
md,2023-03-25,0.25
me,2023-03-25,0.11
mi,2023-03-25,0.15
mn,2023-03-25,0.2
ms,2023-03-25,0.39
mt,2023-03-25,0.12
nc,2023-03-25,0.54
nd,2023-03-25,0.08
ne,2023-03-25,0.21
nh,2023-03-25,0.14
nj,2023-03-25,0.46
nm,2023-03-25,0.24
nv,2023-03-25,0.16
ny,2023-03-25,0.28
oh,2023-03-25,0.17
ok,2023-03-25,0.11
or,2023-03-25,0.07
pa,2023-03-25,0.16
ri,2023-03-25,0.18
sc,2023-03-25,0.32
sd,2023-03-25,0.33
tn,2023-03-25,0.28
tx,2023-03-25,0.34
ut,2023-03-25,0.18
va,2023-03-25,0.3
vt,2023-03-25,0.08
wa,2023-03-25,0.1
wi,2023-03-25,0.11
wv,2023-03-25,0.2
wy,2023-03-25,0.17
ak,2023-04-01,0.23
al,2023-04-01,0.3
ar,2023-04-01,0.33
az,2023-04-01,0.27
ca,2023-04-01,0.11
co,2023-04-01,0.16
ct,2023-04-01,0.22
dc,2023-04-01,0.43
de,2023-04-01,0.11
fl,2023-04-01,0.53
ga,2023-04-01,0.34
hi,2023-04-01,0.61
ia,2023-04-01,0.28
id,2023-04-01,0.16
il,2023-04-01,0.23
in,2023-04-01,0.19
ks,2023-04-01,0.16
ky,2023-04-01,0.29
la,2023-04-01,0.24
ma,2023-04-01,0.21
md,2023-04-01,0.27
me,2023-04-01,0.12
mi,2023-04-01,0.15
mn,2023-04-01,0.3
ms,2023-04-01,0.48
mt,2023-04-01,0.09
nc,2023-04-01,0.54
nd,2023-04-01,0.08
ne,2023-04-01,0.17
nh,2023-04-01,0.04
nj,2023-04-01,0.49
nm,2023-04-01,0.26
nv,2023-04-01,0.16
ny,2023-04-01,0.32
oh,2023-04-01,0.15
ok,2023-04-01,0.07
or,2023-04-01,0.09
pa,2023-04-01,0.17
ri,2023-04-01,0.17
sc,2023-04-01,0.35
sd,2023-04-01,0.2
tn,2023-04-01,0.29
tx,2023-04-01,0.32
ut,2023-04-01,0.19
va,2023-04-01,0.29
vt,2023-04-01,0.1
wa,2023-04-01,0.07
wi,2023-04-01,0.11
wv,2023-04-01,0.24
wy,2023-04-01,0.34
ak,2023-04-08,0.19
al,2023-04-08,0.33
ar,2023-04-08,0.24
az,2023-04-08,0.34
ca,2023-04-08,0.12
co,2023-04-08,0.14
ct,2023-04-08,0.24
dc,2023-04-08,0.26
de,2023-04-08,0.01
fl,2023-04-08,0.54
ga,2023-04-08,0.33
hi,2023-04-08,0.71
ia,2023-04-08,0.24
id,2023-04-08,0.15
il,2023-04-08,0.18
in,2023-04-08,0.15
ks,2023-04-08,0.13
ky,2023-04-08,0.32
la,2023-04-08,0.23
ma,2023-04-08,0.2
md,2023-04-08,0.18
me,2023-04-08,0.12
mi,2023-04-08,0.16
mn,2023-04-08,0.35
ms,2023-04-08,0.47
mt,2023-04-08,0.1
nc,2023-04-08,0.49
nd,2023-04-08,0.18
ne,2023-04-08,0.16
nh,2023-04-08,0.04
nj,2023-04-08,0.53
nm,2023-04-08,0.25
nv,2023-04-08,0.21
ny,2023-04-08,0.33
oh,2023-04-08,0.14
ok,2023-04-08,0.06
or,2023-04-08,0.06
pa,2023-04-08,0.15
ri,2023-04-08,0.2
sc,2023-04-08,0.36
sd,2023-04-08,0.22
tn,2023-04-08,0.26
tx,2023-04-08,0.33
ut,2023-04-08,0.24
va,2023-04-08,0.28
vt,2023-04-08,0.02
wa,2023-04-08,0.1
wi,2023-04-08,0.13
wv,2023-04-08,0.18
wy,2023-04-08,0.31
ak,2023-04-15,0.18
al,2023-04-15,0.3
ar,2023-04-15,0.28
az,2023-04-15,0.39
ca,2023-04-15,0.11
co,2023-04-15,0.18
ct,2023-04-15,0.13
dc,2023-04-15,0.19
de,2023-04-15,0.07
fl,2023-04-15,0.57
ga,2023-04-15,0.28
hi,2023-04-15,0.48
ia,2023-04-15,0.21
id,2023-04-15,0.13
il,2023-04-15,0.16
in,2023-04-15,0.12
ks,2023-04-15,0.07
ky,2023-04-15,0.19
la,2023-04-15,0.22
ma,2023-04-15,0.17
md,2023-04-15,0.13
me,2023-04-15,0.1
mi,2023-04-15,0.15
mn,2023-04-15,0.3
ms,2023-04-15,0.41
mt,2023-04-15,0.09
nc,2023-04-15,0.45
nd,2023-04-15,0.06
ne,2023-04-15,0.19
nh,2023-04-15,0.09
nj,2023-04-15,0.4
nm,2023-04-15,0.18
nv,2023-04-15,0.17
ny,2023-04-15,0.28
oh,2023-04-15,0.11
ok,2023-04-15,0.02
or,2023-04-15,0.05
pa,2023-04-15,0.11
ri,2023-04-15,0.14
sc,2023-04-15,0.22
sd,2023-04-15,0.14
tn,2023-04-15,0.29
tx,2023-04-15,0.32
ut,2023-04-15,0.18
va,2023-04-15,0.27
vt,2023-04-15,0.02
wa,2023-04-15,0.11
wi,2023-04-15,0.14
wv,2023-04-15,0.11
wy,2023-04-15,0.19
ak,2023-04-22,0.29
al,2023-04-22,0.25
ar,2023-04-22,0.17
az,2023-04-22,0.47
ca,2023-04-22,0.1
co,2023-04-22,0.17
ct,2023-04-22,0.13
dc,2023-04-22,0.08
de,2023-04-22,0.04
fl,2023-04-22,0.57
ga,2023-04-22,0.27
hi,2023-04-22,0.49
ia,2023-04-22,0.22
id,2023-04-22,0.1
il,2023-04-22,0.13
in,2023-04-22,0.12
ks,2023-04-22,0.06
ky,2023-04-22,0.23
la,2023-04-22,0.17
ma,2023-04-22,0.17
md,2023-04-22,0.16
me,2023-04-22,0.05
mi,2023-04-22,0.14
mn,2023-04-22,0.2
ms,2023-04-22,0.42
mt,2023-04-22,0.07
nc,2023-04-22,0.4
nd,2023-04-22,0.06
ne,2023-04-22,0.08
nh,2023-04-22,0.11
nj,2023-04-22,0.31
nm,2023-04-22,0.18
nv,2023-04-22,0.18
ny,2023-04-22,0.21
oh,2023-04-22,0.08
ok,2023-04-22,0.03
or,2023-04-22,0.05
pa,2023-04-22,0.14
ri,2023-04-22,0.08
sc,2023-04-22,0.26
sd,2023-04-22,0.13
tn,2023-04-22,0.3
tx,2023-04-22,0.34
ut,2023-04-22,0.21
va,2023-04-22,0.2
vt,2023-04-22,0.06
wa,2023-04-22,0.07
wi,2023-04-22,0.07
wv,2023-04-22,0.09
wy,2023-04-22,0.1
ak,2023-04-29,0.18
al,2023-04-29,0.34
ar,2023-04-29,0.17
az,2023-04-29,0.49
ca,2023-04-29,0.08
co,2023-04-29,0.13
ct,2023-04-29,0.14
dc,2023-04-29,0.14
de,2023-04-29,0.07
fl,2023-04-29,0.67
ga,2023-04-29,0.31
hi,2023-04-29,0.43
ia,2023-04-29,0.24
id,2023-04-29,0.14
il,2023-04-29,0.16
in,2023-04-29,0.17
ks,2023-04-29,0.05
ky,2023-04-29,0.17
la,2023-04-29,0.18
ma,2023-04-29,0.11
md,2023-04-29,0.09
me,2023-04-29,0.06
mi,2023-04-29,0.15
mn,2023-04-29,0.42
ms,2023-04-29,0.41
mt,2023-04-29,0.07
nc,2023-04-29,0.33
nd,2023-04-29,0.12
ne,2023-04-29,0.12
nh,2023-04-29,0.04
nj,2023-04-29,0.24
nm,2023-04-29,0.19
nv,2023-04-29,0.29
ny,2023-04-29,0.19
oh,2023-04-29,0.09
ok,2023-04-29,0.12
or,2023-04-29,0.06
pa,2023-04-29,0.12
ri,2023-04-29,0.05
sc,2023-04-29,0.28
sd,2023-04-29,0.32
tn,2023-04-29,0.33
tx,2023-04-29,0.36
ut,2023-04-29,0.17
va,2023-04-29,0.18
vt,2023-04-29,0.06
wa,2023-04-29,0.09
wi,2023-04-29,0.09
wv,2023-04-29,0.08
wy,2023-04-29,0.35
ak,2023-05-06,0.31
al,2023-05-06,0.27
ar,2023-05-06,0.15
az,2023-05-06,0.64
ca,2023-05-06,0.09
co,2023-05-06,0.15
ct,2023-05-06,0.13
dc,2023-05-06,0.1
de,2023-05-06,0.08
fl,2023-05-06,0.7
ga,2023-05-06,0.38
hi,2023-05-06,0.17
ia,2023-05-06,0.22
id,2023-05-06,0.16
il,2023-05-06,0.22
in,2023-05-06,0.13
ks,2023-05-06,0.06
ky,2023-05-06,0.19
la,2023-05-06,0.21
ma,2023-05-06,0.13
md,2023-05-06,0.09
me,2023-05-06,0.04
mi,2023-05-06,0.23
mn,2023-05-06,0.28
ms,2023-05-06,0.46
mt,2023-05-06,0.14
nc,2023-05-06,0.39
nd,2023-05-06,0.11
ne,2023-05-06,0.07
nh,2023-05-06,0.09
nj,2023-05-06,0.25
nm,2023-05-06,0.18
nv,2023-05-06,0.23
ny,2023-05-06,0.22
oh,2023-05-06,0.1
ok,2023-05-06,0.11
or,2023-05-06,0.05
pa,2023-05-06,0.09
ri,2023-05-06,0.09
sc,2023-05-06,0.35
sd,2023-05-06,0.15
tn,2023-05-06,0.32
tx,2023-05-06,0.34
ut,2023-05-06,0.24
va,2023-05-06,0.2
vt,2023-05-06,0.08
wa,2023-05-06,0.07
wi,2023-05-06,0.06
wv,2023-05-06,0.08
wy,2023-05-06,0.19
ak,2023-05-13,0.19
al,2023-05-13,0.2
ar,2023-05-13,0.24
az,2023-05-13,0.7
ca,2023-05-13,0.11
co,2023-05-13,0.2
ct,2023-05-13,0.11
dc,2023-05-13,0.11
de,2023-05-13,0.06
fl,2023-05-13,0.76
ga,2023-05-13,0.47
hi,2023-05-13,0.32
ia,2023-05-13,0.28
id,2023-05-13,0.11
il,2023-05-13,0.21
in,2023-05-13,0.14
ks,2023-05-13,0.06
ky,2023-05-13,0.22
la,2023-05-13,0.2
ma,2023-05-13,0.13
md,2023-05-13,0.12
me,2023-05-13,0.04
mi,2023-05-13,0.25
mn,2023-05-13,0.28
ms,2023-05-13,0.42
mt,2023-05-13,0.05
nc,2023-05-13,0.41
nd,2023-05-13,0.06
ne,2023-05-13,0.04
nh,2023-05-13,0.03
nj,2023-05-13,0.27
nm,2023-05-13,0.22
nv,2023-05-13,0.36
ny,2023-05-13,0.21
oh,2023-05-13,0.1
ok,2023-05-13,0.06
or,2023-05-13,0.03
pa,2023-05-13,0.09
ri,2023-05-13,0.17
sc,2023-05-13,0.31
sd,2023-05-13,0.19
tn,2023-05-13,0.37
tx,2023-05-13,0.35
ut,2023-05-13,0.26
va,2023-05-13,0.18
vt,2023-05-13,0.1
wa,2023-05-13,0.07
wi,2023-05-13,0.07
wv,2023-05-13,0.14
wy,2023-05-13,0.42
ak,2023-05-20,0.08
al,2023-05-20,0.25
ar,2023-05-20,0.27
az,2023-05-20,0.79
ca,2023-05-20,0.09
co,2023-05-20,0.18
ct,2023-05-20,0.1
dc,2023-05-20,0.14
de,2023-05-20,0.07
fl,2023-05-20,0.82
ga,2023-05-20,0.48
hi,2023-05-20,0.39
ia,2023-05-20,0.24
id,2023-05-20,0.06
il,2023-05-20,0.15
in,2023-05-20,0.11
ks,2023-05-20,0.05
ky,2023-05-20,0.18
la,2023-05-20,0.28
ma,2023-05-20,0.14
md,2023-05-20,0.11
me,2023-05-20,0.07
mi,2023-05-20,0.18
mn,2023-05-20,0.07
ms,2023-05-20,0.47
mt,2023-05-20,0.07
nc,2023-05-20,0.43
nd,2023-05-20,0.13
ne,2023-05-20,0.04
nh,2023-05-20,0.09
nj,2023-05-20,0.2
nm,2023-05-20,0.28
nv,2023-05-20,0.38
ny,2023-05-20,0.18
oh,2023-05-20,0.07
ok,2023-05-20,0.05
or,2023-05-20,0.03
pa,2023-05-20,0.1
ri,2023-05-20,0.07
sc,2023-05-20,0.41
sd,2023-05-20,0.09
tn,2023-05-20,0.33
tx,2023-05-20,0.37
ut,2023-05-20,0.31
va,2023-05-20,0.19
vt,2023-05-20,0.08
wa,2023-05-20,0.12
wi,2023-05-20,0.05
wv,2023-05-20,0.16
wy,2023-05-20,0.31
ak,2023-05-27,0.29
al,2023-05-27,0.24
ar,2023-05-27,0.16
az,2023-05-27,0.75
ca,2023-05-27,0.09
co,2023-05-27,0.13
ct,2023-05-27,0.12
dc,2023-05-27,0.2
de,2023-05-27,0.06
fl,2023-05-27,0.91
ga,2023-05-27,0.5
hi,2023-05-27,0.6
ia,2023-05-27,0.25
id,2023-05-27,0.08
il,2023-05-27,0.15
in,2023-05-27,0.12
ks,2023-05-27,0.06
ky,2023-05-27,0.17
la,2023-05-27,0.22
ma,2023-05-27,0.18
md,2023-05-27,0.13
me,2023-05-27,0.01
mi,2023-05-27,0.2
mn,2023-05-27,0.12
ms,2023-05-27,0.52
mt,2023-05-27,0.03
nc,2023-05-27,0.37
nd,2023-05-27,0.11
ne,2023-05-27,0.06
nh,2023-05-27,0.12
nj,2023-05-27,0.21
nm,2023-05-27,0.22
nv,2023-05-27,0.41
ny,2023-05-27,0.21
oh,2023-05-27,0.07
ok,2023-05-27,0.02
or,2023-05-27,0.05
pa,2023-05-27,0.08
ri,2023-05-27,0.07
sc,2023-05-27,0.43
sd,2023-05-27,0.02
tn,2023-05-27,0.36
tx,2023-05-27,0.34
ut,2023-05-27,0.39
va,2023-05-27,0.15
vt,2023-05-27,0.06
wa,2023-05-27,0.13
wi,2023-05-27,0.04
wv,2023-05-27,0.1
wy,2023-05-27,0.09
ak,2023-06-03,0.7
al,2023-06-03,0.3
ar,2023-06-03,0.14
az,2023-06-03,0.76
ca,2023-06-03,0.11
co,2023-06-03,0.1
ct,2023-06-03,0.04
dc,2023-06-03,0.13
de,2023-06-03,0.07
fl,2023-06-03,1.1
ga,2023-06-03,0.42
hi,2023-06-03,0.78
ia,2023-06-03,0.17
id,2023-06-03,0.09
il,2023-06-03,0.13
in,2023-06-03,0.13
ks,2023-06-03,0.05
ky,2023-06-03,0.09
la,2023-06-03,0.22
ma,2023-06-03,0.16
md,2023-06-03,0.15
me,2023-06-03,0.04
mi,2023-06-03,0.22
mn,2023-06-03,0.14
ms,2023-06-03,0.4
mt,2023-06-03,0
nc,2023-06-03,0.43
nd,2023-06-03,0.12
ne,2023-06-03,0.04
nh,2023-06-03,0.05
nj,2023-06-03,0.2
nm,2023-06-03,0.13
nv,2023-06-03,0.36
ny,2023-06-03,0.2
oh,2023-06-03,0.06
ok,2023-06-03,0.04
or,2023-06-03,0.06
pa,2023-06-03,0.08
ri,2023-06-03,0.12
sc,2023-06-03,0.43
sd,2023-06-03,0.07
tn,2023-06-03,0.27
tx,2023-06-03,0.35
ut,2023-06-03,0.26
va,2023-06-03,0.21
vt,2023-06-03,0.07
wa,2023-06-03,0.13
wi,2023-06-03,0.05
wv,2023-06-03,0.07
wy,2023-06-03,0.06
ak,2023-06-10,0.78
al,2023-06-10,0.21
ar,2023-06-10,0.13
az,2023-06-10,0.66
ca,2023-06-10,0.11
co,2023-06-10,0.09
ct,2023-06-10,0.07
dc,2023-06-10,0.1
de,2023-06-10,0.04
fl,2023-06-10,0.98
ga,2023-06-10,0.28
hi,2023-06-10,0.86
ia,2023-06-10,0.18
id,2023-06-10,0.1
il,2023-06-10,0.09
in,2023-06-10,0.06
ks,2023-06-10,0.05
ky,2023-06-10,0.12
la,2023-06-10,0.19
ma,2023-06-10,0.11
md,2023-06-10,0.11
me,2023-06-10,0.01
mi,2023-06-10,0.16
mn,2023-06-10,0.1
ms,2023-06-10,0.35
mt,2023-06-10,0.03
nc,2023-06-10,0.39
nd,2023-06-10,0.15
ne,2023-06-10,0.05
nh,2023-06-10,0.13
nj,2023-06-10,0.17
nm,2023-06-10,0.15
nv,2023-06-10,0.33
ny,2023-06-10,0.14
oh,2023-06-10,0.04
ok,2023-06-10,0.06
or,2023-06-10,0.09
pa,2023-06-10,0.09
ri,2023-06-10,0.08
sc,2023-06-10,0.34
sd,2023-06-10,0.02
tn,2023-06-10,0.22
tx,2023-06-10,0.28
ut,2023-06-10,0.19
va,2023-06-10,0.15
vt,2023-06-10,0.02
wa,2023-06-10,0.19
wi,2023-06-10,0.04
wv,2023-06-10,0.06
wy,2023-06-10,0.15
ak,2023-06-17,0.72
al,2023-06-17,0.23
ar,2023-06-17,0.12
az,2023-06-17,0.56
ca,2023-06-17,0.11
co,2023-06-17,0.09
ct,2023-06-17,0.09
dc,2023-06-17,0.07
de,2023-06-17,0.03
fl,2023-06-17,0.89
ga,2023-06-17,0.22
hi,2023-06-17,0.95
ia,2023-06-17,0.18
id,2023-06-17,0.11
il,2023-06-17,0.09
in,2023-06-17,0.1
ks,2023-06-17,0.03
ky,2023-06-17,0.13
la,2023-06-17,0.13
ma,2023-06-17,0.09
md,2023-06-17,0.07
me,2023-06-17,0.02
