,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
1350,ak,pct_ed_visits_covid,202314,202551,141,1.54,,,state,nssp
1351,al,pct_ed_visits_covid,202314,202551,141,0.82,,,state,nssp
1352,ar,pct_ed_visits_covid,202314,202551,141,0.78,,,state,nssp
1353,az,pct_ed_visits_covid,202314,202551,141,1.62,,,state,nssp
1354,ca,pct_ed_visits_covid,202314,202551,141,0.96,,,state,nssp
1355,co,pct_ed_visits_covid,202314,202551,141,1.13,,,state,nssp
1356,ct,pct_ed_visits_covid,202314,202551,141,0.78,,,state,nssp
1357,dc,pct_ed_visits_covid,202314,202551,141,0.67,,,state,nssp
1358,de,pct_ed_visits_covid,202314,202551,141,0.64,,,state,nssp
1359,fl,pct_ed_visits_covid,202314,202551,141,1.14,,,state,nssp
1360,ga,pct_ed_visits_covid,202314,202551,141,0.48,,,state,nssp
1361,hi,pct_ed_visits_covid,202314,202551,141,3.53,,,state,nssp
1362,ia,pct_ed_visits_covid,202314,202551,141,1.97,,,state,nssp
1363,id,pct_ed_visits_covid,202314,202551,141,1.22,,,state,nssp
1364,il,pct_ed_visits_covid,202314,202551,141,1.5,,,state,nssp
1365,in,pct_ed_visits_covid,202314,202551,141,1.04,,,state,nssp
1366,ks,pct_ed_visits_covid,202314,202551,141,0.87,,,state,nssp
1367,ky,pct_ed_visits_covid,202314,202551,141,1.02,,,state,nssp
1368,la,pct_ed_visits_covid,202314,202551,141,0.94,,,state,nssp
1369,ma,pct_ed_visits_covid,202314,202551,141,1.01,,,state,nssp
1370,md,pct_ed_visits_covid,202314,202551,141,0.6,,,state,nssp
1371,me,pct_ed_visits_covid,202314,202551,141,1.28,,,state,nssp
1372,mi,pct_ed_visits_covid,202314,202551,141,1.62,,,state,nssp
1373,mn,pct_ed_visits_covid,202314,202551,141,1.39,,,state,nssp
1374,ms,pct_ed_visits_covid,202314,202551,141,0.95,,,state,nssp
1375,mt,pct_ed_visits_covid,202314,202551,141,1.34,,,state,nssp
1376,nc,pct_ed_visits_covid,202314,202551,141,0.9,,,state,nssp
1377,nd,pct_ed_visits_covid,202314,202551,141,1.82,,,state,nssp
1378,ne,pct_ed_visits_covid,202314,202551,141,1.25,,,state,nssp
1379,nh,pct_ed_visits_covid,202314,202551,141,1.1,,,state,nssp
1380,nj,pct_ed_visits_covid,202314,202551,141,0.45,,,state,nssp
1381,nm,pct_ed_visits_covid,202314,202551,141,2.12,,,state,nssp
1382,nv,pct_ed_visits_covid,202314,202551,141,1.01,,,state,nssp
1383,ny,pct_ed_visits_covid,202314,202551,141,0.59,,,state,nssp
1384,oh,pct_ed_visits_covid,202314,202551,141,1.03,,,state,nssp
1385,ok,pct_ed_visits_covid,202314,202551,141,1.09,,,state,nssp
1386,or,pct_ed_visits_covid,202314,202551,141,1.21,,,state,nssp
1387,pa,pct_ed_visits_covid,202314,202551,141,0.72,,,state,nssp
1388,ri,pct_ed_visits_covid,202314,202551,141,0.57,,,state,nssp
1389,sc,pct_ed_visits_covid,202314,202551,141,0.8,,,state,nssp
1390,sd,pct_ed_visits_covid,202314,202551,141,0.86,,,state,nssp
1391,tn,pct_ed_visits_covid,202314,202551,141,0.78,,,state,nssp
1392,tx,pct_ed_visits_covid,202314,202551,141,0.99,,,state,nssp
1393,ut,pct_ed_visits_covid,202314,202551,141,1.12,,,state,nssp
1394,va,pct_ed_visits_covid,202314,202551,141,0.74,,,state,nssp
1395,vt,pct_ed_visits_covid,202314,202551,141,0.88,,,state,nssp
1396,wa,pct_ed_visits_covid,202314,202551,141,1.58,,,state,nssp
1397,wi,pct_ed_visits_covid,202314,202551,141,1.46,,,state,nssp
1398,wv,pct_ed_visits_covid,202314,202551,141,1.1,,,state,nssp
1399,wy,pct_ed_visits_covid,202314,202551,141,1.36,,,state,nssp
1400,ak,pct_ed_visits_covid,202315,202551,140,1.46,,,state,nssp
1401,al,pct_ed_visits_covid,202315,202551,140,0.69,,,state,nssp
1402,ar,pct_ed_visits_covid,202315,202551,140,0.77,,,state,nssp
1403,az,pct_ed_visits_covid,202315,202551,140,1.72,,,state,nssp
1404,ca,pct_ed_visits_covid,202315,202551,140,0.98,,,state,nssp
1405,co,pct_ed_visits_covid,202315,202551,140,1.08,,,state,nssp
1406,ct,pct_ed_visits_covid,202315,202551,140,0.61,,,state,nssp
1407,dc,pct_ed_visits_covid,202315,202551,140,0.48,,,state,nssp
1408,de,pct_ed_visits_covid,202315,202551,140,0.51,,,state,nssp
1409,fl,pct_ed_visits_covid,202315,202551,140,1.05,,,state,nssp
1410,ga,pct_ed_visits_covid,202315,202551,140,0.41,,,state,nssp
1411,hi,pct_ed_visits_covid,202315,202551,140,2.87,,,state,nssp
1412,ia,pct_ed_visits_covid,202315,202551,140,1.95,,,state,nssp
1413,id,pct_ed_visits_covid,202315,202551,140,1.04,,,state,nssp
1414,il,pct_ed_visits_covid,202315,202551,140,1.25,,,state,nssp
1415,in,pct_ed_visits_covid,202315,202551,140,0.87,,,state,nssp
1416,ks,pct_ed_visits_covid,202315,202551,140,0.77,,,state,nssp
1417,ky,pct_ed_visits_covid,202315,202551,140,0.8,,,state,nssp
1418,la,pct_ed_visits_covid,202315,202551,140,1.01,,,state,nssp
1419,ma,pct_ed_visits_covid,202315,202551,140,0.94,,,state,nssp
1420,md,pct_ed_visits_covid,202315,202551,140,0.51,,,state,nssp
1421,me,pct_ed_visits_covid,202315,202551,140,1.19,,,state,nssp
1422,mi,pct_ed_visits_covid,202315,202551,140,1.35,,,state,nssp
1423,mn,pct_ed_visits_covid,202315,202551,140,1.08,,,state,nssp
1424,ms,pct_ed_visits_covid,202315,202551,140,1.07,,,state,nssp
1425,mt,pct_ed_visits_covid,202315,202551,140,1.12,,,state,nssp
1426,nc,pct_ed_visits_covid,202315,202551,140,0.75,,,state,nssp
1427,nd,pct_ed_visits_covid,202315,202551,140,1.64,,,state,nssp
1428,ne,pct_ed_visits_covid,202315,202551,140,0.8,,,state,nssp
1429,nh,pct_ed_visits_covid,202315,202551,140,0.77,,,state,nssp
1430,nj,pct_ed_visits_covid,202315,202551,140,0.46,,,state,nssp
1431,nm,pct_ed_visits_covid,202315,202551,140,2.26,,,state,nssp
1432,nv,pct_ed_visits_covid,202315,202551,140,1.04,,,state,nssp
1433,ny,pct_ed_visits_covid,202315,202551,140,0.54,,,state,nssp
1434,oh,pct_ed_visits_covid,202315,202551,140,0.84,,,state,nssp
1435,ok,pct_ed_visits_covid,202315,202551,140,1.0,,,state,nssp
1436,or,pct_ed_visits_covid,202315,202551,140,1.17,,,state,nssp
1437,pa,pct_ed_visits_covid,202315,202551,140,0.49,,,state,nssp
1438,ri,pct_ed_visits_covid,202315,202551,140,0.6,,,state,nssp
1439,sc,pct_ed_visits_covid,202315,202551,140,0.65,,,state,nssp
1440,sd,pct_ed_visits_covid,202315,202551,140,0.7,,,state,nssp
1441,tn,pct_ed_visits_covid,202315,202551,140,0.73,,,state,nssp
1442,tx,pct_ed_visits_covid,202315,202551,140,1.02,,,state,nssp
1443,ut,pct_ed_visits_covid,202315,202551,140,1.11,,,state,nssp
1444,va,pct_ed_visits_covid,202315,202551,140,0.65,,,state,nssp
1445,vt,pct_ed_visits_covid,202315,202551,140,0.68,,,state,nssp
1446,wa,pct_ed_visits_covid,202315,202551,140,1.42,,,state,nssp
1447,wi,pct_ed_visits_covid,202315,202551,140,1.28,,,state,nssp
1448,wv,pct_ed_visits_covid,202315,202551,140,1.0,,,state,nssp
1449,wy,pct_ed_visits_covid,202315,202551,140,1.34,,,state,nssp
1450,ak,pct_ed_visits_covid,202316,202551,139,1.22,,,state,nssp
1451,al,pct_ed_visits_covid,202316,202551,139,0.63,,,state,nssp
1452,ar,pct_ed_visits_covid,202316,202551,139,0.5,,,state,nssp
1453,az,pct_ed_visits_covid,202316,202551,139,1.7,,,state,nssp
1454,ca,pct_ed_visits_covid,202316,202551,139,0.84,,,state,nssp
1455,co,pct_ed_visits_covid,202316,202551,139,0.82,,,state,nssp
1456,ct,pct_ed_visits_covid,202316,202551,139,0.51,,,state,nssp
1457,dc,pct_ed_visits_covid,202316,202551,139,0.4,,,state,nssp
1458,de,pct_ed_visits_covid,202316,202551,139,0.37,,,state,nssp
1459,fl,pct_ed_visits_covid,202316,202551,139,0.96,,,state,nssp
1460,ga,pct_ed_visits_covid,202316,202551,139,0.38,,,state,nssp
1461,hi,pct_ed_visits_covid,202316,202551,139,2.14,,,state,nssp
1462,ia,pct_ed_visits_covid,202316,202551,139,1.69,,,state,nssp
1463,id,pct_ed_visits_covid,202316,202551,139,0.9,,,state,nssp
1464,il,pct_ed_visits_covid,202316,202551,139,1.02,,,state,nssp
1465,in,pct_ed_visits_covid,202316,202551,139,0.62,,,state,nssp
1466,ks,pct_ed_visits_covid,202316,202551,139,0.58,,,state,nssp
1467,ky,pct_ed_visits_covid,202316,202551,139,0.73,,,state,nssp
1468,la,pct_ed_visits_covid,202316,202551,139,0.82,,,state,nssp
1469,ma,pct_ed_visits_covid,202316,202551,139,0.65,,,state,nssp
1470,md,pct_ed_visits_covid,202316,202551,139,0.4,,,state,nssp
1471,me,pct_ed_visits_covid,202316,202551,139,0.91,,,state,nssp
1472,mi,pct_ed_visits_covid,202316,202551,139,1.05,,,state,nssp
1473,mn,pct_ed_visits_covid,202316,202551,139,1.02,,,state,nssp
1474,ms,pct_ed_visits_covid,202316,202551,139,0.83,,,state,nssp
1475,mt,pct_ed_visits_covid,202316,202551,139,0.99,,,state,nssp
1476,nc,pct_ed_visits_covid,202316,202551,139,0.72,,,state,nssp
1477,nd,pct_ed_visits_covid,202316,202551,139,1.08,,,state,nssp
1478,ne,pct_ed_visits_covid,202316,202551,139,0.71,,,state,nssp
1479,nh,pct_ed_visits_covid,202316,202551,139,0.79,,,state,nssp
1480,nj,pct_ed_visits_covid,202316,202551,139,0.31,,,state,nssp
1481,nm,pct_ed_visits_covid,202316,202551,139,1.82,,,state,nssp
1482,nv,pct_ed_visits_covid,202316,202551,139,0.87,,,state,nssp
1483,ny,pct_ed_visits_covid,202316,202551,139,0.42,,,state,nssp
1484,oh,pct_ed_visits_covid,202316,202551,139,0.67,,,state,nssp
1485,ok,pct_ed_visits_covid,202316,202551,139,0.79,,,state,nssp
1486,or,pct_ed_visits_covid,202316,202551,139,1.16,,,state,nssp
1487,pa,pct_ed_visits_covid,202316,202551,139,0.43,,,state,nssp
1488,ri,pct_ed_visits_covid,202316,202551,139,0.41,,,state,nssp
1489,sc,pct_ed_visits_covid,202316,202551,139,0.71,,,state,nssp
1490,sd,pct_ed_visits_covid,202316,202551,139,0.55,,,state,nssp
1491,tn,pct_ed_visits_covid,202316,202551,139,0.67,,,state,nssp
1492,tx,pct_ed_visits_covid,202316,202551,139,0.86,,,state,nssp
1493,ut,pct_ed_visits_covid,202316,202551,139,0.94,,,state,nssp
1494,va,pct_ed_visits_covid,202316,202551,139,0.55,,,state,nssp
1495,vt,pct_ed_visits_covid,202316,202551,139,0.67,,,state,nssp
1496,wa,pct_ed_visits_covid,202316,202551,139,1.32,,,state,nssp
1497,wi,pct_ed_visits_covid,202316,202551,139,0.94,,,state,nssp
1498,wv,pct_ed_visits_covid,202316,202551,139,0.62,,,state,nssp
1499,wy,pct_ed_visits_covid,202316,202551,139,1.0,,,state,nssp
1500,ak,pct_ed_visits_covid,202317,202551,138,0.91,,,state,nssp
1501,al,pct_ed_visits_covid,202317,202551,138,0.67,,,state,nssp
1502,ar,pct_ed_visits_covid,202317,202551,138,0.8,,,state,nssp
1503,az,pct_ed_visits_covid,202317,202551,138,1.47,,,state,nssp
1504,ca,pct_ed_visits_covid,202317,202551,138,0.77,,,state,nssp
1505,co,pct_ed_visits_covid,202317,202551,138,0.7,,,state,nssp
1506,ct,pct_ed_visits_covid,202317,202551,138,0.51,,,state,nssp
1507,dc,pct_ed_visits_covid,202317,202551,138,0.35,,,state,nssp
1508,de,pct_ed_visits_covid,202317,202551,138,0.25,,,state,nssp
1509,fl,pct_ed_visits_covid,202317,202551,138,0.95,,,state,nssp
1510,ga,pct_ed_visits_covid,202317,202551,138,0.33,,,state,nssp
1511,hi,pct_ed_visits_covid,202317,202551,138,2.35,,,state,nssp
1512,ia,pct_ed_visits_covid,202317,202551,138,1.26,,,state,nssp
1513,id,pct_ed_visits_covid,202317,202551,138,0.7,,,state,nssp
1514,il,pct_ed_visits_covid,202317,202551,138,0.88,,,state,nssp
1515,in,pct_ed_visits_covid,202317,202551,138,0.7,,,state,nssp
1516,ks,pct_ed_visits_covid,202317,202551,138,0.52,,,state,nssp
1517,ky,pct_ed_visits_covid,202317,202551,138,0.73,,,state,nssp
1518,la,pct_ed_visits_covid,202317,202551,138,0.72,,,state,nssp
1519,ma,pct_ed_visits_covid,202317,202551,138,0.6,,,state,nssp
1520,md,pct_ed_visits_covid,202317,202551,138,0.42,,,state,nssp
1521,me,pct_ed_visits_covid,202317,202551,138,0.6,,,state,nssp
1522,mi,pct_ed_visits_covid,202317,202551,138,0.93,,,state,nssp
1523,mn,pct_ed_visits_covid,202317,202551,138,0.84,,,state,nssp
1524,ms,pct_ed_visits_covid,202317,202551,138,0.81,,,state,nssp
1525,mt,pct_ed_visits_covid,202317,202551,138,0.79,,,state,nssp
1526,nc,pct_ed_visits_covid,202317,202551,138,0.65,,,state,nssp
1527,nd,pct_ed_visits_covid,202317,202551,138,1.25,,,state,nssp
1528,ne,pct_ed_visits_covid,202317,202551,138,0.6,,,state,nssp
1529,nh,pct_ed_visits_covid,202317,202551,138,0.53,,,state,nssp
1530,nj,pct_ed_visits_covid,202317,202551,138,0.29,,,state,nssp
1531,nm,pct_ed_visits_covid,202317,202551,138,1.98,,,state,nssp
1532,nv,pct_ed_visits_covid,202317,202551,138,0.82,,,state,nssp
1533,ny,pct_ed_visits_covid,202317,202551,138,0.37,,,state,nssp
1534,oh,pct_ed_visits_covid,202317,202551,138,0.53,,,state,nssp
1535,ok,pct_ed_visits_covid,202317,202551,138,0.51,,,state,nssp
1536,or,pct_ed_visits_covid,202317,202551,138,1.03,,,state,nssp
1537,pa,pct_ed_visits_covid,202317,202551,138,0.33,,,state,nssp
1538,ri,pct_ed_visits_covid,202317,202551,138,0.34,,,state,nssp
1539,sc,pct_ed_visits_covid,202317,202551,138,0.6,,,state,nssp
1540,sd,pct_ed_visits_covid,202317,202551,138,0.8,,,state,nssp
1541,tn,pct_ed_visits_covid,202317,202551,138,0.62,,,state,nssp
1542,tx,pct_ed_visits_covid,202317,202551,138,0.7,,,state,nssp
1543,ut,pct_ed_visits_covid,202317,202551,138,0.8,,,state,nssp
1544,va,pct_ed_visits_covid,202317,202551,138,0.48,,,state,nssp
1545,vt,pct_ed_visits_covid,202317,202551,138,0.42,,,state,nssp
1546,wa,pct_ed_visits_covid,202317,202551,138,1.26,,,state,nssp
1547,wi,pct_ed_visits_covid,202317,202551,138,0.86,,,state,nssp
1548,wv,pct_ed_visits_covid,202317,202551,138,0.67,,,state,nssp
1549,wy,pct_ed_visits_covid,202317,202551,138,1.49,,,state,nssp
1550,ak,pct_ed_visits_covid,202318,202551,137,1.23,,,state,nssp
1551,al,pct_ed_visits_covid,202318,202551,137,0.65,,,state,nssp
1552,ar,pct_ed_visits_covid,202318,202551,137,0.7,,,state,nssp
1553,az,pct_ed_visits_covid,202318,202551,137,1.27,,,state,nssp
1554,ca,pct_ed_visits_covid,202318,202551,137,0.76,,,state,nssp
1555,co,pct_ed_visits_covid,202318,202551,137,0.7,,,state,nssp
1556,ct,pct_ed_visits_covid,202318,202551,137,0.47,,,state,nssp
1557,dc,pct_ed_visits_covid,202318,202551,137,0.45,,,state,nssp
1558,de,pct_ed_visits_covid,202318,202551,137,0.3,,,state,nssp
1559,fl,pct_ed_visits_covid,202318,202551,137,0.89,,,state,nssp
1560,ga,pct_ed_visits_covid,202318,202551,137,0.35,,,state,nssp
1561,hi,pct_ed_visits_covid,202318,202551,137,1.91,,,state,nssp
1562,ia,pct_ed_visits_covid,202318,202551,137,1.21,,,state,nssp
1563,id,pct_ed_visits_covid,202318,202551,137,0.68,,,state,nssp
1564,il,pct_ed_visits_covid,202318,202551,137,0.89,,,state,nssp
1565,in,pct_ed_visits_covid,202318,202551,137,0.66,,,state,nssp
1566,ks,pct_ed_visits_covid,202318,202551,137,0.44,,,state,nssp
1567,ky,pct_ed_visits_covid,202318,202551,137,0.7,,,state,nssp
1568,la,pct_ed_visits_covid,202318,202551,137,0.74,,,state,nssp
1569,ma,pct_ed_visits_covid,202318,202551,137,0.63,,,state,nssp
1570,md,pct_ed_visits_covid,202318,202551,137,0.41,,,state,nssp
1571,me,pct_ed_visits_covid,202318,202551,137,0.61,,,state,nssp
1572,mi,pct_ed_visits_covid,202318,202551,137,0.84,,,state,nssp
1573,mn,pct_ed_visits_covid,202318,202551,137,0.85,,,state,nssp
1574,ms,pct_ed_visits_covid,202318,202551,137,0.7,,,state,nssp
1575,mt,pct_ed_visits_covid,202318,202551,137,0.9,,,state,nssp
1576,nc,pct_ed_visits_covid,202318,202551,137,0.63,,,state,nssp
1577,nd,pct_ed_visits_covid,202318,202551,137,0.73,,,state,nssp
1578,ne,pct_ed_visits_covid,202318,202551,137,0.52,,,state,nssp
1579,nh,pct_ed_visits_covid,202318,202551,137,0.4,,,state,nssp
1580,nj,pct_ed_visits_covid,202318,202551,137,0.33,,,state,nssp
1581,nm,pct_ed_visits_covid,202318,202551,137,1.66,,,state,nssp
1582,nv,pct_ed_visits_covid,202318,202551,137,0.78,,,state,nssp
1583,ny,pct_ed_visits_covid,202318,202551,137,0.36,,,state,nssp
1584,oh,pct_ed_visits_covid,202318,202551,137,0.54,,,state,nssp
1585,ok,pct_ed_visits_covid,202318,202551,137,0.5,,,state,nssp
1586,or,pct_ed_visits_covid,202318,202551,137,0.96,,,state,nssp
1587,pa,pct_ed_visits_covid,202318,202551,137,0.35,,,state,nssp
1588,ri,pct_ed_visits_covid,202318,202551,137,0.33,,,state,nssp
1589,sc,pct_ed_visits_covid,202318,202551,137,0.61,,,state,nssp
1590,sd,pct_ed_visits_covid,202318,202551,137,0.49,,,state,nssp
1591,tn,pct_ed_visits_covid,202318,202551,137,0.61,,,state,nssp
1592,tx,pct_ed_visits_covid,202318,202551,137,0.66,,,state,nssp
1593,ut,pct_ed_visits_covid,202318,202551,137,0.81,,,state,nssp
1594,va,pct_ed_visits_covid,202318,202551,137,0.57,,,state,nssp
1595,vt,pct_ed_visits_covid,202318,202551,137,0.51,,,state,nssp
1596,wa,pct_ed_visits_covid,202318,202551,137,1.07,,,state,nssp
1597,wi,pct_ed_visits_covid,202318,202551,137,0.83,,,state,nssp
1598,wv,pct_ed_visits_covid,202318,202551,137,0.57,,,state,nssp
1599,wy,pct_ed_visits_covid,202318,202551,137,1.19,,,state,nssp
1600,ak,pct_ed_visits_covid,202319,202551,136,0.97,,,state,nssp
1601,al,pct_ed_visits_covid,202319,202551,136,0.62,,,state,nssp
1602,ar,pct_ed_visits_covid,202319,202551,136,0.45,,,state,nssp
1603,az,pct_ed_visits_covid,202319,202551,136,1.23,,,state,nssp
1604,ca,pct_ed_visits_covid,202319,202551,136,0.81,,,state,nssp
1605,co,pct_ed_visits_covid,202319,202551,136,0.71,,,state,nssp
1606,ct,pct_ed_visits_covid,202319,202551,136,0.47,,,state,nssp
1607,dc,pct_ed_visits_covid,202319,202551,136,0.44,,,state,nssp
1608,de,pct_ed_visits_covid,202319,202551,136,0.32,,,state,nssp
1609,fl,pct_ed_visits_covid,202319,202551,136,0.87,,,state,nssp
1610,ga,pct_ed_visits_covid,202319,202551,136,0.33,,,state,nssp
1611,hi,pct_ed_visits_covid,202319,202551,136,2.07,,,state,nssp
1612,ia,pct_ed_visits_covid,202319,202551,136,1.16,,,state,nssp
1613,id,pct_ed_visits_covid,202319,202551,136,0.45,,,state,nssp
1614,il,pct_ed_visits_covid,202319,202551,136,0.81,,,state,nssp
1615,in,pct_ed_visits_covid,202319,202551,136,0.53,,,state,nssp
1616,ks,pct_ed_visits_covid,202319,202551,136,0.43,,,state,nssp
1617,ky,pct_ed_visits_covid,202319,202551,136,0.6,,,state,nssp
1618,la,pct_ed_visits_covid,202319,202551,136,0.71,,,state,nssp
1619,ma,pct_ed_visits_covid,202319,202551,136,0.56,,,state,nssp
1620,md,pct_ed_visits_covid,202319,202551,136,0.4,,,state,nssp
1621,me,pct_ed_visits_covid,202319,202551,136,0.57,,,state,nssp
1622,mi,pct_ed_visits_covid,202319,202551,136,0.84,,,state,nssp
1623,mn,pct_ed_visits_covid,202319,202551,136,0.74,,,state,nssp
1624,ms,pct_ed_visits_covid,202319,202551,136,0.68,,,state,nssp
1625,mt,pct_ed_visits_covid,202319,202551,136,0.56,,,state,nssp
1626,nc,pct_ed_visits_covid,202319,202551,136,0.62,,,state,nssp
1627,nd,pct_ed_visits_covid,202319,202551,136,0.86,,,state,nssp
1628,ne,pct_ed_visits_covid,202319,202551,136,0.48,,,state,nssp
1629,nh,pct_ed_visits_covid,202319,202551,136,0.68,,,state,nssp
1630,nj,pct_ed_visits_covid,202319,202551,136,0.28,,,state,nssp
1631,nm,pct_ed_visits_covid,202319,202551,136,1.49,,,state,nssp
1632,nv,pct_ed_visits_covid,202319,202551,136,0.72,,,state,nssp
1633,ny,pct_ed_visits_covid,202319,202551,136,0.36,,,state,nssp
1634,oh,pct_ed_visits_covid,202319,202551,136,0.56,,,state,nssp
1635,ok,pct_ed_visits_covid,202319,202551,136,0.37,,,state,nssp
1636,or,pct_ed_visits_covid,202319,202551,136,0.83,,,state,nssp
1637,pa,pct_ed_visits_covid,202319,202551,136,0.31,,,state,nssp
1638,ri,pct_ed_visits_covid,202319,202551,136,0.35,,,state,nssp
1639,sc,pct_ed_visits_covid,202319,202551,136,0.64,,,state,nssp
1640,sd,pct_ed_visits_covid,202319,202551,136,0.35,,,state,nssp
1641,tn,pct_ed_visits_covid,202319,202551,136,0.58,,,state,nssp
1642,tx,pct_ed_visits_covid,202319,202551,136,0.6,,,state,nssp
1643,ut,pct_ed_visits_covid,202319,202551,136,0.82,,,state,nssp
1644,va,pct_ed_visits_covid,202319,202551,136,0.54,,,state,nssp
1645,vt,pct_ed_visits_covid,202319,202551,136,0.44,,,state,nssp
1646,wa,pct_ed_visits_covid,202319,202551,136,0.95,,,state,nssp
1647,wi,pct_ed_visits_covid,202319,202551,136,0.73,,,state,nssp
1648,wv,pct_ed_visits_covid,202319,202551,136,0.46,,,state,nssp
1649,wy,pct_ed_visits_covid,202319,202551,136,1.06,,,state,nssp
1650,ak,pct_ed_visits_covid,202320,202551,135,0.82,,,state,nssp
1651,al,pct_ed_visits_covid,202320,202551,135,0.57,,,state,nssp
1652,ar,pct_ed_visits_covid,202320,202551,135,0.59,,,state,nssp
1653,az,pct_ed_visits_covid,202320,202551,135,1.17,,,state,nssp
1654,ca,pct_ed_visits_covid,202320,202551,135,0.76,,,state,nssp
1655,co,pct_ed_visits_covid,202320,202551,135,0.63,,,state,nssp
1656,ct,pct_ed_visits_covid,202320,202551,135,0.44,,,state,nssp
1657,dc,pct_ed_visits_covid,202320,202551,135,0.45,,,state,nssp
1658,de,pct_ed_visits_covid,202320,202551,135,0.39,,,state,nssp
1659,fl,pct_ed_visits_covid,202320,202551,135,0.87,,,state,nssp
1660,ga,pct_ed_visits_covid,202320,202551,135,0.31,,,state,nssp
1661,hi,pct_ed_visits_covid,202320,202551,135,1.68,,,state,nssp
1662,ia,pct_ed_visits_covid,202320,202551,135,0.94,,,state,nssp
1663,id,pct_ed_visits_covid,202320,202551,135,0.62,,,state,nssp
1664,il,pct_ed_visits_covid,202320,202551,135,0.71,,,state,nssp
1665,in,pct_ed_visits_covid,202320,202551,135,0.41,,,state,nssp
1666,ks,pct_ed_visits_covid,202320,202551,135,0.37,,,state,nssp
1667,ky,pct_ed_visits_covid,202320,202551,135,0.58,,,state,nssp
1668,la,pct_ed_visits_covid,202320,202551,135,0.67,,,state,nssp
1669,ma,pct_ed_visits_covid,202320,202551,135,0.54,,,state,nssp
1670,md,pct_ed_visits_covid,202320,202551,135,0.34,,,state,nssp
1671,me,pct_ed_visits_covid,202320,202551,135,0.55,,,state,nssp
1672,mi,pct_ed_visits_covid,202320,202551,135,0.65,,,state,nssp
1673,mn,pct_ed_visits_covid,202320,202551,135,0.45,,,state,nssp
1674,ms,pct_ed_visits_covid,202320,202551,135,0.65,,,state,nssp
1675,mt,pct_ed_visits_covid,202320,202551,135,0.43,,,state,nssp
1676,nc,pct_ed_visits_covid,202320,202551,135,0.62,,,state,nssp
1677,nd,pct_ed_visits_covid,202320,202551,135,0.56,,,state,nssp
1678,ne,pct_ed_visits_covid,202320,202551,135,0.31,,,state,nssp
1679,nh,pct_ed_visits_covid,202320,202551,135,0.43,,,state,nssp
1680,nj,pct_ed_visits_covid,202320,202551,135,0.3,,,state,nssp
1681,nm,pct_ed_visits_covid,202320,202551,135,1.39,,,state,nssp
1682,nv,pct_ed_visits_covid,202320,202551,135,0.76,,,state,nssp
1683,ny,pct_ed_visits_covid,202320,202551,135,0.38,,,state,nssp
1684,oh,pct_ed_visits_covid,202320,202551,135,0.43,,,state,nssp
1685,ok,pct_ed_visits_covid,202320,202551,135,0.32,,,state,nssp
1686,or,pct_ed_visits_covid,202320,202551,135,0.77,,,state,nssp
1687,pa,pct_ed_visits_covid,202320,202551,135,0.28,,,state,nssp
1688,ri,pct_ed_visits_covid,202320,202551,135,0.41,,,state,nssp
1689,sc,pct_ed_visits_covid,202320,202551,135,0.6,,,state,nssp
1690,sd,pct_ed_visits_covid,202320,202551,135,0.48,,,state,nssp
1691,tn,pct_ed_visits_covid,202320,202551,135,0.53,,,state,nssp
1692,tx,pct_ed_visits_covid,202320,202551,135,0.56,,,state,nssp
1693,ut,pct_ed_visits_covid,202320,202551,135,0.74,,,state,nssp
1694,va,pct_ed_visits_covid,202320,202551,135,0.49,,,state,nssp
1695,vt,pct_ed_visits_covid,202320,202551,135,0.51,,,state,nssp
1696,wa,pct_ed_visits_covid,202320,202551,135,0.93,,,state,nssp
1697,wi,pct_ed_visits_covid,202320,202551,135,0.52,,,state,nssp
1698,wv,pct_ed_visits_covid,202320,202551,135,0.41,,,state,nssp
1699,wy,pct_ed_visits_covid,202320,202551,135,0.67,,,state,nssp
1700,ak,pct_ed_visits_covid,202321,202551,134,0.83,,,state,nssp
1701,al,pct_ed_visits_covid,202321,202551,134,0.54,,,state,nssp
1702,ar,pct_ed_visits_covid,202321,202551,134,0.4,,,state,nssp
1703,az,pct_ed_visits_covid,202321,202551,134,0.91,,,state,nssp
1704,ca,pct_ed_visits_covid,202321,202551,134,0.63,,,state,nssp
1705,co,pct_ed_visits_covid,202321,202551,134,0.6,,,state,nssp
1706,ct,pct_ed_visits_covid,202321,202551,134,0.58,,,state,nssp
1707,dc,pct_ed_visits_covid,202321,202551,134,0.46,,,state,nssp
1708,de,pct_ed_visits_covid,202321,202551,134,0.28,,,state,nssp
1709,fl,pct_ed_visits_covid,202321,202551,134,0.94,,,state,nssp
1710,ga,pct_ed_visits_covid,202321,202551,134,0.33,,,state,nssp
1711,hi,pct_ed_visits_covid,202321,202551,134,1.92,,,state,nssp
1712,ia,pct_ed_visits_covid,202321,202551,134,0.81,,,state,nssp
1713,id,pct_ed_visits_covid,202321,202551,134,0.39,,,state,nssp
1714,il,pct_ed_visits_covid,202321,202551,134,0.53,,,state,nssp
1715,in,pct_ed_visits_covid,202321,202551,134,0.37,,,state,nssp
1716,ks,pct_ed_visits_covid,202321,202551,134,0.27,,,state,nssp
1717,ky,pct_ed_visits_covid,202321,202551,134,0.51,,,state,nssp
1718,la,pct_ed_visits_covid,202321,202551,134,0.68,,,state,nssp
