geo_value,time_value,value
ms,2023-06-17,0.36
mt,2023-06-17,0.3
nc,2023-06-17,0.55
nd,2023-06-17,0.13
ne,2023-06-17,0.2
nh,2023-06-17,0.57
nj,2023-06-17,0.31
nm,2023-06-17,0.74
nv,2023-06-17,0.67
ny,2023-06-17,0.35
oh,2023-06-17,0.24
ok,2023-06-17,0.24
or,2023-06-17,0.66
pa,2023-06-17,0.27
ri,2023-06-17,0.47
sc,2023-06-17,0.59
sd,2023-06-17,0.18
tn,2023-06-17,0.33
tx,2023-06-17,0.38
ut,2023-06-17,0.47
va,2023-06-17,0.52
vt,2023-06-17,0.6
wa,2023-06-17,0.79
wi,2023-06-17,0.32
wv,2023-06-17,0.36
wy,2023-06-17,0.36
ak,2023-06-24,1.68
al,2023-06-24,0.49
ar,2023-06-24,0.3
az,2023-06-24,0.89
ca,2023-06-24,0.61
co,2023-06-24,0.39
ct,2023-06-24,0.45
dc,2023-06-24,0.5
de,2023-06-24,0.25
fl,2023-06-24,1.19
ga,2023-06-24,0.35
hi,2023-06-24,1.73
ia,2023-06-24,0.71
id,2023-06-24,0.37
il,2023-06-24,0.41
in,2023-06-24,0.24
ks,2023-06-24,0.26
ky,2023-06-24,0.31
la,2023-06-24,0.66
ma,2023-06-24,0.54
md,2023-06-24,0.43
me,2023-06-24,0.3
mi,2023-06-24,0.38
mn,2023-06-24,0.29
ms,2023-06-24,0.56
mt,2023-06-24,0.48
nc,2023-06-24,0.52
nd,2023-06-24,0.23
ne,2023-06-24,0.23
nh,2023-06-24,0.46
nj,2023-06-24,0.32
nm,2023-06-24,0.69
nv,2023-06-24,0.66
ny,2023-06-24,0.32
oh,2023-06-24,0.26
ok,2023-06-24,0.31
or,2023-06-24,0.7
pa,2023-06-24,0.28
ri,2023-06-24,0.43
sc,2023-06-24,0.6
sd,2023-06-24,0.13
tn,2023-06-24,0.36
tx,2023-06-24,0.44
ut,2023-06-24,0.44
va,2023-06-24,0.44
vt,2023-06-24,0.69
wa,2023-06-24,1.02
wi,2023-06-24,0.3
wv,2023-06-24,0.38
wy,2023-06-24,0.5
ak,2023-07-01,1.45
al,2023-07-01,0.53
ar,2023-07-01,0.29
az,2023-07-01,0.83
ca,2023-07-01,0.7
co,2023-07-01,0.42
ct,2023-07-01,0.39
dc,2023-07-01,0.49
de,2023-07-01,0.41
fl,2023-07-01,1.34
ga,2023-07-01,0.38
hi,2023-07-01,1.95
ia,2023-07-01,0.77
id,2023-07-01,0.45
il,2023-07-01,0.4
in,2023-07-01,0.23
ks,2023-07-01,0.22
ky,2023-07-01,0.33
la,2023-07-01,0.87
ma,2023-07-01,0.48
md,2023-07-01,0.45
me,2023-07-01,0.34
mi,2023-07-01,0.36
mn,2023-07-01,0.37
ms,2023-07-01,0.48
mt,2023-07-01,0.4
nc,2023-07-01,0.53
nd,2023-07-01,0.21
ne,2023-07-01,0.24
nh,2023-07-01,0.48
nj,2023-07-01,0.34
nm,2023-07-01,0.8
nv,2023-07-01,0.71
ny,2023-07-01,0.32
oh,2023-07-01,0.25
ok,2023-07-01,0.32
or,2023-07-01,0.72
pa,2023-07-01,0.32
ri,2023-07-01,0.36
sc,2023-07-01,0.53
sd,2023-07-01,0.31
tn,2023-07-01,0.37
tx,2023-07-01,0.49
ut,2023-07-01,0.43
va,2023-07-01,0.49
vt,2023-07-01,0.48
wa,2023-07-01,0.92
wi,2023-07-01,0.23
wv,2023-07-01,0.29
wy,2023-07-01,0.58
ak,2023-07-08,1.98
al,2023-07-08,0.81
ar,2023-07-08,0.28
az,2023-07-08,0.91
ca,2023-07-08,0.78
co,2023-07-08,0.41
ct,2023-07-08,0.42
dc,2023-07-08,0.57
de,2023-07-08,0.38
fl,2023-07-08,1.54
ga,2023-07-08,0.44
hi,2023-07-08,2.02
ia,2023-07-08,0.74
id,2023-07-08,0.43
il,2023-07-08,0.45
in,2023-07-08,0.27
ks,2023-07-08,0.25
ky,2023-07-08,0.38
la,2023-07-08,1.06
ma,2023-07-08,0.49
md,2023-07-08,0.49
me,2023-07-08,0.45
mi,2023-07-08,0.34
mn,2023-07-08,0.32
ms,2023-07-08,0.59
mt,2023-07-08,0.54
nc,2023-07-08,0.67
nd,2023-07-08,0.29
ne,2023-07-08,0.14
nh,2023-07-08,0.64
nj,2023-07-08,0.35
nm,2023-07-08,0.77
nv,2023-07-08,0.75
ny,2023-07-08,0.36
oh,2023-07-08,0.3
ok,2023-07-08,0.34
or,2023-07-08,0.79
pa,2023-07-08,0.3
ri,2023-07-08,0.33
sc,2023-07-08,0.75
sd,2023-07-08,0.23
tn,2023-07-08,0.48
tx,2023-07-08,0.65
ut,2023-07-08,0.52
va,2023-07-08,0.58
vt,2023-07-08,0.35
wa,2023-07-08,1.12
wi,2023-07-08,0.28
wv,2023-07-08,0.24
wy,2023-07-08,0.55
ak,2023-07-15,1.67
al,2023-07-15,0.91
ar,2023-07-15,0.39
az,2023-07-15,0.89
ca,2023-07-15,0.81
co,2023-07-15,0.48
ct,2023-07-15,0.46
dc,2023-07-15,0.48
de,2023-07-15,0.6
fl,2023-07-15,1.75
ga,2023-07-15,0.56
hi,2023-07-15,2.17
ia,2023-07-15,0.9
id,2023-07-15,0.4
il,2023-07-15,0.44
in,2023-07-15,0.33
ks,2023-07-15,0.31
ky,2023-07-15,0.43
la,2023-07-15,1.27
ma,2023-07-15,0.53
md,2023-07-15,0.68
me,2023-07-15,0.59
mi,2023-07-15,0.36
mn,2023-07-15,0.35
ms,2023-07-15,0.71
mt,2023-07-15,0.53
nc,2023-07-15,0.73
nd,2023-07-15,0.28
ne,2023-07-15,0.18
nh,2023-07-15,0.53
nj,2023-07-15,0.43
nm,2023-07-15,0.76
nv,2023-07-15,0.83
ny,2023-07-15,0.4
oh,2023-07-15,0.34
ok,2023-07-15,0.25
or,2023-07-15,0.89
pa,2023-07-15,0.33
ri,2023-07-15,0.34
sc,2023-07-15,0.78
sd,2023-07-15,0.22
tn,2023-07-15,0.57
tx,2023-07-15,0.77
ut,2023-07-15,0.59
va,2023-07-15,0.62
vt,2023-07-15,0.5
wa,2023-07-15,1.05
wi,2023-07-15,0.27
wv,2023-07-15,0.36
wy,2023-07-15,0.64
ak,2023-07-22,1.92
al,2023-07-22,1.22
ar,2023-07-22,0.49
az,2023-07-22,0.88
ca,2023-07-22,0.96
co,2023-07-22,0.5
ct,2023-07-22,0.52
dc,2023-07-22,0.49
de,2023-07-22,0.68
fl,2023-07-22,2.09
ga,2023-07-22,0.72
hi,2023-07-22,2.37
ia,2023-07-22,0.87
id,2023-07-22,0.39
il,2023-07-22,0.58
in,2023-07-22,0.41
ks,2023-07-22,0.36
ky,2023-07-22,0.47
la,2023-07-22,1.74
ma,2023-07-22,0.72
md,2023-07-22,0.65
me,2023-07-22,0.53
mi,2023-07-22,0.4
mn,2023-07-22,0.54
ms,2023-07-22,1.13
mt,2023-07-22,0.51
nc,2023-07-22,0.97
nd,2023-07-22,0.5
ne,2023-07-22,0.18
nh,2023-07-22,0.46
nj,2023-07-22,0.54
nm,2023-07-22,0.9
nv,2023-07-22,0.87
ny,2023-07-22,0.51
oh,2023-07-22,0.41
ok,2023-07-22,0.39
or,2023-07-22,0.97
pa,2023-07-22,0.34
ri,2023-07-22,0.48
sc,2023-07-22,0.97
sd,2023-07-22,0.2
tn,2023-07-22,0.77
tx,2023-07-22,1
ut,2023-07-22,0.65
va,2023-07-22,0.75
vt,2023-07-22,0.48
wa,2023-07-22,1.1
wi,2023-07-22,0.38
wv,2023-07-22,0.38
wy,2023-07-22,0.56
ak,2023-07-29,1.97
al,2023-07-29,1.62
ar,2023-07-29,0.57
az,2023-07-29,0.96
ca,2023-07-29,1.25
co,2023-07-29,0.63
ct,2023-07-29,0.75
dc,2023-07-29,0.71
de,2023-07-29,0.84
fl,2023-07-29,2.55
ga,2023-07-29,0.97
hi,2023-07-29,3.22
ia,2023-07-29,0.98
id,2023-07-29,0.49
il,2023-07-29,0.74
in,2023-07-29,0.65
ks,2023-07-29,0.55
ky,2023-07-29,0.67
la,2023-07-29,2.1
ma,2023-07-29,0.85
md,2023-07-29,0.93
me,2023-07-29,0.71
mi,2023-07-29,0.5
mn,2023-07-29,0.64
ms,2023-07-29,1.63
mt,2023-07-29,0.68
nc,2023-07-29,1.21
nd,2023-07-29,0.53
ne,2023-07-29,0.45
nh,2023-07-29,0.69
nj,2023-07-29,0.65
nm,2023-07-29,1.15
nv,2023-07-29,0.86
ny,2023-07-29,0.67
oh,2023-07-29,0.52
ok,2023-07-29,0.63
or,2023-07-29,1.12
pa,2023-07-29,0.5
ri,2023-07-29,0.55
sc,2023-07-29,1.31
sd,2023-07-29,0.2
tn,2023-07-29,1.03
tx,2023-07-29,1.28
ut,2023-07-29,0.72
va,2023-07-29,0.89
vt,2023-07-29,0.69
wa,2023-07-29,1.22
wi,2023-07-29,0.44
wv,2023-07-29,0.46
wy,2023-07-29,0.63
ak,2023-08-05,1.69
al,2023-08-05,2.17
ar,2023-08-05,0.99
az,2023-08-05,1.17
ca,2023-08-05,1.53
co,2023-08-05,0.7
ct,2023-08-05,1.03
dc,2023-08-05,1
de,2023-08-05,1.04
fl,2023-08-05,3.02
ga,2023-08-05,1.33
hi,2023-08-05,3.46
ia,2023-08-05,1.12
id,2023-08-05,0.84
il,2023-08-05,0.98
in,2023-08-05,0.81
ks,2023-08-05,0.59
ky,2023-08-05,1.03
la,2023-08-05,2.38
ma,2023-08-05,0.95
md,2023-08-05,1.03
me,2023-08-05,0.71
mi,2023-08-05,0.69
mn,2023-08-05,0.8
ms,2023-08-05,2.11
mt,2023-08-05,0.73
nc,2023-08-05,1.46
nd,2023-08-05,0.64
ne,2023-08-05,0.35
nh,2023-08-05,0.85
nj,2023-08-05,0.78
nm,2023-08-05,1.08
nv,2023-08-05,1.1
ny,2023-08-05,0.81
oh,2023-08-05,0.66
ok,2023-08-05,0.9
or,2023-08-05,1.26
pa,2023-08-05,0.56
ri,2023-08-05,0.56
sc,2023-08-05,2.02
sd,2023-08-05,0.41
tn,2023-08-05,1.27
tx,2023-08-05,1.72
ut,2023-08-05,0.85
va,2023-08-05,1.17
vt,2023-08-05,1.25
wa,2023-08-05,1.57
wi,2023-08-05,0.59
wv,2023-08-05,0.86
wy,2023-08-05,1.1
ak,2023-08-12,1.71
al,2023-08-12,2.74
ar,2023-08-12,1.28
az,2023-08-12,1.28
ca,2023-08-12,1.81
co,2023-08-12,0.95
ct,2023-08-12,1.32
dc,2023-08-12,1.27
de,2023-08-12,1.07
fl,2023-08-12,3.34
ga,2023-08-12,1.69
hi,2023-08-12,3.8
ia,2023-08-12,1.44
id,2023-08-12,0.89
il,2023-08-12,1.13
in,2023-08-12,1.05
ks,2023-08-12,0.67
ky,2023-08-12,1.5
la,2023-08-12,2.78
ma,2023-08-12,1.31
md,2023-08-12,1.21
me,2023-08-12,0.95
mi,2023-08-12,0.85
mn,2023-08-12,0.94
ms,2023-08-12,2.9
mt,2023-08-12,0.98
nc,2023-08-12,1.98
nd,2023-08-12,0.68
ne,2023-08-12,0.67
nh,2023-08-12,1.01
nj,2023-08-12,0.91
nm,2023-08-12,1.61
nv,2023-08-12,1.47
ny,2023-08-12,1.08
oh,2023-08-12,0.8
ok,2023-08-12,1.09
or,2023-08-12,1.56
pa,2023-08-12,0.79
ri,2023-08-12,0.74
sc,2023-08-12,2.61
sd,2023-08-12,0.55
tn,2023-08-12,1.7
tx,2023-08-12,2.14
ut,2023-08-12,1.01
va,2023-08-12,1.47
vt,2023-08-12,1.35
wa,2023-08-12,1.84
wi,2023-08-12,0.72
wv,2023-08-12,0.91
wy,2023-08-12,0.96
ak,2023-08-19,1.62
al,2023-08-19,3.74
ar,2023-08-19,1.87
az,2023-08-19,1.76
ca,2023-08-19,2.33
co,2023-08-19,1.1
ct,2023-08-19,1.53
dc,2023-08-19,1.52
de,2023-08-19,1.39
fl,2023-08-19,3.67
ga,2023-08-19,2.34
hi,2023-08-19,4.1
ia,2023-08-19,1.82
id,2023-08-19,1.26
il,2023-08-19,1.54
in,2023-08-19,1.43
ks,2023-08-19,1.13
ky,2023-08-19,1.76
la,2023-08-19,3.44
ma,2023-08-19,1.59
md,2023-08-19,1.52
me,2023-08-19,1.19
mi,2023-08-19,0.98
mn,2023-08-19,1.19
ms,2023-08-19,3.72
mt,2023-08-19,1.22
nc,2023-08-19,2.48
nd,2023-08-19,1.09
ne,2023-08-19,0.84
nh,2023-08-19,0.85
nj,2023-08-19,1.15
nm,2023-08-19,2.1
nv,2023-08-19,1.76
ny,2023-08-19,1.18
oh,2023-08-19,1.03
ok,2023-08-19,1.23
or,2023-08-19,1.94
pa,2023-08-19,0.92
ri,2023-08-19,0.85
sc,2023-08-19,3.21
sd,2023-08-19,0.98
tn,2023-08-19,2.4
tx,2023-08-19,2.74
ut,2023-08-19,1.17
va,2023-08-19,1.9
vt,2023-08-19,1.32
wa,2023-08-19,2.15
wi,2023-08-19,0.82
wv,2023-08-19,1.33
wy,2023-08-19,1.44
ak,2023-08-26,1.95
al,2023-08-26,4.97
ar,2023-08-26,2.6
az,2023-08-26,1.7
ca,2023-08-26,2.42
co,2023-08-26,1.42
ct,2023-08-26,1.73
dc,2023-08-26,1.86
de,2023-08-26,1.16
fl,2023-08-26,4.48
ga,2023-08-26,2.54
hi,2023-08-26,4.21
ia,2023-08-26,2.24
id,2023-08-26,1.42
il,2023-08-26,1.89
in,2023-08-26,1.91
ks,2023-08-26,1.63
ky,2023-08-26,2.4
la,2023-08-26,4.15
ma,2023-08-26,1.71
md,2023-08-26,1.91
me,2023-08-26,1.65
mi,2023-08-26,1.31
mn,2023-08-26,1.52
ms,2023-08-26,3.7
mt,2023-08-26,1.51
nc,2023-08-26,2.99
nd,2023-08-26,0.86
ne,2023-08-26,1
nh,2023-08-26,1.44
nj,2023-08-26,1.29
nm,2023-08-26,2.23
nv,2023-08-26,1.9
ny,2023-08-26,1.46
oh,2023-08-26,1.38
ok,2023-08-26,1.6
or,2023-08-26,2.35
pa,2023-08-26,1.08
ri,2023-08-26,1.41
sc,2023-08-26,3.94
sd,2023-08-26,0.99
tn,2023-08-26,3.21
tx,2023-08-26,3.58
ut,2023-08-26,1.31
va,2023-08-26,2.44
vt,2023-08-26,1.42
wa,2023-08-26,2.5
wi,2023-08-26,1.04
wv,2023-08-26,1.72
wy,2023-08-26,1.62
ak,2023-09-02,2.34
al,2023-09-02,4.33
ar,2023-09-02,3.41
az,2023-09-02,1.79
ca,2023-09-02,2.52
co,2023-09-02,1.59
ct,2023-09-02,1.97
dc,2023-09-02,2.23
de,2023-09-02,1.39
fl,2023-09-02,4.2
ga,2023-09-02,1.99
hi,2023-09-02,3.94
ia,2023-09-02,2.49
id,2023-09-02,1.87
il,2023-09-02,1.96
in,2023-09-02,1.87
ks,2023-09-02,1.91
ky,2023-09-02,2.65
la,2023-09-02,3.81
ma,2023-09-02,1.95
md,2023-09-02,2.24
me,2023-09-02,1.5
mi,2023-09-02,1.52
mn,2023-09-02,1.56
ms,2023-09-02,3.17
mt,2023-09-02,1.75
nc,2023-09-02,3.23
nd,2023-09-02,1.06
ne,2023-09-02,0.99
nh,2023-09-02,1.65
nj,2023-09-02,1.5
nm,2023-09-02,2.16
nv,2023-09-02,1.79
ny,2023-09-02,1.57
oh,2023-09-02,1.72
ok,2023-09-02,1.69
or,2023-09-02,2.48
pa,2023-09-02,1.38
ri,2023-09-02,1.49
sc,2023-09-02,4.05
sd,2023-09-02,1.18
tn,2023-09-02,2.84
tx,2023-09-02,3.78
ut,2023-09-02,1.73
va,2023-09-02,2.57
vt,2023-09-02,1.65
wa,2023-09-02,2.73
wi,2023-09-02,1.22
wv,2023-09-02,2.45
wy,2023-09-02,1.77
ak,2023-09-09,2.57
al,2023-09-09,3.5
ar,2023-09-09,3.52
az,2023-09-09,1.81
ca,2023-09-09,2.58
co,2023-09-09,1.77
ct,2023-09-09,2.36
dc,2023-09-09,2.74
de,2023-09-09,1.79
fl,2023-09-09,3.33
ga,2023-09-09,1.51
hi,2023-09-09,3.89
ia,2023-09-09,2.51
id,2023-09-09,2.13
il,2023-09-09,1.99
in,2023-09-09,1.82
ks,2023-09-09,2.44
ky,2023-09-09,2.65
la,2023-09-09,3.16
ma,2023-09-09,2.16
md,2023-09-09,2.49
me,2023-09-09,1.77
mi,2023-09-09,1.96
mn,2023-09-09,1.71
ms,2023-09-09,2.81
mt,2023-09-09,1.97
nc,2023-09-09,3.57
nd,2023-09-09,1.43
ne,2023-09-09,1.07
nh,2023-09-09,1.65
nj,2023-09-09,1.86
nm,2023-09-09,1.93
nv,2023-09-09,1.9
ny,2023-09-09,1.87
oh,2023-09-09,2.13
ok,2023-09-09,1.57
or,2023-09-09,2.72
pa,2023-09-09,1.71
ri,2023-09-09,1.75
sc,2023-09-09,3.57
sd,2023-09-09,1.27
tn,2023-09-09,2.35
tx,2023-09-09,3.24
ut,2023-09-09,2.04
va,2023-09-09,2.69
vt,2023-09-09,2.11
wa,2023-09-09,3.02
wi,2023-09-09,1.34
wv,2023-09-09,2.79
wy,2023-09-09,2.25
ak,2023-09-16,2.5
al,2023-09-16,2.61
ar,2023-09-16,2.36
az,2023-09-16,1.7
ca,2023-09-16,2.06
co,2023-09-16,1.65
ct,2023-09-16,2.27
dc,2023-09-16,2.27
de,2023-09-16,1.97
fl,2023-09-16,2.3
ga,2023-09-16,1.17
hi,2023-09-16,3.32
ia,2023-09-16,2.56
id,2023-09-16,2.13
il,2023-09-16,1.76
in,2023-09-16,1.55
ks,2023-09-16,1.77
ky,2023-09-16,2.21
la,2023-09-16,2.44
ma,2023-09-16,2.01
md,2023-09-16,2.05
me,2023-09-16,1.69
mi,2023-09-16,2.01
mn,2023-09-16,2.02
ms,2023-09-16,1.99
mt,2023-09-16,2.4
nc,2023-09-16,3.41
nd,2023-09-16,1.66
ne,2023-09-16,0.99
nh,2023-09-16,2.27
nj,2023-09-16,1.86
nm,2023-09-16,2.02
nv,2023-09-16,1.7
ny,2023-09-16,1.86
oh,2023-09-16,1.84
ok,2023-09-16,1.82
or,2023-09-16,3.28
pa,2023-09-16,1.57
ri,2023-09-16,1.63
sc,2023-09-16,2.76
sd,2023-09-16,1.54
tn,2023-09-16,1.7
tx,2023-09-16,2.35
ut,2023-09-16,1.93
va,2023-09-16,2.38
vt,2023-09-16,1.91
wa,2023-09-16,3.1
wi,2023-09-16,1.41
wv,2023-09-16,2.59
wy,2023-09-16,2.11
ak,2023-09-23,1.98
al,2023-09-23,1.83
ar,2023-09-23,2.06
az,2023-09-23,1.91
ca,2023-09-23,1.73
co,2023-09-23,1.86
ct,2023-09-23,2.39
dc,2023-09-23,2.04
de,2023-09-23,1.93
fl,2023-09-23,1.79
ga,2023-09-23,0.96
hi,2023-09-23,2.89
ia,2023-09-23,2.44
id,2023-09-23,2.24
il,2023-09-23,1.69
in,2023-09-23,1.52
ks,2023-09-23,1.63
ky,2023-09-23,1.98
la,2023-09-23,1.67
ma,2023-09-23,2.2
md,2023-09-23,2.1
me,2023-09-23,1.69
mi,2023-09-23,2.09
mn,2023-09-23,2.43
ms,2023-09-23,1.86
mt,2023-09-23,2.82
nc,2023-09-23,3
nd,2023-09-23,1.32
ne,2023-09-23,0.95
nh,2023-09-23,2.13
nj,2023-09-23,1.91
nm,2023-09-23,2.39
nv,2023-09-23,1.62
ny,2023-09-23,1.94
oh,2023-09-23,1.73
ok,2023-09-23,1.24
or,2023-09-23,3.1
pa,2023-09-23,1.64
ri,2023-09-23,1.77
sc,2023-09-23,2.34
sd,2023-09-23,1.5
tn,2023-09-23,1.34
tx,2023-09-23,1.81
ut,2023-09-23,2.11
va,2023-09-23,2.33
vt,2023-09-23,2.29
wa,2023-09-23,2.99
wi,2023-09-23,1.94
wv,2023-09-23,2.58
wy,2023-09-23,2.25
ak,2023-09-30,1.83
al,2023-09-30,1.46
ar,2023-09-30,1.56
az,2023-09-30,2.24
ca,2023-09-30,1.43
co,2023-09-30,1.99
ct,2023-09-30,2.23
dc,2023-09-30,1.47
de,2023-09-30,1.68
fl,2023-09-30,1.45
ga,2023-09-30,0.85
hi,2023-09-30,2.8
ia,2023-09-30,2.24
id,2023-09-30,2.34
il,2023-09-30,1.46
in,2023-09-30,1.29
ks,2023-09-30,1.43
ky,2023-09-30,1.9
la,2023-09-30,1.39
ma,2023-09-30,2.16
md,2023-09-30,1.89
me,2023-09-30,1.83
mi,2023-09-30,1.86
mn,2023-09-30,2.22
ms,2023-09-30,1.53
mt,2023-09-30,3.07
nc,2023-09-30,2.48
nd,2023-09-30,1.55
ne,2023-09-30,0.96
nh,2023-09-30,1.91
nj,2023-09-30,1.74
nm,2023-09-30,2.81
nv,2023-09-30,1.67
ny,2023-09-30,1.91
oh,2023-09-30,1.5
ok,2023-09-30,0.99
or,2023-09-30,3.34
pa,2023-09-30,1.55
ri,2023-09-30,1.83
sc,2023-09-30,1.98
sd,2023-09-30,1.6
tn,2023-09-30,1.19
tx,2023-09-30,1.44
ut,2023-09-30,1.92
va,2023-09-30,1.93
vt,2023-09-30,2.69
wa,2023-09-30,2.78
wi,2023-09-30,1.73
wv,2023-09-30,2.36
wy,2023-09-30,2.65
ak,2023-10-07,1.47
al,2023-10-07,1.23
ar,2023-10-07,1.24
az,2023-10-07,2.26
ca,2023-10-07,1.28
co,2023-10-07,2.05
ct,2023-10-07,1.98
dc,2023-10-07,1.18
de,2023-10-07,1.47
fl,2023-10-07,1.22
ga,2023-10-07,0.7
hi,2023-10-07,2.29
ia,2023-10-07,1.92
id,2023-10-07,2.37
il,2023-10-07,1.28
in,2023-10-07,1.1
ks,2023-10-07,1.1
ky,2023-10-07,1.67
la,2023-10-07,1.11
ma,2023-10-07,2.07
md,2023-10-07,1.57
me,2023-10-07,1.99
mi,2023-10-07,1.51
mn,2023-10-07,1.63
ms,2023-10-07,1.32
mt,2023-10-07,2.98
nc,2023-10-07,2.12
nd,2023-10-07,1.08
ne,2023-10-07,0.75
nh,2023-10-07,1.99
nj,2023-10-07,1.52
nm,2023-10-07,2.83
nv,2023-10-07,1.58
ny,2023-10-07,1.56
oh,2023-10-07,1.18
ok,2023-10-07,0.95
or,2023-10-07,2.8
pa,2023-10-07,1.43
ri,2023-10-07,1.68
sc,2023-10-07,1.78
sd,2023-10-07,1.4
tn,2023-10-07,1.13
tx,2023-10-07,1.16
ut,2023-10-07,1.94
va,2023-10-07,1.59
vt,2023-10-07,2.16
wa,2023-10-07,2.57
wi,2023-10-07,1.45
wv,2023-10-07,2.17
wy,2023-10-07,3.12
ak,2023-10-14,1.2
al,2023-10-14,1.17
ar,2023-10-14,1.1
az,2023-10-14,2.37
ca,2023-10-14,1.16
co,2023-10-14,2.32
ct,2023-10-14,1.6
dc,2023-10-14,1.1
de,2023-10-14,1.32
fl,2023-10-14,1.08
ga,2023-10-14,0.65
hi,2023-10-14,2.49
ia,2023-10-14,2.01
id,2023-10-14,2.21
il,2023-10-14,1.31
in,2023-10-14,1.18
ks,2023-10-14,1.18
ky,2023-10-14,1.67
la,2023-10-14,1.05
ma,2023-10-14,1.72
md,2023-10-14,1.35
me,2023-10-14,1.75
mi,2023-10-14,1.35
mn,2023-10-14,1.83
ms,2023-10-14,1.18
mt,2023-10-14,2.73
nc,2023-10-14,1.82
nd,2023-10-14,1.42
ne,2023-10-14,0.78
nh,2023-10-14,1.49
nj,2023-10-14,1.24
nm,2023-10-14,3.09
nv,2023-10-14,1.69
ny,2023-10-14,1.22
oh,2023-10-14,1.18
ok,2023-10-14,0.9
or,2023-10-14,2.35
pa,2023-10-14,1.15
ri,2023-10-14,1.45
sc,2023-10-14,1.6
sd,2023-10-14,1.27
tn,2023-10-14,1.03
tx,2023-10-14,1.08
ut,2023-10-14,1.79
va,2023-10-14,1.62
vt,2023-10-14,1.77
wa,2023-10-14,2.28
wi,2023-10-14,1.35
wv,2023-10-14,2
wy,2023-10-14,2.1
ak,2023-10-21,1.24
al,2023-10-21,1.18
ar,2023-10-21,1.02
az,2023-10-21,2.59
ca,2023-10-21,1.18
co,2023-10-21,2.46
ct,2023-10-21,1.51
dc,2023-10-21,1.28
de,2023-10-21,1.13
fl,2023-10-21,1
ga,2023-10-21,0.63
hi,2023-10-21,2.01
ia,2023-10-21,2.12
id,2023-10-21,1.92
il,2023-10-21,1.57
in,2023-10-21,1.51
ks,2023-10-21,1.53
ky,2023-10-21,1.73
la,2023-10-21,0.98
ma,2023-10-21,1.6
md,2023-10-21,1.48
me,2023-10-21,1.57
mi,2023-10-21,1.43
mn,2023-10-21,1.93
ms,2023-10-21,1.12
mt,2023-10-21,2.55
nc,2023-10-21,1.56
nd,2023-10-21,1.65
ne,2023-10-21,1.06
nh,2023-10-21,1.47
nj,2023-10-21,1.06
nm,2023-10-21,3.6
nv,2023-10-21,1.66
ny,2023-10-21,1.09
oh,2023-10-21,1.37
ok,2023-10-21,1.43
or,2023-10-21,2.03
pa,2023-10-21,1.21
ri,2023-10-21,1.36
sc,2023-10-21,1.36
sd,2023-10-21,1.37
tn,2023-10-21,1.11
tx,2023-10-21,1.1
ut,2023-10-21,1.94
va,2023-10-21,1.59
vt,2023-10-21,1.8
wa,2023-10-21,1.75
wi,2023-10-21,1.6
wv,2023-10-21,2.33
wy,2023-10-21,2.28
ak,2023-10-28,1.29
al,2023-10-28,1.13
ar,2023-10-28,0.94
az,2023-10-28,2.52
ca,2023-10-28,1.08
co,2023-10-28,2.36
ct,2023-10-28,1.56
dc,2023-10-28,1.16
de,2023-10-28,1.31
fl,2023-10-28,0.94
ga,2023-10-28,0.67
hi,2023-10-28,2.03
ia,2023-10-28,2
id,2023-10-28,1.68
il,2023-10-28,1.61
in,2023-10-28,1.37
ks,2023-10-28,1.39
ky,2023-10-28,1.88
la,2023-10-28,1.01
ma,2023-10-28,1.37
md,2023-10-28,1.43
me,2023-10-28,1.68
mi,2023-10-28,1.56
mn,2023-10-28,1.9
ms,2023-10-28,1.41
mt,2023-10-28,2.11
nc,2023-10-28,1.6
nd,2023-10-28,1.27
ne,2023-10-28,1.42
nh,2023-10-28,1.38
nj,2023-10-28,0.98
nm,2023-10-28,4.23
nv,2023-10-28,1.72
ny,2023-10-28,1.08
oh,2023-10-28,1.49
ok,2023-10-28,1.6
or,2023-10-28,1.83
pa,2023-10-28,1.25
ri,2023-10-28,1.03
sc,2023-10-28,1.23
sd,2023-10-28,1.84
tn,2023-10-28,1.25
tx,2023-10-28,1.18
ut,2023-10-28,1.93
va,2023-10-28,1.77
vt,2023-10-28,1.79
wa,2023-10-28,1.55
wi,2023-10-28,1.8
wv,2023-10-28,2.52
wy,2023-10-28,2.1
ak,2023-11-04,1.39
al,2023-11-04,1.09
ar,2023-11-04,0.9
az,2023-11-04,2.35
ca,2023-11-04,1.06
co,2023-11-04,2.44
ct,2023-11-04,1.49
dc,2023-11-04,0.92
de,2023-11-04,1.15
fl,2023-11-04,0.82
ga,2023-11-04,0.66
hi,2023-11-04,1.67
ia,2023-11-04,1.73
id,2023-11-04,1.59
il,2023-11-04,1.76
in,2023-11-04,1.42
ks,2023-11-04,1.64
ky,2023-11-04,2.08
la,2023-11-04,0.8
ma,2023-11-04,1.16
md,2023-11-04,1.46
me,2023-11-04,1.59
mi,2023-11-04,1.59
mn,2023-11-04,2
ms,2023-11-04,1.16
mt,2023-11-04,2.27
nc,2023-11-04,1.49
nd,2023-11-04,1.76
ne,2023-11-04,1.32
nh,2023-11-04,1.27
nj,2023-11-04,0.88
nm,2023-11-04,4.9
nv,2023-11-04,1.58
ny,2023-11-04,0.96
oh,2023-11-04,1.59
ok,2023-11-04,1.49
or,2023-11-04,1.94
pa,2023-11-04,1.19
ri,2023-11-04,0.89
sc,2023-11-04,1.38
sd,2023-11-04,2.35
