geo_value,time_value,value
dc,2023-01-28,2.64
de,2023-01-28,2.66
fl,2023-01-28,2.47
ga,2023-01-28,1.79
hi,2023-01-28,1.98
ia,2023-01-28,2.37
id,2023-01-28,1.67
il,2023-01-28,1.98
in,2023-01-28,1.77
ks,2023-01-28,1.74
ky,2023-01-28,2.18
la,2023-01-28,2.65
ma,2023-01-28,2.97
md,2023-01-28,2.58
me,2023-01-28,2.81
mi,2023-01-28,1.72
mn,2023-01-28,2.48
ms,2023-01-28,2.4
mt,2023-01-28,1.58
nc,2023-01-28,3.09
nd,2023-01-28,2.64
ne,2023-01-28,1.12
nh,2023-01-28,1.61
nj,2023-01-28,2.81
nm,2023-01-28,1.63
nv,2023-01-28,1.21
ny,2023-01-28,1.99
oh,2023-01-28,1.58
ok,2023-01-28,2.08
or,2023-01-28,1.91
pa,2023-01-28,2.03
ri,2023-01-28,2.8
sc,2023-01-28,2.47
sd,2023-01-28,1.32
tn,2023-01-28,2.4
tx,2023-01-28,2.12
ut,2023-01-28,1.36
va,2023-01-28,3.18
vt,2023-01-28,3.58
wa,2023-01-28,2.59
wi,2023-01-28,1.61
wv,2023-01-28,2.69
wy,2023-01-28,1.62
ak,2023-02-04,2.66
al,2023-02-04,2.82
ar,2023-02-04,1.35
az,2023-02-04,1.53
ca,2023-02-04,1.6
co,2023-02-04,1.51
ct,2023-02-04,2.39
dc,2023-02-04,2.02
de,2023-02-04,3.01
fl,2023-02-04,2.23
ga,2023-02-04,1.72
hi,2023-02-04,2.04
ia,2023-02-04,2.44
id,2023-02-04,1.81
il,2023-02-04,1.92
in,2023-02-04,1.78
ks,2023-02-04,1.51
ky,2023-02-04,2.34
la,2023-02-04,2.65
ma,2023-02-04,2.73
md,2023-02-04,2.21
me,2023-02-04,2.42
mi,2023-02-04,1.7
mn,2023-02-04,2.57
ms,2023-02-04,2.37
mt,2023-02-04,2.05
nc,2023-02-04,2.89
nd,2023-02-04,3.61
ne,2023-02-04,1.09
nh,2023-02-04,2.3
nj,2023-02-04,2.48
nm,2023-02-04,1.65
nv,2023-02-04,1.23
ny,2023-02-04,1.82
oh,2023-02-04,1.55
ok,2023-02-04,2.15
or,2023-02-04,2.33
pa,2023-02-04,1.94
ri,2023-02-04,2.36
sc,2023-02-04,2.5
sd,2023-02-04,1.36
tn,2023-02-04,2.44
tx,2023-02-04,2.08
ut,2023-02-04,1.56
va,2023-02-04,2.93
vt,2023-02-04,3.67
wa,2023-02-04,2.81
wi,2023-02-04,1.5
wv,2023-02-04,2.57
wy,2023-02-04,1.43
ak,2023-02-11,2.54
al,2023-02-11,2.64
ar,2023-02-11,1.09
az,2023-02-11,1.66
ca,2023-02-11,1.7
co,2023-02-11,1.8
ct,2023-02-11,2.2
dc,2023-02-11,1.91
de,2023-02-11,2.48
fl,2023-02-11,1.93
ga,2023-02-11,1.28
hi,2023-02-11,1.79
ia,2023-02-11,2.45
id,2023-02-11,1.99
il,2023-02-11,2.08
in,2023-02-11,1.88
ks,2023-02-11,1.74
ky,2023-02-11,2.19
la,2023-02-11,2.62
ma,2023-02-11,2.45
md,2023-02-11,1.99
me,2023-02-11,3.08
mi,2023-02-11,1.8
mn,2023-02-11,2.82
ms,2023-02-11,2.3
mt,2023-02-11,2.37
nc,2023-02-11,2.75
nd,2023-02-11,3.27
ne,2023-02-11,1.52
nh,2023-02-11,1.73
nj,2023-02-11,2.02
nm,2023-02-11,1.55
nv,2023-02-11,1.31
ny,2023-02-11,1.49
oh,2023-02-11,1.68
ok,2023-02-11,1.61
or,2023-02-11,2.43
pa,2023-02-11,1.92
ri,2023-02-11,1.91
sc,2023-02-11,2.11
sd,2023-02-11,2.05
tn,2023-02-11,2.3
tx,2023-02-11,1.83
ut,2023-02-11,1.97
va,2023-02-11,2.51
vt,2023-02-11,2.93
wa,2023-02-11,2.84
wi,2023-02-11,1.73
wv,2023-02-11,2.36
wy,2023-02-11,1.54
ak,2023-02-18,2.78
al,2023-02-18,2.32
ar,2023-02-18,1.1
az,2023-02-18,1.85
ca,2023-02-18,1.76
co,2023-02-18,1.96
ct,2023-02-18,1.8
dc,2023-02-18,1.78
de,2023-02-18,2.3
fl,2023-02-18,1.76
ga,2023-02-18,1.02
hi,2023-02-18,1.76
ia,2023-02-18,2.77
id,2023-02-18,2.3
il,2023-02-18,2.09
in,2023-02-18,1.97
ks,2023-02-18,1.84
ky,2023-02-18,2.12
la,2023-02-18,2.33
ma,2023-02-18,2.22
md,2023-02-18,1.72
me,2023-02-18,3.36
mi,2023-02-18,2.07
mn,2023-02-18,2.59
ms,2023-02-18,1.83
mt,2023-02-18,2.21
nc,2023-02-18,2.43
nd,2023-02-18,3.44
ne,2023-02-18,1.63
nh,2023-02-18,2.21
nj,2023-02-18,1.66
nm,2023-02-18,1.89
nv,2023-02-18,1.37
ny,2023-02-18,1.4
oh,2023-02-18,1.75
ok,2023-02-18,1.75
or,2023-02-18,2.19
pa,2023-02-18,1.83
ri,2023-02-18,1.64
sc,2023-02-18,1.64
sd,2023-02-18,1.78
tn,2023-02-18,2.05
tx,2023-02-18,1.62
ut,2023-02-18,2.13
va,2023-02-18,2
vt,2023-02-18,2.44
wa,2023-02-18,2.57
wi,2023-02-18,1.81
wv,2023-02-18,2.36
wy,2023-02-18,2.33
ak,2023-02-25,2.57
al,2023-02-25,1.79
ar,2023-02-25,1.17
az,2023-02-25,1.9
ca,2023-02-25,1.79
co,2023-02-25,1.9
ct,2023-02-25,1.6
dc,2023-02-25,1.27
de,2023-02-25,1.77
fl,2023-02-25,1.58
ga,2023-02-25,1.02
hi,2023-02-25,1.54
ia,2023-02-25,2.43
id,2023-02-25,2.49
il,2023-02-25,2.14
in,2023-02-25,1.99
ks,2023-02-25,1.78
ky,2023-02-25,1.85
la,2023-02-25,2.07
ma,2023-02-25,1.94
md,2023-02-25,1.44
me,2023-02-25,3.37
mi,2023-02-25,2.24
mn,2023-02-25,2.59
ms,2023-02-25,1.49
mt,2023-02-25,2.92
nc,2023-02-25,2.09
nd,2023-02-25,2.53
ne,2023-02-25,1.66
nh,2023-02-25,1.94
nj,2023-02-25,1.32
nm,2023-02-25,1.9
nv,2023-02-25,1.39
ny,2023-02-25,1.35
oh,2023-02-25,1.72
ok,2023-02-25,1.49
or,2023-02-25,2.04
pa,2023-02-25,1.7
ri,2023-02-25,1.38
sc,2023-02-25,1.45
sd,2023-02-25,2.1
tn,2023-02-25,1.83
tx,2023-02-25,1.64
ut,2023-02-25,2.3
va,2023-02-25,1.57
vt,2023-02-25,2.56
wa,2023-02-25,2.42
wi,2023-02-25,2
wv,2023-02-25,2.18
wy,2023-02-25,1.9
ak,2023-03-04,2.55
al,2023-03-04,1.33
ar,2023-03-04,1.07
az,2023-03-04,1.88
ca,2023-03-04,1.55
co,2023-03-04,1.75
ct,2023-03-04,1.29
dc,2023-03-04,1.12
de,2023-03-04,1.28
fl,2023-03-04,1.44
ga,2023-03-04,0.88
hi,2023-03-04,1.65
ia,2023-03-04,2.81
id,2023-03-04,2.44
il,2023-03-04,2.03
in,2023-03-04,1.56
ks,2023-03-04,1.48
ky,2023-03-04,1.52
la,2023-03-04,1.73
ma,2023-03-04,1.64
md,2023-03-04,1.22
me,2023-03-04,3.05
mi,2023-03-04,2.1
mn,2023-03-04,2.18
ms,2023-03-04,1.4
mt,2023-03-04,2.24
nc,2023-03-04,1.65
nd,2023-03-04,2.32
ne,2023-03-04,1.87
nh,2023-03-04,1.76
nj,2023-03-04,1.11
nm,2023-03-04,1.95
nv,2023-03-04,1.23
ny,2023-03-04,1.06
oh,2023-03-04,1.68
ok,2023-03-04,1.44
or,2023-03-04,1.73
pa,2023-03-04,1.32
ri,2023-03-04,1.25
sc,2023-03-04,1.35
sd,2023-03-04,1.46
tn,2023-03-04,1.36
tx,2023-03-04,1.42
ut,2023-03-04,2.18
va,2023-03-04,1.34
vt,2023-03-04,2.41
wa,2023-03-04,2.35
wi,2023-03-04,1.73
wv,2023-03-04,1.9
wy,2023-03-04,1.51
ak,2023-03-11,2.37
al,2023-03-11,0.97
ar,2023-03-11,0.81
az,2023-03-11,1.63
ca,2023-03-11,1.4
co,2023-03-11,1.58
ct,2023-03-11,1.07
dc,2023-03-11,0.66
de,2023-03-11,1.19
fl,2023-03-11,1.27
ga,2023-03-11,0.61
hi,2023-03-11,1.51
ia,2023-03-11,2.87
id,2023-03-11,2.13
il,2023-03-11,1.87
in,2023-03-11,1.44
ks,2023-03-11,1.42
ky,2023-03-11,1.26
la,2023-03-11,1.34
ma,2023-03-11,1.38
md,2023-03-11,1.02
me,2023-03-11,2.37
mi,2023-03-11,1.96
mn,2023-03-11,2.15
ms,2023-03-11,0.92
mt,2023-03-11,2.43
nc,2023-03-11,1.25
nd,2023-03-11,1.73
ne,2023-03-11,1.91
nh,2023-03-11,1.35
nj,2023-03-11,0.91
nm,2023-03-11,1.81
nv,2023-03-11,1.3
ny,2023-03-11,0.83
oh,2023-03-11,1.61
ok,2023-03-11,1.53
or,2023-03-11,1.49
pa,2023-03-11,1.21
ri,2023-03-11,0.91
sc,2023-03-11,0.95
sd,2023-03-11,0.9
tn,2023-03-11,1.12
tx,2023-03-11,1.26
ut,2023-03-11,1.98
va,2023-03-11,1.07
vt,2023-03-11,2.01
wa,2023-03-11,2.16
wi,2023-03-11,1.76
wv,2023-03-11,1.85
wy,2023-03-11,1.82
ak,2023-03-18,1.96
al,2023-03-18,0.87
ar,2023-03-18,0.68
az,2023-03-18,1.73
ca,2023-03-18,1.15
co,2023-03-18,1.35
ct,2023-03-18,0.91
dc,2023-03-18,0.7
de,2023-03-18,1.21
fl,2023-03-18,1.26
ga,2023-03-18,0.65
hi,2023-03-18,1.8
ia,2023-03-18,2.68
id,2023-03-18,1.77
il,2023-03-18,1.78
in,2023-03-18,1.29
ks,2023-03-18,1.39
ky,2023-03-18,1.2
la,2023-03-18,1.29
ma,2023-03-18,1.29
md,2023-03-18,0.85
me,2023-03-18,2.08
mi,2023-03-18,1.91
mn,2023-03-18,1.72
ms,2023-03-18,0.96
mt,2023-03-18,2.27
nc,2023-03-18,1.19
nd,2023-03-18,1.76
ne,2023-03-18,1.65
nh,2023-03-18,1.25
nj,2023-03-18,0.75
nm,2023-03-18,1.96
nv,2023-03-18,1.15
ny,2023-03-18,0.8
oh,2023-03-18,1.47
ok,2023-03-18,1.72
or,2023-03-18,1.57
pa,2023-03-18,1.01
ri,2023-03-18,0.8
sc,2023-03-18,0.87
sd,2023-03-18,1.16
tn,2023-03-18,1.03
tx,2023-03-18,1.04
ut,2023-03-18,1.77
va,2023-03-18,0.98
vt,2023-03-18,1.4
wa,2023-03-18,2.05
wi,2023-03-18,1.66
wv,2023-03-18,1.48
wy,2023-03-18,1.3
ak,2023-03-25,2.1
al,2023-03-25,1.06
ar,2023-03-25,0.83
az,2023-03-25,1.66
ca,2023-03-25,1.01
co,2023-03-25,1.48
ct,2023-03-25,0.83
dc,2023-03-25,0.82
de,2023-03-25,0.84
fl,2023-03-25,1.26
ga,2023-03-25,0.58
hi,2023-03-25,2.51
ia,2023-03-25,2.64
id,2023-03-25,1.57
il,2023-03-25,1.76
in,2023-03-25,1.29
ks,2023-03-25,1.23
ky,2023-03-25,1.32
la,2023-03-25,1.18
ma,2023-03-25,1.11
md,2023-03-25,0.78
me,2023-03-25,1.8
mi,2023-03-25,2.01
mn,2023-03-25,1.46
ms,2023-03-25,1.04
mt,2023-03-25,2.13
nc,2023-03-25,1.07
nd,2023-03-25,1.7
ne,2023-03-25,1.61
nh,2023-03-25,0.85
nj,2023-03-25,0.66
nm,2023-03-25,2.2
nv,2023-03-25,1.21
ny,2023-03-25,0.68
oh,2023-03-25,1.34
ok,2023-03-25,1.38
or,2023-03-25,1.47
pa,2023-03-25,0.88
ri,2023-03-25,0.7
sc,2023-03-25,0.91
sd,2023-03-25,0.98
tn,2023-03-25,0.97
tx,2023-03-25,1.03
ut,2023-03-25,1.34
va,2023-03-25,0.91
vt,2023-03-25,1.41
wa,2023-03-25,1.92
wi,2023-03-25,1.65
wv,2023-03-25,1.37
wy,2023-03-25,1.62
ak,2023-04-01,1.74
al,2023-04-01,0.91
ar,2023-04-01,0.8
az,2023-04-01,1.53
ca,2023-04-01,1
co,2023-04-01,1.36
ct,2023-04-01,0.87
dc,2023-04-01,0.65
de,2023-04-01,0.58
fl,2023-04-01,1.2
ga,2023-04-01,0.45
hi,2023-04-01,3.13
ia,2023-04-01,2.4
id,2023-04-01,1.39
il,2023-04-01,1.72
in,2023-04-01,1.19
ks,2023-04-01,1.06
ky,2023-04-01,1.06
la,2023-04-01,1.13
ma,2023-04-01,1.07
md,2023-04-01,0.7
me,2023-04-01,1.7
mi,2023-04-01,1.94
mn,2023-04-01,1.67
ms,2023-04-01,0.96
mt,2023-04-01,2.01
nc,2023-04-01,1.04
nd,2023-04-01,1.54
ne,2023-04-01,1.62
nh,2023-04-01,0.85
nj,2023-04-01,0.51
nm,2023-04-01,2.15
nv,2023-04-01,0.99
ny,2023-04-01,0.62
oh,2023-04-01,1.22
ok,2023-04-01,0.91
or,2023-04-01,1.39
pa,2023-04-01,0.8
ri,2023-04-01,0.86
sc,2023-04-01,0.84
sd,2023-04-01,1.21
tn,2023-04-01,0.92
tx,2023-04-01,1
ut,2023-04-01,1.41
va,2023-04-01,0.83
vt,2023-04-01,1.35
wa,2023-04-01,1.67
wi,2023-04-01,1.63
wv,2023-04-01,1.28
wy,2023-04-01,1.34
ak,2023-04-08,1.54
al,2023-04-08,0.82
ar,2023-04-08,0.78
az,2023-04-08,1.62
ca,2023-04-08,0.96
co,2023-04-08,1.13
ct,2023-04-08,0.78
dc,2023-04-08,0.67
de,2023-04-08,0.64
fl,2023-04-08,1.14
ga,2023-04-08,0.48
hi,2023-04-08,3.53
ia,2023-04-08,1.97
id,2023-04-08,1.22
il,2023-04-08,1.5
in,2023-04-08,1.04
ks,2023-04-08,0.87
ky,2023-04-08,1.02
la,2023-04-08,0.94
ma,2023-04-08,1.01
md,2023-04-08,0.6
me,2023-04-08,1.28
mi,2023-04-08,1.62
mn,2023-04-08,1.39
ms,2023-04-08,0.95
mt,2023-04-08,1.34
nc,2023-04-08,0.9
nd,2023-04-08,1.82
ne,2023-04-08,1.25
nh,2023-04-08,1.1
nj,2023-04-08,0.45
nm,2023-04-08,2.12
nv,2023-04-08,1.01
ny,2023-04-08,0.59
oh,2023-04-08,1.03
ok,2023-04-08,1.09
or,2023-04-08,1.21
pa,2023-04-08,0.72
ri,2023-04-08,0.57
sc,2023-04-08,0.8
sd,2023-04-08,0.86
tn,2023-04-08,0.78
tx,2023-04-08,0.99
ut,2023-04-08,1.12
va,2023-04-08,0.74
vt,2023-04-08,0.88
wa,2023-04-08,1.58
wi,2023-04-08,1.46
wv,2023-04-08,1.1
wy,2023-04-08,1.36
ak,2023-04-15,1.46
al,2023-04-15,0.69
ar,2023-04-15,0.77
az,2023-04-15,1.72
ca,2023-04-15,0.98
co,2023-04-15,1.08
ct,2023-04-15,0.61
dc,2023-04-15,0.48
de,2023-04-15,0.51
fl,2023-04-15,1.05
ga,2023-04-15,0.41
hi,2023-04-15,2.87
ia,2023-04-15,1.95
id,2023-04-15,1.04
il,2023-04-15,1.25
in,2023-04-15,0.87
ks,2023-04-15,0.77
ky,2023-04-15,0.8
la,2023-04-15,1.01
ma,2023-04-15,0.94
md,2023-04-15,0.51
me,2023-04-15,1.19
mi,2023-04-15,1.35
mn,2023-04-15,1.08
ms,2023-04-15,1.07
mt,2023-04-15,1.12
nc,2023-04-15,0.75
nd,2023-04-15,1.64
ne,2023-04-15,0.8
nh,2023-04-15,0.77
nj,2023-04-15,0.46
nm,2023-04-15,2.26
nv,2023-04-15,1.04
ny,2023-04-15,0.54
oh,2023-04-15,0.84
ok,2023-04-15,1
or,2023-04-15,1.17
pa,2023-04-15,0.49
ri,2023-04-15,0.6
sc,2023-04-15,0.65
sd,2023-04-15,0.7
tn,2023-04-15,0.73
tx,2023-04-15,1.02
ut,2023-04-15,1.11
va,2023-04-15,0.65
vt,2023-04-15,0.68
wa,2023-04-15,1.42
wi,2023-04-15,1.28
wv,2023-04-15,1
wy,2023-04-15,1.34
ak,2023-04-22,1.22
al,2023-04-22,0.63
ar,2023-04-22,0.5
az,2023-04-22,1.7
ca,2023-04-22,0.84
co,2023-04-22,0.82
ct,2023-04-22,0.51
dc,2023-04-22,0.4
de,2023-04-22,0.37
fl,2023-04-22,0.96
ga,2023-04-22,0.38
hi,2023-04-22,2.14
ia,2023-04-22,1.69
id,2023-04-22,0.9
il,2023-04-22,1.02
in,2023-04-22,0.62
ks,2023-04-22,0.58
ky,2023-04-22,0.73
la,2023-04-22,0.82
ma,2023-04-22,0.65
md,2023-04-22,0.4
me,2023-04-22,0.91
mi,2023-04-22,1.05
mn,2023-04-22,1.02
ms,2023-04-22,0.83
mt,2023-04-22,0.99
nc,2023-04-22,0.72
nd,2023-04-22,1.08
ne,2023-04-22,0.71
nh,2023-04-22,0.79
nj,2023-04-22,0.31
nm,2023-04-22,1.82
nv,2023-04-22,0.87
ny,2023-04-22,0.42
oh,2023-04-22,0.67
ok,2023-04-22,0.79
or,2023-04-22,1.16
pa,2023-04-22,0.43
ri,2023-04-22,0.41
sc,2023-04-22,0.71
sd,2023-04-22,0.55
tn,2023-04-22,0.67
tx,2023-04-22,0.86
ut,2023-04-22,0.94
va,2023-04-22,0.55
vt,2023-04-22,0.67
wa,2023-04-22,1.32
wi,2023-04-22,0.94
wv,2023-04-22,0.62
wy,2023-04-22,1
ak,2023-04-29,0.91
al,2023-04-29,0.67
ar,2023-04-29,0.8
az,2023-04-29,1.47
ca,2023-04-29,0.77
co,2023-04-29,0.7
ct,2023-04-29,0.51
dc,2023-04-29,0.35
de,2023-04-29,0.25
fl,2023-04-29,0.95
ga,2023-04-29,0.33
hi,2023-04-29,2.35
ia,2023-04-29,1.26
id,2023-04-29,0.7
il,2023-04-29,0.88
in,2023-04-29,0.7
ks,2023-04-29,0.52
ky,2023-04-29,0.73
la,2023-04-29,0.72
ma,2023-04-29,0.6
md,2023-04-29,0.42
me,2023-04-29,0.6
mi,2023-04-29,0.93
mn,2023-04-29,0.84
ms,2023-04-29,0.81
mt,2023-04-29,0.79
nc,2023-04-29,0.65
nd,2023-04-29,1.25
ne,2023-04-29,0.6
nh,2023-04-29,0.53
nj,2023-04-29,0.29
nm,2023-04-29,1.98
nv,2023-04-29,0.82
ny,2023-04-29,0.37
oh,2023-04-29,0.53
ok,2023-04-29,0.51
or,2023-04-29,1.03
pa,2023-04-29,0.33
ri,2023-04-29,0.34
sc,2023-04-29,0.6
sd,2023-04-29,0.8
tn,2023-04-29,0.62
tx,2023-04-29,0.7
ut,2023-04-29,0.8
va,2023-04-29,0.48
vt,2023-04-29,0.42
wa,2023-04-29,1.26
wi,2023-04-29,0.86
wv,2023-04-29,0.67
wy,2023-04-29,1.49
ak,2023-05-06,1.23
al,2023-05-06,0.65
ar,2023-05-06,0.7
az,2023-05-06,1.27
ca,2023-05-06,0.76
co,2023-05-06,0.7
ct,2023-05-06,0.47
dc,2023-05-06,0.45
de,2023-05-06,0.3
fl,2023-05-06,0.89
ga,2023-05-06,0.35
hi,2023-05-06,1.91
ia,2023-05-06,1.21
id,2023-05-06,0.68
il,2023-05-06,0.89
in,2023-05-06,0.66
ks,2023-05-06,0.44
ky,2023-05-06,0.7
la,2023-05-06,0.74
ma,2023-05-06,0.63
md,2023-05-06,0.41
me,2023-05-06,0.61
mi,2023-05-06,0.84
mn,2023-05-06,0.85
ms,2023-05-06,0.7
mt,2023-05-06,0.9
nc,2023-05-06,0.63
nd,2023-05-06,0.73
ne,2023-05-06,0.52
nh,2023-05-06,0.4
nj,2023-05-06,0.33
nm,2023-05-06,1.66
nv,2023-05-06,0.78
ny,2023-05-06,0.36
oh,2023-05-06,0.54
ok,2023-05-06,0.5
or,2023-05-06,0.96
pa,2023-05-06,0.35
ri,2023-05-06,0.33
sc,2023-05-06,0.61
sd,2023-05-06,0.49
tn,2023-05-06,0.61
tx,2023-05-06,0.66
ut,2023-05-06,0.81
va,2023-05-06,0.57
vt,2023-05-06,0.51
wa,2023-05-06,1.07
wi,2023-05-06,0.83
wv,2023-05-06,0.57
wy,2023-05-06,1.19
ak,2023-05-13,0.97
al,2023-05-13,0.62
ar,2023-05-13,0.45
az,2023-05-13,1.23
ca,2023-05-13,0.81
co,2023-05-13,0.71
ct,2023-05-13,0.47
dc,2023-05-13,0.44
de,2023-05-13,0.32
fl,2023-05-13,0.87
ga,2023-05-13,0.33
hi,2023-05-13,2.07
ia,2023-05-13,1.16
id,2023-05-13,0.45
il,2023-05-13,0.81
in,2023-05-13,0.53
ks,2023-05-13,0.43
ky,2023-05-13,0.6
la,2023-05-13,0.71
ma,2023-05-13,0.56
md,2023-05-13,0.4
me,2023-05-13,0.57
mi,2023-05-13,0.84
mn,2023-05-13,0.74
ms,2023-05-13,0.68
mt,2023-05-13,0.56
nc,2023-05-13,0.62
nd,2023-05-13,0.86
ne,2023-05-13,0.48
nh,2023-05-13,0.68
nj,2023-05-13,0.28
nm,2023-05-13,1.49
nv,2023-05-13,0.72
ny,2023-05-13,0.36
oh,2023-05-13,0.56
ok,2023-05-13,0.37
or,2023-05-13,0.83
pa,2023-05-13,0.31
ri,2023-05-13,0.35
sc,2023-05-13,0.64
sd,2023-05-13,0.35
tn,2023-05-13,0.58
tx,2023-05-13,0.6
ut,2023-05-13,0.82
va,2023-05-13,0.54
vt,2023-05-13,0.44
wa,2023-05-13,0.95
wi,2023-05-13,0.73
wv,2023-05-13,0.46
wy,2023-05-13,1.06
ak,2023-05-20,0.82
al,2023-05-20,0.57
ar,2023-05-20,0.59
az,2023-05-20,1.17
ca,2023-05-20,0.76
co,2023-05-20,0.63
ct,2023-05-20,0.44
dc,2023-05-20,0.45
de,2023-05-20,0.39
fl,2023-05-20,0.87
ga,2023-05-20,0.31
hi,2023-05-20,1.68
ia,2023-05-20,0.94
id,2023-05-20,0.62
il,2023-05-20,0.71
in,2023-05-20,0.41
ks,2023-05-20,0.37
ky,2023-05-20,0.58
la,2023-05-20,0.67
ma,2023-05-20,0.54
md,2023-05-20,0.34
me,2023-05-20,0.55
mi,2023-05-20,0.65
mn,2023-05-20,0.45
ms,2023-05-20,0.65
mt,2023-05-20,0.43
nc,2023-05-20,0.62
nd,2023-05-20,0.56
ne,2023-05-20,0.31
nh,2023-05-20,0.43
nj,2023-05-20,0.3
nm,2023-05-20,1.39
nv,2023-05-20,0.76
ny,2023-05-20,0.38
oh,2023-05-20,0.43
ok,2023-05-20,0.32
or,2023-05-20,0.77
pa,2023-05-20,0.28
ri,2023-05-20,0.41
sc,2023-05-20,0.6
sd,2023-05-20,0.48
tn,2023-05-20,0.53
tx,2023-05-20,0.56
ut,2023-05-20,0.74
va,2023-05-20,0.49
vt,2023-05-20,0.51
wa,2023-05-20,0.93
wi,2023-05-20,0.52
wv,2023-05-20,0.41
wy,2023-05-20,0.67
ak,2023-05-27,0.83
al,2023-05-27,0.54
ar,2023-05-27,0.4
az,2023-05-27,0.91
ca,2023-05-27,0.63
co,2023-05-27,0.6
ct,2023-05-27,0.58
dc,2023-05-27,0.46
de,2023-05-27,0.28
fl,2023-05-27,0.94
ga,2023-05-27,0.33
hi,2023-05-27,1.92
ia,2023-05-27,0.81
id,2023-05-27,0.39
il,2023-05-27,0.53
in,2023-05-27,0.37
ks,2023-05-27,0.27
ky,2023-05-27,0.51
la,2023-05-27,0.68
ma,2023-05-27,0.57
md,2023-05-27,0.34
me,2023-05-27,0.67
mi,2023-05-27,0.6
mn,2023-05-27,0.42
ms,2023-05-27,0.61
mt,2023-05-27,0.49
nc,2023-05-27,0.57
nd,2023-05-27,0.55
ne,2023-05-27,0.2
nh,2023-05-27,0.47
nj,2023-05-27,0.38
nm,2023-05-27,1.1
nv,2023-05-27,0.7
ny,2023-05-27,0.36
oh,2023-05-27,0.42
ok,2023-05-27,0.27
or,2023-05-27,0.7
pa,2023-05-27,0.28
ri,2023-05-27,0.43
sc,2023-05-27,0.6
sd,2023-05-27,0.27
tn,2023-05-27,0.45
tx,2023-05-27,0.51
ut,2023-05-27,0.61
va,2023-05-27,0.49
vt,2023-05-27,0.6
wa,2023-05-27,0.83
wi,2023-05-27,0.46
wv,2023-05-27,0.45
wy,2023-05-27,0.8
ak,2023-06-03,1.26
al,2023-06-03,0.57
ar,2023-06-03,0.43
az,2023-06-03,0.9
ca,2023-06-03,0.69
co,2023-06-03,0.37
ct,2023-06-03,0.55
dc,2023-06-03,0.33
de,2023-06-03,0.25
fl,2023-06-03,1.08
ga,2023-06-03,0.33
hi,2023-06-03,1.66
ia,2023-06-03,0.85
id,2023-06-03,0.43
il,2023-06-03,0.56
in,2023-06-03,0.41
ks,2023-06-03,0.27
ky,2023-06-03,0.38
la,2023-06-03,0.74
ma,2023-06-03,0.69
md,2023-06-03,0.44
me,2023-06-03,0.55
mi,2023-06-03,0.54
mn,2023-06-03,0.33
ms,2023-06-03,0.57
mt,2023-06-03,0.36
nc,2023-06-03,0.63
nd,2023-06-03,0.44
ne,2023-06-03,0.23
nh,2023-06-03,0.47
nj,2023-06-03,0.36
nm,2023-06-03,0.86
nv,2023-06-03,0.76
ny,2023-06-03,0.42
oh,2023-06-03,0.37
ok,2023-06-03,0.19
or,2023-06-03,0.68
pa,2023-06-03,0.29
ri,2023-06-03,0.49
sc,2023-06-03,0.65
sd,2023-06-03,0.23
tn,2023-06-03,0.41
tx,2023-06-03,0.49
ut,2023-06-03,0.74
va,2023-06-03,0.55
vt,2023-06-03,0.53
wa,2023-06-03,0.78
wi,2023-06-03,0.47
wv,2023-06-03,0.42
wy,2023-06-03,0.82
ak,2023-06-10,1.21
al,2023-06-10,0.46
ar,2023-06-10,0.33
az,2023-06-10,0.85
ca,2023-06-10,0.68
co,2023-06-10,0.39
ct,2023-06-10,0.41
dc,2023-06-10,0.49
de,2023-06-10,0.35
fl,2023-06-10,1.07
ga,2023-06-10,0.3
hi,2023-06-10,1.74
ia,2023-06-10,0.72
id,2023-06-10,0.44
il,2023-06-10,0.44
in,2023-06-10,0.28
ks,2023-06-10,0.25
ky,2023-06-10,0.28
la,2023-06-10,0.59
ma,2023-06-10,0.58
md,2023-06-10,0.34
me,2023-06-10,0.5
mi,2023-06-10,0.39
mn,2023-06-10,0.31
ms,2023-06-10,0.51
mt,2023-06-10,0.32
nc,2023-06-10,0.53
nd,2023-06-10,0.4
ne,2023-06-10,0.19
nh,2023-06-10,0.47
nj,2023-06-10,0.33
nm,2023-06-10,0.74
nv,2023-06-10,0.67
ny,2023-06-10,0.35
oh,2023-06-10,0.25
ok,2023-06-10,0.18
or,2023-06-10,0.63
pa,2023-06-10,0.25
ri,2023-06-10,0.41
sc,2023-06-10,0.63
sd,2023-06-10,0.18
tn,2023-06-10,0.37
tx,2023-06-10,0.4
ut,2023-06-10,0.54
va,2023-06-10,0.48
vt,2023-06-10,0.58
wa,2023-06-10,0.85
wi,2023-06-10,0.33
wv,2023-06-10,0.28
wy,2023-06-10,0.45
ak,2023-06-17,1.71
al,2023-06-17,0.45
ar,2023-06-17,0.24
az,2023-06-17,0.8
ca,2023-06-17,0.67
co,2023-06-17,0.41
ct,2023-06-17,0.43
dc,2023-06-17,0.31
de,2023-06-17,0.36
fl,2023-06-17,1.08
ga,2023-06-17,0.32
hi,2023-06-17,1.33
ia,2023-06-17,0.74
id,2023-06-17,0.3
il,2023-06-17,0.46
in,2023-06-17,0.3
ks,2023-06-17,0.13
ky,2023-06-17,0.32
la,2023-06-17,0.59
ma,2023-06-17,0.59
md,2023-06-17,0.41
me,2023-06-17,0.47
mi,2023-06-17,0.45
mn,2023-06-17,0.41
