geo_value,time_value,weekly_hosp,weekly_admits_p100K
va,2022-03-30,50,0.5857874606101866
vt,2022-03-30,7,1.1218146473735915
wa,2022-03-30,19,0.24951105681983973
wi,2022-03-30,53,0.910272233227547
wv,2022-03-30,42,2.343557755027908
wy,2022-03-30,2,0.3455669803838904
ak,2022-03-31,0,0
al,2022-03-31,33,0.6730319170090462
ar,2022-03-31,63,2.0876107262101846
az,2022-03-31,105,1.4425619240313918
ca,2022-03-31,89,0.2252467546561478
co,2022-03-31,117,2.031695844365847
ct,2022-03-31,23,0.6451093558526986
dc,2022-03-31,5,0.7084671745903998
de,2022-03-31,5,0.5134714366109242
fl,2022-03-31,107,0.49819028885585104
ga,2022-03-31,50,0.47092406509564516
hi,2022-03-31,1,0.07062785336527595
ia,2022-03-31,29,0.9191555179441343
id,2022-03-31,20,1.119153472313542
il,2022-03-31,94,0.7418034077343738
in,2022-03-31,113,1.6784956044953379
ks,2022-03-31,30,1.0297551173680557
ky,2022-03-31,51,1.141533858901491
la,2022-03-31,50,1.0755477657216044
ma,2022-03-31,80,1.1606813954234043
md,2022-03-31,29,0.4796813592515647
me,2022-03-31,8,0.595144218322705
mi,2022-03-31,152,1.5220003650798244
mn,2022-03-31,33,0.5851445626239442
mo,2022-03-31,89,1.4501188445713742
ms,2022-03-31,28,0.9408131111715172
mt,2022-03-31,39,3.6490272067725944
nc,2022-03-31,29,0.2765042690352213
nd,2022-03-31,6,0.7873375132207091
ne,2022-03-31,32,1.6542528773660985
nh,2022-03-31,8,0.5883603206857928
nj,2022-03-31,77,0.8669033200145458
nm,2022-03-31,42,2.0030245670963156
nv,2022-03-31,50,1.623294404569119
ny,2022-03-31,149,0.7659266085011376
oh,2022-03-31,97,0.8298329212685323
ok,2022-03-31,168,4.245671752459141
or,2022-03-31,11,0.2608033644582391
pa,2022-03-31,146,1.1404477851058925
ri,2022-03-31,2,0.18879305543624883
sc,2022-03-31,20,0.38844651305160866
sd,2022-03-31,5,0.5651895250034195
tn,2022-03-31,40,0.5857223728667624
tx,2022-03-31,559,1.9278600294986727
us,2022-03-31,3112,0.9480881435475399
ut,2022-03-31,15,0.46787886803258183
va,2022-03-31,49,0.574071711397983
vt,2022-03-31,7,1.1218146473735915
wa,2022-03-31,20,0.26264321770509447
wi,2022-03-31,58,0.996146972211278
wv,2022-03-31,45,2.5109547375299015
wy,2022-03-31,2,0.3455669803838904
ak,2022-04-01,0,0
al,2022-04-01,32,0.6526370104330145
ar,2022-04-01,62,2.054474048016372
az,2022-04-01,104,1.4288232390406166
ca,2022-04-01,84,0.21259244259681365
co,2022-04-01,123,2.1358853748461466
ct,2022-04-01,26,0.7292540544421809
dc,2022-04-01,4,0.5667737396723197
de,2022-04-01,5,0.5134714366109242
fl,2022-04-01,101,0.47025438480785936
ga,2022-04-01,50,0.47092406509564516
hi,2022-04-01,1,0.07062785336527595
ia,2022-04-01,36,1.1410206429651322
id,2022-04-01,20,1.119153472313542
il,2022-04-01,90,0.710237305277592
in,2022-04-01,116,1.723057434703179
ks,2022-04-01,29,0.9954299467891207
ky,2022-04-01,51,1.141533858901491
la,2022-04-01,47,1.0110148997783082
ma,2022-04-01,93,1.3492921221797074
md,2022-04-01,30,0.4962220957774808
me,2022-04-01,9,0.6695372456130432
mi,2022-04-01,164,1.6421582886387578
mn,2022-04-01,33,0.5851445626239442
mo,2022-04-01,98,1.596760076044884
ms,2022-04-01,25,0.8400117064031404
mt,2022-04-01,38,3.555462406598938
nc,2022-04-01,31,0.29557352896868483
nd,2022-04-01,3,0.39366875661035455
ne,2022-04-01,25,1.2923850604422644
nh,2022-04-01,7,0.5148152806000688
nj,2022-04-01,83,0.9344542280676275
nm,2022-04-01,41,1.9553335059749746
nv,2022-04-01,55,1.7856238450260309
ny,2022-04-01,163,0.837892867018023
oh,2022-04-01,101,0.864052835547647
ok,2022-04-01,168,4.245671752459141
or,2022-04-01,10,0.23709396768930827
pa,2022-04-01,149,1.1638816437039587
ri,2022-04-01,3,0.28318958315437326
sc,2022-04-01,21,0.40786883870418905
sd,2022-04-01,7,0.7912653350047871
tn,2022-04-01,47,0.688223788118446
tx,2022-04-01,538,1.8554359496785078
us,2022-04-01,3149,0.9593603997529573
ut,2022-04-01,18,0.5614546416390982
va,2022-04-01,45,0.527208714549168
vt,2022-04-01,6,0.961555412034507
wa,2022-04-01,20,0.26264321770509447
wi,2022-04-01,57,0.9789720244145318
wv,2022-04-01,44,2.45515574336257
wy,2022-04-01,2,0.3455669803838904
ak,2022-04-02,0,0
al,2022-04-02,32,0.6526370104330145
ar,2022-04-02,59,1.9550640134349349
az,2022-04-02,108,1.4837779790037173
ca,2022-04-02,84,0.21259244259681365
co,2022-04-02,117,2.031695844365847
ct,2022-04-02,30,0.8414469858948241
dc,2022-04-02,4,0.5667737396723197
de,2022-04-02,4,0.4107771492887393
fl,2022-04-02,96,0.44697446476786634
ga,2022-04-02,46,0.4332501398879936
hi,2022-04-02,1,0.07062785336527595
ia,2022-04-02,37,1.172715660825275
id,2022-04-02,21,1.1751111459292192
il,2022-04-02,100,0.7891525614195466
in,2022-04-02,113,1.6784956044953379
ks,2022-04-02,28,0.9611047762101853
ky,2022-04-02,65,1.4548960946783707
la,2022-04-02,46,0.9895039444638761
ma,2022-04-02,100,1.4508517442792552
md,2022-04-02,31,0.5127628323033968
me,2022-04-02,10,0.7439302729033813
mi,2022-04-02,173,1.7322767313079581
mn,2022-04-02,34,0.602876216036791
mo,2022-04-02,97,1.5804666058811607
ms,2022-04-02,20,0.6720093651225124
mt,2022-04-02,36,3.3683328062516256
nc,2022-04-02,37,0.3527813087690755
nd,2022-04-02,3,0.39366875661035455
ne,2022-04-02,22,1.1372988531891928
nh,2022-04-02,9,0.661905360771517
nj,2022-04-02,94,1.0582975594982769
nm,2022-04-02,40,1.9076424448536338
nv,2022-04-02,59,1.9154873973915607
ny,2022-04-02,180,0.9252804666456697
oh,2022-04-02,100,0.8554978569778683
ok,2022-04-02,164,4.144584329781543
or,2022-04-02,10,0.23709396768930827
pa,2022-04-02,153,1.1951267885013805
ri,2022-04-02,3,0.28318958315437326
sc,2022-04-02,23,0.4467134900093499
sd,2022-04-02,9,1.017341145006155
tn,2022-04-02,48,0.7028668474401151
tx,2022-04-02,507,1.7485242128011216
us,2022-04-02,3182,0.9694140336658971
ut,2022-04-02,18,0.5614546416390982
va,2022-04-02,45,0.527208714549168
vt,2022-04-02,6,0.961555412034507
wa,2022-04-02,19,0.24951105681983973
wi,2022-04-02,55,0.9446221288210395
wv,2022-04-02,44,2.45515574336257
wy,2022-04-02,4,0.6911339607677808
ak,2022-04-03,0,0
al,2022-04-03,31,0.6322421038569828
ar,2022-04-03,59,1.9550640134349349
az,2022-04-03,106,1.4563006090221668
ca,2022-04-03,85,0.2151233050086805
co,2022-04-03,123,2.1358853748461466
ct,2022-04-03,25,0.7012058215790201
dc,2022-04-03,4,0.5667737396723197
de,2022-04-03,8,0.8215542985774786
fl,2022-04-03,95,0.4423184807598678
ga,2022-04-03,43,0.40499469598225485
hi,2022-04-03,0,0
ia,2022-04-03,35,1.1093256251049897
id,2022-04-03,20,1.119153472313542
il,2022-04-03,98,0.7733695101911556
in,2022-04-03,109,1.6190798308848835
ks,2022-04-03,27,0.9267796056312503
ky,2022-04-03,66,1.4772791115195762
la,2022-04-03,40,0.8604382125772835
ma,2022-04-03,113,1.6394624710355585
md,2022-04-03,34,0.5623850418811449
me,2022-04-03,11,0.8183233001937195
mi,2022-04-03,177,1.7723293724942693
mn,2022-04-03,31,0.5496812557982507
mo,2022-04-03,92,1.4989992550625442
ms,2022-04-03,20,0.6720093651225124
mt,2022-04-03,32,2.9940736055570008
nc,2022-04-03,39,0.37185056870253896
nd,2022-04-03,5,0.6561145943505909
ne,2022-04-03,20,1.0339080483538114
nh,2022-04-03,10,0.735450400857241
nj,2022-04-03,105,1.1821408909289262
nm,2022-04-03,44,2.098406689338997
nv,2022-04-03,62,2.012885061665708
ny,2022-04-03,182,0.9355613607195103
oh,2022-04-03,103,0.8811627926872043
ok,2022-04-03,158,3.992953195765145
or,2022-04-03,7,0.16596577738251578
pa,2022-04-03,167,1.3044847952923564
ri,2022-04-03,4,0.37758611087249766
sc,2022-04-03,23,0.4467134900093499
sd,2022-04-03,11,1.2434169550075227
tn,2022-04-03,43,0.6296515508317697
tx,2022-04-03,477,1.6450612416294577
us,2022-04-03,3182,0.9694140336658971
ut,2022-04-03,18,0.5614546416390982
va,2022-04-03,42,0.4920614669125568
vt,2022-04-03,7,1.1218146473735915
wa,2022-04-03,17,0.22324673504933032
wi,2022-04-03,64,1.099196658991755
wv,2022-04-03,41,2.2877587608605765
wy,2022-04-03,6,1.036700941151671
ak,2022-04-04,0,0
al,2022-04-04,29,0.5914522907049193
ar,2022-04-04,64,2.120747404403997
az,2022-04-04,105,1.4425619240313918
ca,2022-04-04,91,0.23030847947988145
co,2022-04-04,116,2.0143309226191306
ct,2022-04-04,29,0.8133987530316633
dc,2022-04-04,4,0.5667737396723197
de,2022-04-04,8,0.8215542985774786
fl,2022-04-04,91,0.4236945447278733
ga,2022-04-04,40,0.37673925207651615
hi,2022-04-04,0,0
ia,2022-04-04,31,0.9825455536644194
id,2022-04-04,20,1.119153472313542
il,2022-04-04,106,0.8365017151047193
in,2022-04-04,115,1.7082034913005653
ks,2022-04-04,29,0.9954299467891207
ky,2022-04-04,72,1.6115772125668104
la,2022-04-04,38,0.8174163019484193
ma,2022-04-04,130,1.886107267563032
md,2022-04-04,35,0.5789257784070609
me,2022-04-04,11,0.8183233001937195
mi,2022-04-04,183,1.832408334273736
mn,2022-04-04,33,0.5851445626239442
mo,2022-04-04,93,1.5152927252262673
ms,2022-04-04,26,0.8736121746592661
mt,2022-04-04,27,2.5262496046887195
nc,2022-04-04,37,0.3527813087690755
nd,2022-04-04,5,0.6561145943505909
ne,2022-04-04,25,1.2923850604422644
nh,2022-04-04,15,1.1031756012858616
nj,2022-04-04,108,1.215916344955467
nm,2022-04-04,46,2.193788811581679
nv,2022-04-04,68,2.2076803902140023
ny,2022-04-04,178,0.9149995725718288
oh,2022-04-04,103,0.8811627926872043
ok,2022-04-04,154,3.891865773087546
or,2022-04-04,8,0.1896751741514466
pa,2022-04-04,177,1.3825976572859109
ri,2022-04-04,4,0.37758611087249766
sc,2022-04-04,24,0.46613581566193035
sd,2022-04-04,13,1.4694927650088905
tn,2022-04-04,46,0.6735807287967769
tx,2022-04-04,459,1.5829834589264593
us,2022-04-04,3228,0.9834281900293891
ut,2022-04-04,18,0.5614546416390982
va,2022-04-04,39,0.4569142192759456
vt,2022-04-04,5,0.8012961766954225
wa,2022-04-04,18,0.23637889593458503
wi,2022-04-04,68,1.1678964501787397
wv,2022-04-04,35,1.9529647958565897
wy,2022-04-04,6,1.036700941151671
ak,2022-04-05,0,0
al,2022-04-05,25,0.5098726644007925
ar,2022-04-05,72,2.3858408299544966
az,2022-04-05,105,1.4425619240313918
ca,2022-04-05,92,0.2328393418917483
co,2022-04-05,115,1.9969660008724137
ct,2022-04-05,35,0.9816881502106282
dc,2022-04-05,3,0.4250803047542398
de,2022-04-05,9,0.9242485858996636
fl,2022-04-05,92,0.4283505287358719
ga,2022-04-05,38,0.3579022894726903
hi,2022-04-05,0,0
ia,2022-04-05,32,1.014240571524562
id,2022-04-05,19,1.063195798697865
il,2022-04-05,114,0.8996339200182831
in,2022-04-05,117,1.7379113781057924
ks,2022-04-05,27,0.9267796056312503
ky,2022-04-05,76,1.7011092799316334
la,2022-04-05,34,0.7313724806906909
ma,2022-04-05,144,2.089226511762128
md,2022-04-05,39,0.645088724510725
me,2022-04-05,11,0.8183233001937195
mi,2022-04-05,180,1.8023688533840028
mn,2022-04-05,32,0.5674129092110974
mo,2022-04-05,89,1.4501188445713742
ms,2022-04-05,28,0.9408131111715172
mt,2022-04-05,22,2.058425603820438
nc,2022-04-05,37,0.3527813087690755
nd,2022-04-05,4,0.5248916754804728
ne,2022-04-05,23,1.1889942556068833
nh,2022-04-05,15,1.1031756012858616
nj,2022-04-05,114,1.2834672530085487
nm,2022-04-05,45,2.146097750460338
nv,2022-04-05,81,2.6297369354019735
ny,2022-04-05,181,0.9304209136825901
oh,2022-04-05,110,0.9410476426756551
ok,2022-04-05,146,3.689690927732349
or,2022-04-05,11,0.2608033644582391
pa,2022-04-05,188,1.4685218054788205
ri,2022-04-05,4,0.37758611087249766
sc,2022-04-05,23,0.4467134900093499
sd,2022-04-05,10,1.130379050006839
tn,2022-04-05,45,0.6589376694751078
tx,2022-04-05,437,1.5071106134005723
us,2022-04-05,3244,0.98830267919929915
ut,2022-04-05,18,0.5614546416390982
va,2022-04-05,37,0.43348272085153816
vt,2022-04-05,3,0.4807777060172535
wa,2022-04-05,19,0.24951105681983973
wi,2022-04-05,67,1.1507215023819934
wv,2022-04-05,30,1.6739698250199342
wy,2022-04-05,6,1.036700941151671
ak,2022-04-06,1,0.1366969906157516
al,2022-04-06,22,0.4486879446726974
ar,2022-04-06,78,2.5846608991173716
az,2022-04-06,115,1.5799487739391431
ca,2022-04-06,97,0.24549365395108244
co,2022-04-06,111,1.927506313885547
ct,2022-04-06,38,1.0658328488001105
dc,2022-04-06,3,0.4250803047542398
de,2022-04-06,8,0.8215542985774786
fl,2022-04-06,89,0.41438257671187606
ga,2022-04-06,36,0.3390653268688645
hi,2022-04-06,1,0.07062785336527595
ia,2022-04-06,33,1.0459355893847047
id,2022-04-06,18,1.0072381250821878
il,2022-04-06,122,0.9627661249318469
in,2022-04-06,113,1.6784956044953379
ks,2022-04-06,32,1.0984054585259262
ky,2022-04-06,85,1.9025564315024845
la,2022-04-06,32,0.6883505700618268
ma,2022-04-06,145,2.10373502920492
md,2022-04-06,42,0.6947109340884731
me,2022-04-06,12,0.8927163274840575
mi,2022-04-06,168,1.682210929825069
mn,2022-04-06,36,0.6383395228624846
mo,2022-04-06,84,1.3686514937527579
ms,2022-04-06,32,1.07521498419602
mt,2022-04-06,20,1.8712960034731254
nc,2022-04-06,40,0.38138519866927073
nd,2022-04-06,4,0.5248916754804728
ne,2022-04-06,23,1.1889942556068833
nh,2022-04-06,15,1.1031756012858616
nj,2022-04-06,124,1.3960520997636845
nm,2022-04-06,44,2.098406689338997
nv,2022-04-06,92,2.986861704407179
ny,2022-04-06,195,1.0023871721994755
oh,2022-04-06,118,1.0094874712338844
ok,2022-04-06,134,3.386428659699553
or,2022-04-06,13,0.30822215799610075
pa,2022-04-06,192,1.4997669502762423
ri,2022-04-06,5,0.47198263859062206
sc,2022-04-06,27,0.5244027926196717
sd,2022-04-06,11,1.2434169550075227
tn,2022-04-06,42,0.6150084915101006
tx,2022-04-06,411,1.4174427050517968
us,2022-04-06,3281,0.9995749354047166
ut,2022-04-06,18,0.5614546416390982
va,2022-04-06,39,0.4569142192759456
vt,2022-04-06,7,1.1218146473735915
wa,2022-04-06,20,0.26264321770509447
wi,2022-04-06,52,0.8930972854308009
wv,2022-04-06,30,1.6739698250199342
wy,2022-04-06,9,1.5550514117275067
ak,2022-04-07,2,0.2733939812315032
al,2022-04-07,21,0.42829303809666575
ar,2022-04-07,84,2.783480968280246
az,2022-04-07,123,1.6898582538653448
ca,2022-04-07,101,0.2556171035985497
co,2022-04-07,112,1.9448712356322635
ct,2022-04-07,39,1.0938810816632714
dc,2022-04-07,2,0.28338686983615985
de,2022-04-07,10,1.0269428732218484
fl,2022-04-07,99,0.4609424167918622
ga,2022-04-07,32,0.30139140166121287
hi,2022-04-07,2,0.1412557067305519
ia,2022-04-07,29,0.9191555179441343
id,2022-04-07,18,1.0072381250821878
il,2022-04-07,118,0.931200022475065
in,2022-04-07,111,1.648787717690111
ks,2022-04-07,31,1.064080287946991
ky,2022-04-07,83,1.8577903978200732
la,2022-04-07,28,0.6023067488040984
ma,2022-04-07,147,2.1327520640905053
md,2022-04-07,46,0.7608738801921372
me,2022-04-07,12,0.8927163274840575
mi,2022-04-07,173,1.7322767313079581
mn,2022-04-07,33,0.5851445626239442
mo,2022-04-07,88,1.4338253744076508
ms,2022-04-07,35,1.1760163889643966
mt,2022-04-07,20,1.8712960034731254
nc,2022-04-07,44,0.41952371853619785
nd,2022-04-07,4,0.5248916754804728
ne,2022-04-07,29,1.4991666701130268
nh,2022-04-07,13,0.9560855211144134
nj,2022-04-07,141,1.5874463392474154
nm,2022-04-07,41,1.9553335059749746
nv,2022-04-07,100,3.246588809138238
ny,2022-04-07,195,1.0023871721994755
oh,2022-04-07,129,1.10359223550145
ok,2022-04-07,129,3.2600693813525545
or,2022-04-07,14,0.33193155476503156
pa,2022-04-07,191,1.4919556640768867
ri,2022-04-07,6,0.5663791663087465
sc,2022-04-07,27,0.5244027926196717
sd,2022-04-07,13,1.4694927650088905
tn,2022-04-07,39,0.5710793135450934
tx,2022-04-07,377,1.3001846710572444
us,2022-04-07,3310,1.0084099470251788
ut,2022-04-07,16,0.49907079256808734
va,2022-04-07,42,0.4920614669125568
vt,2022-04-07,9,1.4423331180517605
wa,2022-04-07,23,0.30203970036085864
wi,2022-04-07,48,0.8243974942438163
wv,2022-04-07,33,1.8413668075219276
wy,2022-04-07,10,1.7278349019194517
ak,2022-04-08,2,0.2733939812315032
al,2022-04-08,28,0.5710573841288876
ar,2022-04-08,85,2.8166176464740587
az,2022-04-08,120,1.6486421988930193
ca,2022-04-08,102,0.25814796601041656
co,2022-04-08,105,1.8233167834052473
ct,2022-04-08,47,1.318266944568558
dc,2022-04-08,2,0.28338686983615985
de,2022-04-08,10,1.0269428732218484
fl,2022-04-08,97,0.45163044877586495
ga,2022-04-08,28,0.26371747645356125
hi,2022-04-08,3,0.21188356009582787
ia,2022-04-08,25,0.7923754465035642
id,2022-04-08,20,1.119153472313542
il,2022-04-08,113,0.8917423944040876
in,2022-04-08,111,1.648787717690111
ks,2022-04-08,35,1.2013809702627318
ky,2022-04-08,90,2.014471515708513
la,2022-04-08,28,0.6023067488040984
ma,2022-04-08,143,2.074717994319335
md,2022-04-08,51,0.8435775628217174
me,2022-04-08,11,0.8183233001937195
mi,2022-04-08,173,1.7322767313079581
mn,2022-04-08,28,0.49648629555971024
mo,2022-04-08,78,1.270890672770418
ms,2022-04-08,33,1.1088154524521454
mt,2022-04-08,19,1.777731203299469
nc,2022-04-08,40,0.38138519866927073
nd,2022-04-08,4,0.5248916754804728
ne,2022-04-08,35,1.8093390846191701
nh,2022-04-08,14,1.0296305612001375
nj,2022-04-08,142,1.598704823922929
nm,2022-04-08,44,2.098406689338997
nv,2022-04-08,97,3.1491911448640915
ny,2022-04-08,200,1.0280894073840774
oh,2022-04-08,129,1.10359223550145
ok,2022-04-08,121,3.0578945359973577
or,2022-04-08,14,0.33193155476503156
pa,2022-04-08,195,1.5232008088743085
ri,2022-04-08,5,0.47198263859062206
sc,2022-04-08,26,0.5049804669670912
sd,2022-04-08,11,1.2434169550075227
tn,2022-04-08,38,0.5564362542234244
tx,2022-04-08,364,1.2553507168828566
us,2022-04-08,3287,1.0014028688434329
ut,2022-04-08,14,0.4366869434970764
va,2022-04-08,41,0.4803457177003531
vt,2022-04-08,10,1.602592353390845
wa,2022-04-08,24,0.31517186124611335
wi,2022-04-08,44,0.7556977030568316
wv,2022-04-08,38,2.1203617783585833
wy,2022-04-08,10,1.7278349019194517
ak,2022-04-09,2,0.2733939812315032
al,2022-04-09,29,0.5914522907049193
ar,2022-04-09,83,2.7503442900864337
az,2022-04-09,112,1.5387327189668178
ca,2022-04-09,106,0.26827141565788387
co,2022-04-09,105,1.8233167834052473
ct,2022-04-09,44,1.2341222459790755
dc,2022-04-09,2,0.28338686983615985
de,2022-04-09,14,1.4377200225105877
fl,2022-04-09,103,0.4795663528238566
ga,2022-04-09,31,0.2919729203593
hi,2022-04-09,4,0.2825114134611038
ia,2022-04-09,21,0.6655953750629939
id,2022-04-09,17,0.9512804514665107
il,2022-04-09,103,0.812827138262133
in,2022-04-09,117,1.7379113781057924
ks,2022-04-09,34,1.1670557996837965
ky,2022-04-09,88,1.9697054820261017
la,2022-04-09,28,0.6023067488040984
ma,2022-04-09,156,2.2633287210756383
md,2022-04-09,57,0.9428219819772135
me,2022-04-09,11,0.8183233001937195
mi,2022-04-09,176,1.7623162121976916
mn,2022-04-09,24,0.4255596819083231
mo,2022-04-09,78,1.270890672770418
ms,2022-04-09,34,1.142415920708271
mt,2022-04-09,18,1.6841664031258128
nc,2022-04-09,45,0.4290583485029297
nd,2022-04-09,5,0.6561145943505909
ne,2022-04-09,35,1.8093390846191701
nh,2022-04-09,16,1.1767206413715856
nj,2022-04-09,152,1.711289670678065
nm,2022-04-09,42,2.0030245670963156
nv,2022-04-09,96,3.116725256772709
ny,2022-04-09,191,0.981825384051794
oh,2022-04-09,135,1.154922106920122
ok,2022-04-09,117,2.956807113319759
or,2022-04-09,15,0.3556409515339624
pa,2022-04-09,207,1.6169362432665737
ri,2022-04-09,6,0.5663791663087465
sc,2022-04-09,32,0.6215144208825738
sd,2022-04-09,10,1.130379050006839
tn,2022-04-09,36,0.5271501355800863
tx,2022-04-09,357,1.2312093569428018
us,2022-04-09,3331,1.0148077140606862
ut,2022-04-09,13,0.40549501896157086
va,2022-04-09,46,0.5389244637613718
vt,2022-04-09,12,1.923110824069014
wa,2022-04-09,26,0.3414361830166228
wi,2022-04-09,50,0.8587473898373086
wv,2022-04-09,42,2.343557755027908
wy,2022-04-09,8,1.3822679215355616
ak,2022-04-10,2,0.2733939812315032
al,2022-04-10,29,0.5914522907049193
ar,2022-04-10,74,2.4521141863421216
az,2022-04-10,108,1.4837779790037173
ca,2022-04-10,106,0.26827141565788387
co,2022-04-10,114,1.9796010791256973
ct,2022-04-10,55,1.5426528074738441
dc,2022-04-10,4,0.5667737396723197
de,2022-04-10,17,1.7458028844771425
fl,2022-04-10,106,0.4935343048478525
ga,2022-04-10,30,0.2825544390573871
hi,2022-04-10,5,0.35313926682637975
ia,2022-04-10,24,0.7606804286434216
id,2022-04-10,17,0.9512804514665107
il,2022-04-10,103,0.812827138262133
in,2022-04-10,126,1.871596868729315
ks,2022-04-10,34,1.1670557996837965
ky,2022-04-10,100,2.2383016841205703
la,2022-04-10,32,0.6883505700618268
ma,2022-04-10,156,2.2633287210756383
md,2022-04-10,62,1.0255256646067936
me,2022-04-10,13,0.9671093547743957
mi,2022-04-10,175,1.7523030519011138
mn,2022-04-10,22,0.39009637508262945
mo,2022-04-10,77,1.2545972026066945
ms,2022-04-10,34,1.142415920708271
mt,2022-04-10,15,1.4034720026048442
nc,2022-04-10,41,0.3909198286360025
nd,2022-04-10,5,0.6561145943505909
ne,2022-04-10,38,1.964425291872242
nh,2022-04-10,16,1.1767206413715856
nj,2022-04-10,155,1.7450651247046054
nm,2022-04-10,37,1.7645692614896111
nv,2022-04-10,94,3.0517934805899443
ny,2022-04-10,205,1.0537916425686793
oh,2022-04-10,140,1.1976969997690154
ok,2022-04-10,123,3.1084382473361574
or,2022-04-10,16,0.3793503483028932
pa,2022-04-10,198,1.546634667472375
ri,2022-04-10,5,0.47198263859062206
sc,2022-04-10,29,0.5632474439248325
sd,2022-04-10,9,1.017341145006155
tn,2022-04-10,37,0.5417931949017553
tx,2022-04-10,345,1.189824168474136
us,2022-04-10,3367,1.0257753146929842
ut,2022-04-10,11,0.34311116989056
va,2022-04-10,51,0.5975032098223905
vt,2022-04-10,11,1.7628515887299294
wa,2022-04-10,26,0.3414361830166228
wi,2022-04-10,45,0.7728726508535777
wv,2022-04-10,45,2.5109547375299015
wy,2022-04-10,8,1.3822679215355616
ak,2022-04-11,3,0.4100909718472548
al,2022-04-11,27,0.5506624775528559
ar,2022-04-11,69,2.2864307953730596
az,2022-04-11,111,1.5249940339760428
ca,2022-04-11,105,0.26574055324601703
co,2022-04-11,119,2.0664256878592804
ct,2022-04-11,55,1.5426528074738441
dc,2022-04-11,3,0.4250803047542398
de,2022-04-11,21,2.156580033765882
fl,2022-04-11,119,0.5540620969518344
ga,2022-04-11,33,0.3108098829631258
hi,2022-04-11,6,0.42376712019165574
ia,2022-04-11,27,0.8557654822238492
id,2022-04-11,14,0.7834074306194795
il,2022-04-11,103,0.812827138262133
in,2022-04-11,122,1.8121810951188604
ks,2022-04-11,38,1.3043564819995372
ky,2022-04-11,103,2.3054507346441873
la,2022-04-11,37,0.7959053466339873
ma,2022-04-11,154,2.234311686190053
md,2022-04-11,60,0.9924441915549616
me,2022-04-11,12,0.8927163274840575
mi,2022-04-11,180,1.8023688533840028
mn,2022-04-11,22,0.39009637508262945
mo,2022-04-11,79,1.287184142934141
ms,2022-04-11,29,0.974413579427643
mt,2022-04-11,16,1.4970368027785004
nc,2022-04-11,44,0.41952371853619785
nd,2022-04-11,5,0.6561145943505909
ne,2022-04-11,31,1.602557474948408
nh,2022-04-11,11,0.8089954409429652
nj,2022-04-11,151,1.7000311860025512
nm,2022-04-11,36,1.7168782003682703
nv,2022-04-11,92,2.986861704407179
ny,2022-04-11,218,1.1206174540486444
oh,2022-04-11,146,1.2490268711876877
ok,2022-04-11,113,2.8557196906421605
or,2022-04-11,15,0.3556409515339624
pa,2022-04-11,198,1.546634667472375
ri,2022-04-11,5,0.47198263859062206
sc,2022-04-11,31,0.6020920952299934
sd,2022-04-11,6,0.6782274300041032
tn,2022-04-11,32,0.46857789829340996
tx,2022-04-11,335,1.1553365114169145
us,2022-04-11,3382,1.030345148289775
ut,2022-04-11,11,0.34311116989056
va,2022-04-11,52,0.6092189590345941
vt,2022-04-11,11,1.7628515887299294
wa,2022-04-11,26,0.3414361830166228
wi,2022-04-11,51,0.8759223376340547
wv,2022-04-11,46,2.5667537316972324
wy,2022-04-11,11,1.9006183921113968
ak,2022-04-12,3,0.4100909718472548
al,2022-04-12,26,0.5302675709768243
ar,2022-04-12,65,2.1538840825978096
az,2022-04-12,115,1.5799487739391431
ca,2022-04-12,103,0.2606788284222834
co,2022-04-12,122,2.11852045309943
ct,2022-04-12,51,1.430459876021201
dc,2022-04-12,3,0.4250803047542398
de,2022-04-12,25,2.567357183054621
fl,2022-04-12,124,0.5773420169918274
ga,2022-04-12,36,0.3390653268688645
hi,2022-04-12,7,0.4943949735569317
ia,2022-04-12,28,0.8874605000839918
id,2022-04-12,10,0.559576736156771
il,2022-04-12,94,0.7418034077343738
in,2022-04-12,114,1.6933495478979517
ks,2022-04-12,41,1.4073319937363429
ky,2022-04-12,113,2.5292809030562444
la,2022-04-12,39,0.8389272572628514
ma,2022-04-12,161,2.335871308289601
md,2022-04-12,57,0.9428219819772135
me,2022-04-12,11,0.8183233001937195
mi,2022-04-12,182,1.8223951739771582
mn,2022-04-12,19,0.33690141484408914
mo,2022-04-12,81,1.3197710832615877
ms,2022-04-12,26,0.8736121746592661
mt,2022-04-12,14,1.3099072024311877
nc,2022-04-12,47,0.44812760843639315
nd,2022-04-12,6,0.7873375132207091
ne,2022-04-12,35,1.8093390846191701
nh,2022-04-12,11,0.8089954409429652
nj,2022-04-12,153,1.7225481553535784
nm,2022-04-12,36,1.7168782003682703
nv,2022-04-12,79,2.5648051592192083
ny,2022-04-12,217,1.115477007011724
oh,2022-04-12,145,1.240471892617909
ok,2022-04-12,111,2.805175979303361
or,2022-04-12,16,0.3793503483028932
pa,2022-04-12,189,1.476333091678176
ri,2022-04-12,5,0.47198263859062206
sc,2022-04-12,30,0.5826697695774129
sd,2022-04-12,6,0.6782274300041032
tn,2022-04-12,34,0.49786401693674814
tx,2022-04-12,346,1.1932729341798582
us,2022-04-12,3404,1.0370475708984015
ut,2022-04-12,13,0.40549501896157086
va,2022-04-12,56,0.6560819558834091
vt,2022-04-12,11,1.7628515887299294
wa,2022-04-12,25,0.3283040221313681
wi,2022-04-12,55,0.9446221288210395
wv,2022-04-12,50,2.789949708366557
