MMWR_week,MMWR_year,location,location_name,geo_value,true_value,target_end_date
8,2021,18,Indiana,in,638,2021-02-21
8,2021,19,Iowa,ia,258,2021-02-21
8,2021,20,Kansas,ks,299,2021-02-21
8,2021,21,Kentucky,ky,1380,2021-02-21
8,2021,22,Louisiana,la,569,2021-02-21
8,2021,23,Maine,me,47,2021-02-21
8,2021,24,Maryland,md,704,2021-02-21
8,2021,25,Massachusetts,ma,754,2021-02-21
8,2021,26,Michigan,mi,695,2021-02-21
8,2021,27,Minnesota,mn,285,2021-02-21
8,2021,28,Mississippi,ms,316,2021-02-21
8,2021,29,Missouri,mo,552,2021-02-21
8,2021,30,Montana,mt,100,2021-02-21
8,2021,31,Nebraska,ne,144,2021-02-21
8,2021,32,Nevada,nv,391,2021-02-21
8,2021,33,New Hampshire,nh,78,2021-02-21
8,2021,34,New Jersey,nj,1650,2021-02-21
8,2021,35,New Mexico,nm,170,2021-02-21
8,2021,36,New York,ny,4234,2021-02-21
8,2021,37,North Carolina,nc,987,2021-02-21
8,2021,38,North Dakota,nd,50,2021-02-21
8,2021,39,Ohio,oh,1276,2021-02-21
8,2021,40,Oklahoma,ok,856,2021-02-21
8,2021,41,Oregon,or,156,2021-02-21
8,2021,42,Pennsylvania,pa,1702,2021-02-21
8,2021,44,Rhode Island,ri,79,2021-02-21
8,2021,45,South Carolina,sc,684,2021-02-21
8,2021,46,South Dakota,sd,80,2021-02-21
8,2021,47,Tennessee,tn,839,2021-02-21
8,2021,48,Texas,tx,4727,2021-02-21
8,2021,49,Utah,ut,246,2021-02-21
8,2021,50,Vermont,vt,36,2021-02-21
8,2021,51,Virginia,va,1003,2021-02-21
8,2021,53,Washington,wa,302,2021-02-21
8,2021,54,West Virginia,wv,184,2021-02-21
8,2021,55,Wisconsin,wi,474,2021-02-21
8,2021,56,Wyoming,wy,32,2021-02-21
8,2021,72,Puerto Rico,pr,64,2021-02-21
8,2021,78,Virgin Islands,NA,2,2021-02-21
8,2021,US,United States,us,41679,2021-02-21
8,2022,01,Alabama,al,673,2022-02-20
8,2022,02,Alaska,ak,61,2022-02-20
8,2022,04,Arizona,az,1099,2022-02-20
8,2022,05,Arkansas,ar,445,2022-02-20
8,2022,06,California,ca,3609,2022-02-20
8,2022,08,Colorado,co,418,2022-02-20
8,2022,09,Connecticut,ct,277,2022-02-20
8,2022,10,Delaware,de,85,2022-02-20
8,2022,11,District of Columbia,dc,60,2022-02-20
8,2022,12,Florida,fl,2905,2022-02-20
8,2022,13,Georgia,ga,1197,2022-02-20
8,2022,15,Hawaii,hi,116,2022-02-20
8,2022,16,Idaho,id,143,2022-02-20
8,2022,17,Illinois,il,981,2022-02-20
8,2022,18,Indiana,in,620,2022-02-20
8,2022,19,Iowa,ia,285,2022-02-20
8,2022,20,Kansas,ks,384,2022-02-20
8,2022,21,Kentucky,ky,853,2022-02-20
8,2022,22,Louisiana,la,494,2022-02-20
8,2022,23,Maine,me,81,2022-02-20
8,2022,24,Maryland,md,379,2022-02-20
8,2022,25,Massachusetts,ma,414,2022-02-20
8,2022,26,Michigan,mi,1006,2022-02-20
8,2022,27,Minnesota,mn,430,2022-02-20
8,2022,28,Mississippi,ms,245,2022-02-20
8,2022,29,Missouri,mo,808,2022-02-20
8,2022,30,Montana,mt,179,2022-02-20
8,2022,31,Nebraska,ne,178,2022-02-20
8,2022,32,Nevada,nv,328,2022-02-20
8,2022,33,New Hampshire,nh,108,2022-02-20
8,2022,34,New Jersey,nj,669,2022-02-20
8,2022,35,New Mexico,nm,229,2022-02-20
8,2022,36,New York,ny,1457,2022-02-20
8,2022,37,North Carolina,nc,1181,2022-02-20
8,2022,38,North Dakota,nd,94,2022-02-20
8,2022,39,Ohio,oh,1077,2022-02-20
8,2022,40,Oklahoma,ok,578,2022-02-20
8,2022,41,Oregon,or,474,2022-02-20
8,2022,42,Pennsylvania,pa,1210,2022-02-20
8,2022,44,Rhode Island,ri,55,2022-02-20
8,2022,45,South Carolina,sc,511,2022-02-20
8,2022,46,South Dakota,sd,122,2022-02-20
8,2022,47,Tennessee,tn,866,2022-02-20
8,2022,48,Texas,tx,3402,2022-02-20
8,2022,49,Utah,ut,348,2022-02-20
8,2022,50,Vermont,vt,49,2022-02-20
8,2022,51,Virginia,va,772,2022-02-20
8,2022,53,Washington,wa,619,2022-02-20
8,2022,54,West Virginia,wv,451,2022-02-20
8,2022,55,Wisconsin,wi,608,2022-02-20
8,2022,56,Wyoming,wy,60,2022-02-20
8,2022,60,American Samoa,as,1,2022-02-20
8,2022,72,Puerto Rico,pr,50,2022-02-20
8,2022,78,Virgin Islands,NA,1,2022-02-20
8,2022,US,United States,us,33745,2022-02-20
8,2023,01,Alabama,al,395,2023-02-19
8,2023,02,Alaska,ak,33,2023-02-19
8,2023,04,Arizona,az,422,2023-02-19
8,2023,05,Arkansas,ar,170,2023-02-19
8,2023,06,California,ca,3084,2023-02-19
8,2023,08,Colorado,co,344,2023-02-19
8,2023,09,Connecticut,ct,375,2023-02-19
8,2023,10,Delaware,de,108,2023-02-19
8,2023,11,District of Columbia,dc,69,2023-02-19
8,2023,12,Florida,fl,1711,2023-02-19
8,2023,13,Georgia,ga,641,2023-02-19
8,2023,15,Hawaii,hi,95,2023-02-19
8,2023,16,Idaho,id,108,2023-02-19
8,2023,17,Illinois,il,1044,2023-02-19
8,2023,18,Indiana,in,445,2023-02-19
8,2023,19,Iowa,ia,187,2023-02-19
8,2023,20,Kansas,ks,208,2023-02-19
8,2023,21,Kentucky,ky,349,2023-02-19
8,2023,22,Louisiana,la,351,2023-02-19
8,2023,23,Maine,me,111,2023-02-19
8,2023,24,Maryland,md,338,2023-02-19
8,2023,25,Massachusetts,ma,637,2023-02-19
8,2023,26,Michigan,mi,689,2023-02-19
8,2023,27,Minnesota,mn,361,2023-02-19
8,2023,28,Mississippi,ms,153,2023-02-19
8,2023,29,Missouri,mo,476,2023-02-19
8,2023,30,Montana,mt,144,2023-02-19
8,2023,31,Nebraska,ne,168,2023-02-19
8,2023,32,Nevada,nv,156,2023-02-19
8,2023,33,New Hampshire,nh,81,2023-02-19
8,2023,34,New Jersey,nj,749,2023-02-19
8,2023,35,New Mexico,nm,91,2023-02-19
8,2023,36,New York,ny,1671,2023-02-19
8,2023,37,North Carolina,nc,693,2023-02-19
8,2023,38,North Dakota,nd,67,2023-02-19
8,2023,39,Ohio,oh,1007,2023-02-19
8,2023,40,Oklahoma,ok,279,2023-02-19
8,2023,41,Oregon,or,224,2023-02-19
8,2023,42,Pennsylvania,pa,1186,2023-02-19
8,2023,44,Rhode Island,ri,63,2023-02-19
8,2023,45,South Carolina,sc,282,2023-02-19
8,2023,46,South Dakota,sd,89,2023-02-19
8,2023,47,Tennessee,tn,463,2023-02-19
8,2023,48,Texas,tx,1897,2023-02-19
8,2023,49,Utah,ut,166,2023-02-19
8,2023,50,Vermont,vt,43,2023-02-19
8,2023,51,Virginia,va,447,2023-02-19
8,2023,53,Washington,wa,352,2023-02-19
8,2023,54,West Virginia,wv,202,2023-02-19
8,2023,55,Wisconsin,wi,508,2023-02-19
8,2023,56,Wyoming,wy,33,2023-02-19
8,2023,60,American Samoa,as,0,2023-02-19
8,2023,72,Puerto Rico,pr,92,2023-02-19
8,2023,78,Virgin Islands,NA,2,2023-02-19
8,2023,US,United States,us,24059,2023-02-19
8,2024,01,Alabama,al,445,2024-02-18
8,2024,02,Alaska,ak,28,2024-02-18
8,2024,04,Arizona,az,283,2024-02-18
8,2024,05,Arkansas,ar,192,2024-02-18
8,2024,06,California,ca,1596,2024-02-18
8,2024,08,Colorado,co,192,2024-02-18
8,2024,09,Connecticut,ct,207,2024-02-18
8,2024,10,Delaware,de,94,2024-02-18
8,2024,11,District of Columbia,dc,64,2024-02-18
8,2024,12,Florida,fl,1520,2024-02-18
8,2024,13,Georgia,ga,838,2024-02-18
8,2024,15,Hawaii,hi,103,2024-02-18
8,2024,16,Idaho,id,92,2024-02-18
8,2024,17,Illinois,il,704,2024-02-18
8,2024,18,Indiana,in,322,2024-02-18
8,2024,19,Iowa,ia,105,2024-02-18
8,2024,20,Kansas,ks,158,2024-02-18
8,2024,21,Kentucky,ky,289,2024-02-18
8,2024,22,Louisiana,la,308,2024-02-18
8,2024,23,Maine,me,66,2024-02-18
8,2024,24,Maryland,md,251,2024-02-18
8,2024,25,Massachusetts,ma,348,2024-02-18
8,2024,26,Michigan,mi,528,2024-02-18
8,2024,27,Minnesota,mn,190,2024-02-18
8,2024,28,Mississippi,ms,138,2024-02-18
8,2024,29,Missouri,mo,419,2024-02-18
8,2024,30,Montana,mt,38,2024-02-18
8,2024,31,Nebraska,ne,109,2024-02-18
8,2024,32,Nevada,nv,100,2024-02-18
8,2024,33,New Hampshire,nh,50,2024-02-18
8,2024,34,New Jersey,nj,546,2024-02-18
8,2024,35,New Mexico,nm,69,2024-02-18
8,2024,36,New York,ny,1090,2024-02-18
8,2024,37,North Carolina,nc,693,2024-02-18
8,2024,38,North Dakota,nd,38,2024-02-18
8,2024,39,Ohio,oh,638,2024-02-18
8,2024,40,Oklahoma,ok,198,2024-02-18
8,2024,41,Oregon,or,193,2024-02-18
8,2024,42,Pennsylvania,pa,679,2024-02-18
8,2024,44,Rhode Island,ri,44,2024-02-18
8,2024,45,South Carolina,sc,378,2024-02-18
8,2024,46,South Dakota,sd,45,2024-02-18
8,2024,47,Tennessee,tn,441,2024-02-18
8,2024,48,Texas,tx,1508,2024-02-18
8,2024,49,Utah,ut,86,2024-02-18
8,2024,50,Vermont,vt,27,2024-02-18
8,2024,51,Virginia,va,583,2024-02-18
8,2024,53,Washington,wa,247,2024-02-18
8,2024,54,West Virginia,wv,104,2024-02-18
8,2024,55,Wisconsin,wi,279,2024-02-18
8,2024,56,Wyoming,wy,12,2024-02-18
8,2024,60,American Samoa,as,0,2024-02-18
8,2024,72,Puerto Rico,pr,97,2024-02-18
8,2024,78,Virgin Islands,NA,0,2024-02-18
8,2024,US,United States,us,17772,2024-02-18
9,2021,01,Alabama,al,558,2021-02-28
9,2021,02,Alaska,ak,32,2021-02-28
9,2021,04,Arizona,az,726,2021-02-28
9,2021,05,Arkansas,ar,259,2021-02-28
9,2021,06,California,ca,3064,2021-02-28
9,2021,08,Colorado,co,407,2021-02-28
9,2021,09,Connecticut,ct,516,2021-02-28
9,2021,10,Delaware,de,84,2021-02-28
9,2021,11,District of Columbia,dc,115,2021-02-28
9,2021,12,Florida,fl,3802,2021-02-28
9,2021,13,Georgia,ga,1603,2021-02-28
9,2021,15,Hawaii,hi,14,2021-02-28
9,2021,16,Idaho,id,102,2021-02-28
9,2021,17,Illinois,il,951,2021-02-28
9,2021,18,Indiana,in,538,2021-02-28
9,2021,19,Iowa,ia,219,2021-02-28
9,2021,20,Kansas,ks,207,2021-02-28
9,2021,21,Kentucky,ky,1231,2021-02-28
9,2021,22,Louisiana,la,479,2021-02-28
9,2021,23,Maine,me,50,2021-02-28
9,2021,24,Maryland,md,682,2021-02-28
9,2021,25,Massachusetts,ma,696,2021-02-28
9,2021,26,Michigan,mi,781,2021-02-28
9,2021,27,Minnesota,mn,233,2021-02-28
9,2021,28,Mississippi,ms,253,2021-02-28
9,2021,29,Missouri,mo,468,2021-02-28
9,2021,30,Montana,mt,111,2021-02-28
9,2021,31,Nebraska,ne,103,2021-02-28
9,2021,32,Nevada,nv,308,2021-02-28
9,2021,33,New Hampshire,nh,80,2021-02-28
9,2021,34,New Jersey,nj,1545,2021-02-28
9,2021,35,New Mexico,nm,254,2021-02-28
9,2021,36,New York,ny,3805,2021-02-28
9,2021,37,North Carolina,nc,826,2021-02-28
9,2021,38,North Dakota,nd,49,2021-02-28
9,2021,39,Ohio,oh,1127,2021-02-28
9,2021,40,Oklahoma,ok,523,2021-02-28
9,2021,41,Oregon,or,126,2021-02-28
9,2021,42,Pennsylvania,pa,1455,2021-02-28
9,2021,44,Rhode Island,ri,86,2021-02-28
9,2021,45,South Carolina,sc,509,2021-02-28
9,2021,46,South Dakota,sd,57,2021-02-28
9,2021,47,Tennessee,tn,558,2021-02-28
9,2021,48,Texas,tx,3936,2021-02-28
9,2021,49,Utah,ut,215,2021-02-28
9,2021,50,Vermont,vt,33,2021-02-28
9,2021,51,Virginia,va,919,2021-02-28
9,2021,53,Washington,wa,278,2021-02-28
9,2021,54,West Virginia,wv,135,2021-02-28
9,2021,55,Wisconsin,wi,432,2021-02-28
9,2021,56,Wyoming,wy,26,2021-02-28
9,2021,72,Puerto Rico,pr,75,2021-02-28
9,2021,78,Virgin Islands,NA,0,2021-02-28
9,2021,US,United States,us,35641,2021-02-28
9,2022,01,Alabama,al,446,2022-02-27
9,2022,02,Alaska,ak,44,2022-02-27
9,2022,04,Arizona,az,876,2022-02-27
9,2022,05,Arkansas,ar,377,2022-02-27
9,2022,06,California,ca,2888,2022-02-27
9,2022,08,Colorado,co,281,2022-02-27
9,2022,09,Connecticut,ct,197,2022-02-27
9,2022,10,Delaware,de,71,2022-02-27
9,2022,11,District of Columbia,dc,67,2022-02-27
9,2022,12,Florida,fl,1983,2022-02-27
9,2022,13,Georgia,ga,876,2022-02-27
9,2022,15,Hawaii,hi,84,2022-02-27
9,2022,16,Idaho,id,99,2022-02-27
9,2022,17,Illinois,il,720,2022-02-27
9,2022,18,Indiana,in,485,2022-02-27
9,2022,19,Iowa,ia,203,2022-02-27
9,2022,20,Kansas,ks,259,2022-02-27
9,2022,21,Kentucky,ky,577,2022-02-27
9,2022,22,Louisiana,la,343,2022-02-27
9,2022,23,Maine,me,76,2022-02-27
9,2022,24,Maryland,md,273,2022-02-27
9,2022,25,Massachusetts,ma,311,2022-02-27
9,2022,26,Michigan,mi,754,2022-02-27
9,2022,27,Minnesota,mn,319,2022-02-27
9,2022,28,Mississippi,ms,132,2022-02-27
9,2022,29,Missouri,mo,585,2022-02-27
9,2022,30,Montana,mt,132,2022-02-27
9,2022,31,Nebraska,ne,134,2022-02-27
9,2022,32,Nevada,nv,227,2022-02-27
9,2022,33,New Hampshire,nh,62,2022-02-27
9,2022,34,New Jersey,nj,519,2022-02-27
9,2022,35,New Mexico,nm,174,2022-02-27
9,2022,36,New York,ny,1230,2022-02-27
9,2022,37,North Carolina,nc,776,2022-02-27
9,2022,38,North Dakota,nd,73,2022-02-27
9,2022,39,Ohio,oh,786,2022-02-27
9,2022,40,Oklahoma,ok,382,2022-02-27
9,2022,41,Oregon,or,337,2022-02-27
9,2022,42,Pennsylvania,pa,974,2022-02-27
9,2022,44,Rhode Island,ri,33,2022-02-27
9,2022,45,South Carolina,sc,372,2022-02-27
9,2022,46,South Dakota,sd,83,2022-02-27
9,2022,47,Tennessee,tn,524,2022-02-27
9,2022,48,Texas,tx,2468,2022-02-27
9,2022,49,Utah,ut,305,2022-02-27
9,2022,50,Vermont,vt,39,2022-02-27
9,2022,51,Virginia,va,513,2022-02-27
9,2022,53,Washington,wa,485,2022-02-27
9,2022,54,West Virginia,wv,320,2022-02-27
9,2022,55,Wisconsin,wi,392,2022-02-27
9,2022,56,Wyoming,wy,51,2022-02-27
9,2022,60,American Samoa,as,8,2022-02-27
9,2022,72,Puerto Rico,pr,40,2022-02-27
9,2022,78,Virgin Islands,NA,1,2022-02-27
9,2022,US,United States,us,24766,2022-02-27
9,2023,01,Alabama,al,329,2023-02-26
9,2023,02,Alaska,ak,52,2023-02-26
9,2023,04,Arizona,az,419,2023-02-26
9,2023,05,Arkansas,ar,155,2023-02-26
9,2023,06,California,ca,2918,2023-02-26
9,2023,08,Colorado,co,329,2023-02-26
9,2023,09,Connecticut,ct,330,2023-02-26
9,2023,10,Delaware,de,68,2023-02-26
9,2023,11,District of Columbia,dc,71,2023-02-26
9,2023,12,Florida,fl,1525,2023-02-26
9,2023,13,Georgia,ga,512,2023-02-26
9,2023,15,Hawaii,hi,72,2023-02-26
9,2023,16,Idaho,id,113,2023-02-26
9,2023,17,Illinois,il,1080,2023-02-26
9,2023,18,Indiana,in,414,2023-02-26
9,2023,19,Iowa,ia,237,2023-02-26
9,2023,20,Kansas,ks,246,2023-02-26
9,2023,21,Kentucky,ky,305,2023-02-26
9,2023,22,Louisiana,la,346,2023-02-26
9,2023,23,Maine,me,131,2023-02-26
9,2023,24,Maryland,md,306,2023-02-26
9,2023,25,Massachusetts,ma,628,2023-02-26
9,2023,26,Michigan,mi,722,2023-02-26
9,2023,27,Minnesota,mn,359,2023-02-26
9,2023,28,Mississippi,ms,115,2023-02-26
9,2023,29,Missouri,mo,504,2023-02-26
9,2023,30,Montana,mt,115,2023-02-26
9,2023,31,Nebraska,ne,197,2023-02-26
9,2023,32,Nevada,nv,137,2023-02-26
9,2023,33,New Hampshire,nh,100,2023-02-26
9,2023,34,New Jersey,nj,594,2023-02-26
9,2023,35,New Mexico,nm,109,2023-02-26
9,2023,36,New York,ny,1488,2023-02-26
9,2023,37,North Carolina,nc,585,2023-02-26
9,2023,38,North Dakota,nd,71,2023-02-26
9,2023,39,Ohio,oh,1022,2023-02-26
9,2023,40,Oklahoma,ok,215,2023-02-26
9,2023,41,Oregon,or,221,2023-02-26
9,2023,42,Pennsylvania,pa,1028,2023-02-26
9,2023,44,Rhode Island,ri,53,2023-02-26
9,2023,45,South Carolina,sc,212,2023-02-26
9,2023,46,South Dakota,sd,105,2023-02-26
9,2023,47,Tennessee,tn,395,2023-02-26
9,2023,48,Texas,tx,1827,2023-02-26
9,2023,49,Utah,ut,193,2023-02-26
9,2023,50,Vermont,vt,41,2023-02-26
9,2023,51,Virginia,va,435,2023-02-26
9,2023,53,Washington,wa,411,2023-02-26
9,2023,54,West Virginia,wv,177,2023-02-26
9,2023,55,Wisconsin,wi,436,2023-02-26
9,2023,56,Wyoming,wy,18,2023-02-26
9,2023,60,American Samoa,as,0,2023-02-26
9,2023,72,Puerto Rico,pr,78,2023-02-26
9,2023,78,Virgin Islands,NA,1,2023-02-26
9,2023,US,United States,us,22550,2023-02-26
9,2024,01,Alabama,al,348,2024-02-25
9,2024,02,Alaska,ak,19,2024-02-25
9,2024,04,Arizona,az,238,2024-02-25
9,2024,05,Arkansas,ar,184,2024-02-25
9,2024,06,California,ca,1374,2024-02-25
9,2024,08,Colorado,co,135,2024-02-25
9,2024,09,Connecticut,ct,165,2024-02-25
9,2024,10,Delaware,de,81,2024-02-25
9,2024,11,District of Columbia,dc,49,2024-02-25
9,2024,12,Florida,fl,1382,2024-02-25
9,2024,13,Georgia,ga,704,2024-02-25
9,2024,15,Hawaii,hi,107,2024-02-25
9,2024,16,Idaho,id,61,2024-02-25
9,2024,17,Illinois,il,606,2024-02-25
9,2024,18,Indiana,in,271,2024-02-25
9,2024,19,Iowa,ia,93,2024-02-25
9,2024,20,Kansas,ks,127,2024-02-25
9,2024,21,Kentucky,ky,277,2024-02-25
9,2024,22,Louisiana,la,296,2024-02-25
9,2024,23,Maine,me,52,2024-02-25
9,2024,24,Maryland,md,268,2024-02-25
9,2024,25,Massachusetts,ma,288,2024-02-25
9,2024,26,Michigan,mi,561,2024-02-25
9,2024,27,Minnesota,mn,159,2024-02-25
9,2024,28,Mississippi,ms,150,2024-02-25
9,2024,29,Missouri,mo,365,2024-02-25
9,2024,30,Montana,mt,44,2024-02-25
9,2024,31,Nebraska,ne,81,2024-02-25
9,2024,32,Nevada,nv,114,2024-02-25
9,2024,33,New Hampshire,nh,42,2024-02-25
9,2024,34,New Jersey,nj,516,2024-02-25
9,2024,35,New Mexico,nm,47,2024-02-25
9,2024,36,New York,ny,934,2024-02-25
9,2024,37,North Carolina,nc,585,2024-02-25
9,2024,38,North Dakota,nd,38,2024-02-25
9,2024,39,Ohio,oh,480,2024-02-25
9,2024,40,Oklahoma,ok,217,2024-02-25
9,2024,41,Oregon,or,129,2024-02-25
9,2024,42,Pennsylvania,pa,587,2024-02-25
9,2024,44,Rhode Island,ri,20,2024-02-25
9,2024,45,South Carolina,sc,361,2024-02-25
9,2024,46,South Dakota,sd,36,2024-02-25
9,2024,47,Tennessee,tn,450,2024-02-25
9,2024,48,Texas,tx,1315,2024-02-25
9,2024,49,Utah,ut,91,2024-02-25
9,2024,50,Vermont,vt,17,2024-02-25
9,2024,51,Virginia,va,481,2024-02-25
9,2024,53,Washington,wa,280,2024-02-25
9,2024,54,West Virginia,wv,105,2024-02-25
9,2024,55,Wisconsin,wi,248,2024-02-25
9,2024,56,Wyoming,wy,5,2024-02-25
9,2024,60,American Samoa,as,0,2024-02-25
9,2024,72,Puerto Rico,pr,86,2024-02-25
9,2024,78,Virgin Islands,NA,0,2024-02-25
9,2024,US,United States,us,15669,2024-02-25
10,2021,01,Alabama,al,457,2021-03-07
10,2021,02,Alaska,ak,30,2021-03-07
10,2021,04,Arizona,az,625,2021-03-07
10,2021,05,Arkansas,ar,197,2021-03-07
10,2021,06,California,ca,2648,2021-03-07
10,2021,08,Colorado,co,363,2021-03-07
10,2021,09,Connecticut,ct,541,2021-03-07
10,2021,10,Delaware,de,85,2021-03-07
10,2021,11,District of Columbia,dc,131,2021-03-07
10,2021,12,Florida,fl,3345,2021-03-07
10,2021,13,Georgia,ga,1659,2021-03-07
10,2021,15,Hawaii,hi,24,2021-03-07
10,2021,16,Idaho,id,124,2021-03-07
10,2021,17,Illinois,il,926,2021-03-07
10,2021,18,Indiana,in,443,2021-03-07
10,2021,19,Iowa,ia,221,2021-03-07
10,2021,20,Kansas,ks,174,2021-03-07
10,2021,21,Kentucky,ky,1020,2021-03-07
10,2021,22,Louisiana,la,407,2021-03-07
10,2021,23,Maine,me,54,2021-03-07
10,2021,24,Maryland,md,719,2021-03-07
10,2021,25,Massachusetts,ma,619,2021-03-07
10,2021,26,Michigan,mi,991,2021-03-07
10,2021,27,Minnesota,mn,299,2021-03-07
10,2021,28,Mississippi,ms,212,2021-03-07
10,2021,29,Missouri,mo,405,2021-03-07
10,2021,30,Montana,mt,108,2021-03-07
10,2021,31,Nebraska,ne,96,2021-03-07
10,2021,32,Nevada,nv,278,2021-03-07
10,2021,33,New Hampshire,nh,80,2021-03-07
10,2021,34,New Jersey,nj,1723,2021-03-07
10,2021,35,New Mexico,nm,139,2021-03-07
10,2021,36,New York,ny,3720,2021-03-07
10,2021,37,North Carolina,nc,814,2021-03-07
10,2021,38,North Dakota,nd,46,2021-03-07
10,2021,39,Ohio,oh,1072,2021-03-07
10,2021,40,Oklahoma,ok,417,2021-03-07
10,2021,41,Oregon,or,129,2021-03-07
10,2021,42,Pennsylvania,pa,1488,2021-03-07
10,2021,44,Rhode Island,ri,91,2021-03-07
10,2021,45,South Carolina,sc,481,2021-03-07
10,2021,46,South Dakota,sd,46,2021-03-07
10,2021,47,Tennessee,tn,534,2021-03-07
10,2021,48,Texas,tx,3675,2021-03-07
10,2021,49,Utah,ut,214,2021-03-07
10,2021,50,Vermont,vt,32,2021-03-07
10,2021,51,Virginia,va,816,2021-03-07
10,2021,53,Washington,wa,278,2021-03-07
10,2021,54,West Virginia,wv,138,2021-03-07
10,2021,55,Wisconsin,wi,421,2021-03-07
10,2021,56,Wyoming,wy,13,2021-03-07
10,2021,72,Puerto Rico,pr,74,2021-03-07
10,2021,78,Virgin Islands,NA,3,2021-03-07
10,2021,US,United States,us,33645,2021-03-07
10,2022,01,Alabama,al,305,2022-03-06
10,2022,02,Alaska,ak,39,2022-03-06
10,2022,04,Arizona,az,656,2022-03-06
10,2022,05,Arkansas,ar,289,2022-03-06
10,2022,06,California,ca,2047,2022-03-06
10,2022,08,Colorado,co,216,2022-03-06
10,2022,09,Connecticut,ct,203,2022-03-06
10,2022,10,Delaware,de,46,2022-03-06
10,2022,11,District of Columbia,dc,48,2022-03-06
10,2022,12,Florida,fl,1509,2022-03-06
10,2022,13,Georgia,ga,648,2022-03-06
10,2022,15,Hawaii,hi,81,2022-03-06
10,2022,16,Idaho,id,98,2022-03-06
10,2022,17,Illinois,il,544,2022-03-06
10,2022,18,Indiana,in,410,2022-03-06
10,2022,19,Iowa,ia,160,2022-03-06
10,2022,20,Kansas,ks,172,2022-03-06
10,2022,21,Kentucky,ky,423,2022-03-06
10,2022,22,Louisiana,la,239,2022-03-06
10,2022,23,Maine,me,80,2022-03-06
10,2022,24,Maryland,md,228,2022-03-06
10,2022,25,Massachusetts,ma,242,2022-03-06
10,2022,26,Michigan,mi,574,2022-03-06
10,2022,27,Minnesota,mn,254,2022-03-06
10,2022,28,Mississippi,ms,85,2022-03-06
10,2022,29,Missouri,mo,434,2022-03-06
10,2022,30,Montana,mt,76,2022-03-06
10,2022,31,Nebraska,ne,98,2022-03-06
10,2022,32,Nevada,nv,160,2022-03-06
10,2022,33,New Hampshire,nh,62,2022-03-06
10,2022,34,New Jersey,nj,378,2022-03-06
10,2022,35,New Mexico,nm,131,2022-03-06
10,2022,36,New York,ny,858,2022-03-06
10,2022,37,North Carolina,nc,508,2022-03-06
10,2022,38,North Dakota,nd,48,2022-03-06
10,2022,39,Ohio,oh,574,2022-03-06
10,2022,40,Oklahoma,ok,240,2022-03-06
10,2022,41,Oregon,or,235,2022-03-06
10,2022,42,Pennsylvania,pa,608,2022-03-06
10,2022,44,Rhode Island,ri,26,2022-03-06
10,2022,45,South Carolina,sc,256,2022-03-06
10,2022,46,South Dakota,sd,58,2022-03-06
10,2022,47,Tennessee,tn,317,2022-03-06
10,2022,48,Texas,tx,1823,2022-03-06
10,2022,49,Utah,ut,226,2022-03-06
10,2022,50,Vermont,vt,33,2022-03-06
10,2022,51,Virginia,va,369,2022-03-06
10,2022,53,Washington,wa,338,2022-03-06
10,2022,54,West Virginia,wv,207,2022-03-06
10,2022,55,Wisconsin,wi,276,2022-03-06
10,2022,56,Wyoming,wy,30,2022-03-06
10,2022,60,American Samoa,as,3,2022-03-06
10,2022,72,Puerto Rico,pr,38,2022-03-06
10,2022,78,Virgin Islands,NA,2,2022-03-06
10,2022,US,United States,us,18008,2022-03-06
10,2023,01,Alabama,al,238,2023-03-05
10,2023,02,Alaska,ak,27,2023-03-05
10,2023,04,Arizona,az,424,2023-03-05
10,2023,05,Arkansas,ar,129,2023-03-05
10,2023,06,California,ca,2603,2023-03-05
10,2023,08,Colorado,co,307,2023-03-05
10,2023,09,Connecticut,ct,262,2023-03-05
10,2023,10,Delaware,de,62,2023-03-05
10,2023,11,District of Columbia,dc,44,2023-03-05
10,2023,12,Florida,fl,1426,2023-03-05
10,2023,13,Georgia,ga,405,2023-03-05
10,2023,15,Hawaii,hi,123,2023-03-05
10,2023,16,Idaho,id,118,2023-03-05
10,2023,17,Illinois,il,967,2023-03-05
10,2023,18,Indiana,in,387,2023-03-05
10,2023,19,Iowa,ia,270,2023-03-05
10,2023,20,Kansas,ks,203,2023-03-05
10,2023,21,Kentucky,ky,241,2023-03-05
10,2023,22,Louisiana,la,253,2023-03-05
10,2023,23,Maine,me,117,2023-03-05
10,2023,24,Maryland,md,253,2023-03-05
10,2023,25,Massachusetts,ma,463,2023-03-05
10,2023,26,Michigan,mi,683,2023-03-05
10,2023,27,Minnesota,mn,325,2023-03-05
10,2023,28,Mississippi,ms,69,2023-03-05
10,2023,29,Missouri,mo,468,2023-03-05
10,2023,30,Montana,mt,84,2023-03-05
10,2023,31,Nebraska,ne,148,2023-03-05
10,2023,32,Nevada,nv,169,2023-03-05
10,2023,33,New Hampshire,nh,74,2023-03-05
10,2023,34,New Jersey,nj,571,2023-03-05
10,2023,35,New Mexico,nm,103,2023-03-05
10,2023,36,New York,ny,1296,2023-03-05
10,2023,37,North Carolina,nc,489,2023-03-05
10,2023,38,North Dakota,nd,43,2023-03-05
10,2023,39,Ohio,oh,999,2023-03-05
10,2023,40,Oklahoma,ok,241,2023-03-05
10,2023,41,Oregon,or,236,2023-03-05
10,2023,42,Pennsylvania,pa,911,2023-03-05
10,2023,44,Rhode Island,ri,53,2023-03-05
