MMWR_week,MMWR_year,location,location_name,geo_value,true_value,target_end_date
29,2020,01,Alabama,al,823,2020-07-12
29,2020,02,Alaska,ak,8,2020-07-12
29,2020,04,Arizona,az,805,2020-07-12
29,2020,05,Arkansas,ar,247,2020-07-12
29,2020,06,California,ca,2811,2020-07-12
29,2020,08,Colorado,co,143,2020-07-12
29,2020,09,Connecticut,ct,42,2020-07-12
29,2020,10,Delaware,de,6,2020-07-12
29,2020,11,District of Columbia,dc,35,2020-07-12
29,2020,12,Florida,fl,3326,2020-07-12
29,2020,13,Georgia,ga,962,2020-07-12
29,2020,15,Hawaii,hi,10,2020-07-12
29,2020,16,Idaho,id,75,2020-07-12
29,2020,17,Illinois,il,420,2020-07-12
29,2020,18,Indiana,in,215,2020-07-12
29,2020,19,Iowa,ia,117,2020-07-12
29,2020,20,Kansas,ks,210,2020-07-12
29,2020,21,Kentucky,ky,195,2020-07-12
29,2020,22,Louisiana,la,819,2020-07-12
29,2020,23,Maine,me,2,2020-07-12
29,2020,24,Maryland,md,228,2020-07-12
29,2020,25,Massachusetts,ma,123,2020-07-12
29,2020,26,Michigan,mi,119,2020-07-12
29,2020,27,Minnesota,mn,24,2020-07-12
29,2020,28,Mississippi,ms,361,2020-07-12
29,2020,29,Missouri,mo,328,2020-07-12
29,2020,30,Montana,mt,40,2020-07-12
29,2020,31,Nebraska,ne,7,2020-07-12
29,2020,32,Nevada,nv,21,2020-07-12
29,2020,33,New Hampshire,nh,6,2020-07-12
29,2020,34,New Jersey,nj,128,2020-07-12
29,2020,35,New Mexico,nm,110,2020-07-12
29,2020,36,New York,ny,270,2020-07-12
29,2020,37,North Carolina,nc,497,2020-07-12
29,2020,39,Ohio,oh,582,2020-07-12
29,2020,40,Oklahoma,ok,239,2020-07-12
29,2020,41,Oregon,or,53,2020-07-12
29,2020,42,Pennsylvania,pa,209,2020-07-12
29,2020,44,Rhode Island,ri,8,2020-07-12
29,2020,45,South Carolina,sc,558,2020-07-12
29,2020,46,South Dakota,sd,77,2020-07-12
29,2020,47,Tennessee,tn,717,2020-07-12
29,2020,48,Texas,tx,4382,2020-07-12
29,2020,49,Utah,ut,108,2020-07-12
29,2020,50,Vermont,vt,31,2020-07-12
29,2020,51,Virginia,va,457,2020-07-12
29,2020,53,Washington,wa,133,2020-07-12
29,2020,54,West Virginia,wv,54,2020-07-12
29,2020,55,Wisconsin,wi,280,2020-07-12
29,2020,56,Wyoming,wy,14,2020-07-12
29,2020,72,Puerto Rico,pr,3,2020-07-12
29,2021,01,Alabama,al,1188,2021-07-18
29,2021,02,Alaska,ak,82,2021-07-18
29,2021,04,Arizona,az,732,2021-07-18
29,2021,05,Arkansas,ar,972,2021-07-18
29,2021,06,California,ca,2980,2021-07-18
29,2021,08,Colorado,co,404,2021-07-18
29,2021,09,Connecticut,ct,117,2021-07-18
29,2021,10,Delaware,de,25,2021-07-18
29,2021,11,District of Columbia,dc,22,2021-07-18
29,2021,12,Florida,fl,8006,2021-07-18
29,2021,13,Georgia,ga,1542,2021-07-18
29,2021,15,Hawaii,hi,48,2021-07-18
29,2021,16,Idaho,id,118,2021-07-18
29,2021,17,Illinois,il,668,2021-07-18
29,2021,18,Indiana,in,487,2021-07-18
29,2021,19,Iowa,ia,162,2021-07-18
29,2021,20,Kansas,ks,371,2021-07-18
29,2021,21,Kentucky,ky,729,2021-07-18
29,2021,22,Louisiana,la,1381,2021-07-18
29,2021,23,Maine,me,53,2021-07-18
29,2021,24,Maryland,md,188,2021-07-18
29,2021,25,Massachusetts,ma,137,2021-07-18
29,2021,26,Michigan,mi,270,2021-07-18
29,2021,27,Minnesota,mn,183,2021-07-18
29,2021,28,Mississippi,ms,525,2021-07-18
29,2021,29,Missouri,mo,1433,2021-07-18
29,2021,30,Montana,mt,104,2021-07-18
29,2021,31,Nebraska,ne,111,2021-07-18
29,2021,32,Nevada,nv,819,2021-07-18
29,2021,33,New Hampshire,nh,33,2021-07-18
29,2021,34,New Jersey,nj,369,2021-07-18
29,2021,35,New Mexico,nm,133,2021-07-18
29,2021,36,New York,ny,636,2021-07-18
29,2021,37,North Carolina,nc,769,2021-07-18
29,2021,38,North Dakota,nd,23,2021-07-18
29,2021,39,Ohio,oh,586,2021-07-18
29,2021,40,Oklahoma,ok,748,2021-07-18
29,2021,41,Oregon,or,166,2021-07-18
29,2021,42,Pennsylvania,pa,382,2021-07-18
29,2021,44,Rhode Island,ri,15,2021-07-18
29,2021,45,South Carolina,sc,371,2021-07-18
29,2021,46,South Dakota,sd,27,2021-07-18
29,2021,47,Tennessee,tn,606,2021-07-18
29,2021,48,Texas,tx,4770,2021-07-18
29,2021,49,Utah,ut,328,2021-07-18
29,2021,50,Vermont,vt,4,2021-07-18
29,2021,51,Virginia,va,335,2021-07-18
29,2021,53,Washington,wa,376,2021-07-18
29,2021,54,West Virginia,wv,87,2021-07-18
29,2021,55,Wisconsin,wi,262,2021-07-18
29,2021,56,Wyoming,wy,117,2021-07-18
29,2021,72,Puerto Rico,pr,56,2021-07-18
29,2021,78,Virgin Islands,NA,7,2021-07-18
29,2021,US,United States,us,35063,2021-07-18
29,2022,01,Alabama,al,890,2022-07-17
29,2022,02,Alaska,ak,107,2022-07-17
29,2022,04,Arizona,az,940,2022-07-17
29,2022,05,Arkansas,ar,497,2022-07-17
29,2022,06,California,ca,5208,2022-07-17
29,2022,08,Colorado,co,592,2022-07-17
29,2022,09,Connecticut,ct,394,2022-07-17
29,2022,10,Delaware,de,148,2022-07-17
29,2022,11,District of Columbia,dc,134,2022-07-17
29,2022,12,Florida,fl,5488,2022-07-17
29,2022,13,Georgia,ga,1715,2022-07-17
29,2022,15,Hawaii,hi,229,2022-07-17
29,2022,16,Idaho,id,246,2022-07-17
29,2022,17,Illinois,il,1678,2022-07-17
29,2022,18,Indiana,in,837,2022-07-17
29,2022,19,Iowa,ia,373,2022-07-17
29,2022,20,Kansas,ks,394,2022-07-17
29,2022,21,Kentucky,ky,747,2022-07-17
29,2022,22,Louisiana,la,1048,2022-07-17
29,2022,23,Maine,me,89,2022-07-17
29,2022,24,Maryland,md,620,2022-07-17
29,2022,25,Massachusetts,ma,755,2022-07-17
29,2022,26,Michigan,mi,930,2022-07-17
29,2022,27,Minnesota,mn,467,2022-07-17
29,2022,28,Mississippi,ms,463,2022-07-17
29,2022,29,Missouri,mo,1076,2022-07-17
29,2022,30,Montana,mt,195,2022-07-17
29,2022,31,Nebraska,ne,196,2022-07-17
29,2022,32,Nevada,nv,412,2022-07-17
29,2022,33,New Hampshire,nh,121,2022-07-17
29,2022,34,New Jersey,nj,1209,2022-07-17
29,2022,35,New Mexico,nm,237,2022-07-17
29,2022,36,New York,ny,2696,2022-07-17
29,2022,37,North Carolina,nc,1194,2022-07-17
29,2022,38,North Dakota,nd,80,2022-07-17
29,2022,39,Ohio,oh,1676,2022-07-17
29,2022,40,Oklahoma,ok,608,2022-07-17
29,2022,41,Oregon,or,451,2022-07-17
29,2022,42,Pennsylvania,pa,1418,2022-07-17
29,2022,44,Rhode Island,ri,44,2022-07-17
29,2022,45,South Carolina,sc,731,2022-07-17
29,2022,46,South Dakota,sd,98,2022-07-17
29,2022,47,Tennessee,tn,835,2022-07-17
29,2022,48,Texas,tx,4568,2022-07-17
29,2022,49,Utah,ut,372,2022-07-17
29,2022,50,Vermont,vt,41,2022-07-17
29,2022,51,Virginia,va,873,2022-07-17
29,2022,53,Washington,wa,805,2022-07-17
29,2022,54,West Virginia,wv,377,2022-07-17
29,2022,55,Wisconsin,wi,658,2022-07-17
29,2022,56,Wyoming,wy,75,2022-07-17
29,2022,60,American Samoa,as,8,2022-07-17
29,2022,72,Puerto Rico,pr,239,2022-07-17
29,2022,78,Virgin Islands,NA,5,2022-07-17
29,2022,US,United States,us,46287,2022-07-17
29,2023,01,Alabama,al,168,2023-07-16
29,2023,02,Alaska,ak,19,2023-07-16
29,2023,04,Arizona,az,158,2023-07-16
29,2023,05,Arkansas,ar,49,2023-07-16
29,2023,06,California,ca,1350,2023-07-16
29,2023,08,Colorado,co,101,2023-07-16
29,2023,09,Connecticut,ct,114,2023-07-16
29,2023,10,Delaware,de,18,2023-07-16
29,2023,11,District of Columbia,dc,24,2023-07-16
29,2023,12,Florida,fl,1272,2023-07-16
29,2023,13,Georgia,ga,249,2023-07-16
29,2023,15,Hawaii,hi,132,2023-07-16
29,2023,16,Idaho,id,27,2023-07-16
29,2023,17,Illinois,il,230,2023-07-16
29,2023,18,Indiana,in,99,2023-07-16
29,2023,19,Iowa,ia,35,2023-07-16
29,2023,20,Kansas,ks,26,2023-07-16
29,2023,21,Kentucky,ky,79,2023-07-16
29,2023,22,Louisiana,la,188,2023-07-16
29,2023,23,Maine,me,21,2023-07-16
29,2023,24,Maryland,md,88,2023-07-16
29,2023,25,Massachusetts,ma,183,2023-07-16
29,2023,26,Michigan,mi,94,2023-07-16
29,2023,27,Minnesota,mn,78,2023-07-16
29,2023,28,Mississippi,ms,58,2023-07-16
29,2023,29,Missouri,mo,106,2023-07-16
29,2023,30,Montana,mt,18,2023-07-16
29,2023,31,Nebraska,ne,28,2023-07-16
29,2023,32,Nevada,nv,83,2023-07-16
29,2023,33,New Hampshire,nh,26,2023-07-16
29,2023,34,New Jersey,nj,171,2023-07-16
29,2023,35,New Mexico,nm,24,2023-07-16
29,2023,36,New York,ny,558,2023-07-16
29,2023,37,North Carolina,nc,205,2023-07-16
29,2023,38,North Dakota,nd,21,2023-07-16
29,2023,39,Ohio,oh,160,2023-07-16
29,2023,40,Oklahoma,ok,59,2023-07-16
29,2023,41,Oregon,or,88,2023-07-16
29,2023,42,Pennsylvania,pa,231,2023-07-16
29,2023,44,Rhode Island,ri,11,2023-07-16
29,2023,45,South Carolina,sc,104,2023-07-16
29,2023,46,South Dakota,sd,9,2023-07-16
29,2023,47,Tennessee,tn,128,2023-07-16
29,2023,48,Texas,tx,823,2023-07-16
29,2023,49,Utah,ut,52,2023-07-16
29,2023,50,Vermont,vt,7,2023-07-16
29,2023,51,Virginia,va,133,2023-07-16
29,2023,53,Washington,wa,137,2023-07-16
29,2023,54,West Virginia,wv,28,2023-07-16
29,2023,55,Wisconsin,wi,101,2023-07-16
29,2023,56,Wyoming,wy,10,2023-07-16
29,2023,60,American Samoa,as,0,2023-07-16
29,2023,72,Puerto Rico,pr,187,2023-07-16
29,2023,78,Virgin Islands,NA,2,2023-07-16
29,2023,US,United States,us,8370,2023-07-16
30,2020,01,Alabama,al,1002,2020-07-19
30,2020,02,Alaska,ak,34,2020-07-19
30,2020,04,Arizona,az,1737,2020-07-19
30,2020,05,Arkansas,ar,417,2020-07-19
30,2020,06,California,ca,4713,2020-07-19
30,2020,08,Colorado,co,318,2020-07-19
30,2020,09,Connecticut,ct,48,2020-07-19
30,2020,10,Delaware,de,7,2020-07-19
30,2020,11,District of Columbia,dc,268,2020-07-19
30,2020,12,Florida,fl,5722,2020-07-19
30,2020,13,Georgia,ga,1679,2020-07-19
30,2020,15,Hawaii,hi,22,2020-07-19
30,2020,16,Idaho,id,141,2020-07-19
30,2020,17,Illinois,il,618,2020-07-19
30,2020,18,Indiana,in,132,2020-07-19
30,2020,19,Iowa,ia,375,2020-07-19
30,2020,20,Kansas,ks,206,2020-07-19
30,2020,21,Kentucky,ky,386,2020-07-19
30,2020,22,Louisiana,la,1441,2020-07-19
30,2020,23,Maine,me,17,2020-07-19
30,2020,24,Maryland,md,392,2020-07-19
30,2020,25,Massachusetts,ma,172,2020-07-19
30,2020,26,Michigan,mi,173,2020-07-19
30,2020,27,Minnesota,mn,72,2020-07-19
30,2020,28,Mississippi,ms,626,2020-07-19
30,2020,29,Missouri,mo,527,2020-07-19
30,2020,30,Montana,mt,87,2020-07-19
30,2020,31,Nebraska,ne,13,2020-07-19
30,2020,32,Nevada,nv,29,2020-07-19
30,2020,33,New Hampshire,nh,37,2020-07-19
30,2020,34,New Jersey,nj,220,2020-07-19
30,2020,35,New Mexico,nm,134,2020-07-19
30,2020,36,New York,ny,575,2020-07-19
30,2020,37,North Carolina,nc,914,2020-07-19
30,2020,39,Ohio,oh,821,2020-07-19
30,2020,40,Oklahoma,ok,468,2020-07-19
30,2020,41,Oregon,or,66,2020-07-19
30,2020,42,Pennsylvania,pa,543,2020-07-19
30,2020,44,Rhode Island,ri,46,2020-07-19
30,2020,45,South Carolina,sc,1069,2020-07-19
30,2020,46,South Dakota,sd,16,2020-07-19
30,2020,47,Tennessee,tn,1044,2020-07-19
30,2020,48,Texas,tx,5213,2020-07-19
30,2020,49,Utah,ut,81,2020-07-19
30,2020,50,Vermont,vt,24,2020-07-19
30,2020,51,Virginia,va,419,2020-07-19
30,2020,53,Washington,wa,215,2020-07-19
30,2020,54,West Virginia,wv,85,2020-07-19
30,2020,55,Wisconsin,wi,261,2020-07-19
30,2020,56,Wyoming,wy,13,2020-07-19
30,2020,72,Puerto Rico,pr,2,2020-07-19
30,2020,78,Virgin Islands,NA,3,2020-07-19
30,2021,01,Alabama,al,1872,2021-07-25
30,2021,02,Alaska,ak,87,2021-07-25
30,2021,04,Arizona,az,1036,2021-07-25
30,2021,05,Arkansas,ar,1120,2021-07-25
30,2021,06,California,ca,4123,2021-07-25
30,2021,08,Colorado,co,486,2021-07-25
30,2021,09,Connecticut,ct,153,2021-07-25
30,2021,10,Delaware,de,17,2021-07-25
30,2021,11,District of Columbia,dc,28,2021-07-25
30,2021,12,Florida,fl,11419,2021-07-25
30,2021,13,Georgia,ga,2575,2021-07-25
30,2021,15,Hawaii,hi,100,2021-07-25
30,2021,16,Idaho,id,169,2021-07-25
30,2021,17,Illinois,il,974,2021-07-25
30,2021,18,Indiana,in,704,2021-07-25
30,2021,19,Iowa,ia,211,2021-07-25
30,2021,20,Kansas,ks,475,2021-07-25
30,2021,21,Kentucky,ky,1203,2021-07-25
30,2021,22,Louisiana,la,2124,2021-07-25
30,2021,23,Maine,me,55,2021-07-25
30,2021,24,Maryland,md,292,2021-07-25
30,2021,25,Massachusetts,ma,258,2021-07-25
30,2021,26,Michigan,mi,335,2021-07-25
30,2021,27,Minnesota,mn,236,2021-07-25
30,2021,28,Mississippi,ms,823,2021-07-25
30,2021,29,Missouri,mo,1747,2021-07-25
30,2021,30,Montana,mt,165,2021-07-25
30,2021,31,Nebraska,ne,130,2021-07-25
30,2021,32,Nevada,nv,944,2021-07-25
30,2021,33,New Hampshire,nh,27,2021-07-25
30,2021,34,New Jersey,nj,494,2021-07-25
30,2021,35,New Mexico,nm,182,2021-07-25
30,2021,36,New York,ny,849,2021-07-25
30,2021,37,North Carolina,nc,1117,2021-07-25
30,2021,38,North Dakota,nd,21,2021-07-25
30,2021,39,Ohio,oh,750,2021-07-25
30,2021,40,Oklahoma,ok,1263,2021-07-25
30,2021,41,Oregon,or,300,2021-07-25
30,2021,42,Pennsylvania,pa,515,2021-07-25
30,2021,44,Rhode Island,ri,18,2021-07-25
30,2021,45,South Carolina,sc,780,2021-07-25
30,2021,46,South Dakota,sd,44,2021-07-25
30,2021,47,Tennessee,tn,1048,2021-07-25
30,2021,48,Texas,tx,7038,2021-07-25
30,2021,49,Utah,ut,371,2021-07-25
30,2021,50,Vermont,vt,6,2021-07-25
30,2021,51,Virginia,va,426,2021-07-25
30,2021,53,Washington,wa,531,2021-07-25
30,2021,54,West Virginia,wv,153,2021-07-25
30,2021,55,Wisconsin,wi,362,2021-07-25
30,2021,56,Wyoming,wy,97,2021-07-25
30,2021,72,Puerto Rico,pr,103,2021-07-25
30,2021,78,Virgin Islands,NA,6,2021-07-25
30,2021,US,United States,us,50362,2021-07-25
30,2022,01,Alabama,al,852,2022-07-24
30,2022,02,Alaska,ak,116,2022-07-24
30,2022,04,Arizona,az,751,2022-07-24
30,2022,05,Arkansas,ar,454,2022-07-24
30,2022,06,California,ca,4857,2022-07-24
30,2022,08,Colorado,co,504,2022-07-24
30,2022,09,Connecticut,ct,446,2022-07-24
30,2022,10,Delaware,de,157,2022-07-24
30,2022,11,District of Columbia,dc,143,2022-07-24
30,2022,12,Florida,fl,5397,2022-07-24
30,2022,13,Georgia,ga,1739,2022-07-24
30,2022,15,Hawaii,hi,195,2022-07-24
30,2022,16,Idaho,id,236,2022-07-24
30,2022,17,Illinois,il,1591,2022-07-24
30,2022,18,Indiana,in,953,2022-07-24
30,2022,19,Iowa,ia,378,2022-07-24
30,2022,20,Kansas,ks,359,2022-07-24
30,2022,21,Kentucky,ky,822,2022-07-24
30,2022,22,Louisiana,la,905,2022-07-24
30,2022,23,Maine,me,80,2022-07-24
30,2022,24,Maryland,md,629,2022-07-24
30,2022,25,Massachusetts,ma,694,2022-07-24
30,2022,26,Michigan,mi,974,2022-07-24
30,2022,27,Minnesota,mn,503,2022-07-24
30,2022,28,Mississippi,ms,429,2022-07-24
30,2022,29,Missouri,mo,914,2022-07-24
30,2022,30,Montana,mt,170,2022-07-24
30,2022,31,Nebraska,ne,235,2022-07-24
30,2022,32,Nevada,nv,350,2022-07-24
30,2022,33,New Hampshire,nh,84,2022-07-24
30,2022,34,New Jersey,nj,1196,2022-07-24
30,2022,35,New Mexico,nm,201,2022-07-24
30,2022,36,New York,ny,2614,2022-07-24
30,2022,37,North Carolina,nc,1265,2022-07-24
30,2022,38,North Dakota,nd,82,2022-07-24
30,2022,39,Ohio,oh,1638,2022-07-24
30,2022,40,Oklahoma,ok,596,2022-07-24
30,2022,41,Oregon,or,492,2022-07-24
30,2022,42,Pennsylvania,pa,1438,2022-07-24
30,2022,44,Rhode Island,ri,58,2022-07-24
30,2022,45,South Carolina,sc,736,2022-07-24
30,2022,46,South Dakota,sd,139,2022-07-24
30,2022,47,Tennessee,tn,826,2022-07-24
30,2022,48,Texas,tx,4410,2022-07-24
30,2022,49,Utah,ut,354,2022-07-24
30,2022,50,Vermont,vt,42,2022-07-24
30,2022,51,Virginia,va,918,2022-07-24
30,2022,53,Washington,wa,693,2022-07-24
30,2022,54,West Virginia,wv,392,2022-07-24
30,2022,55,Wisconsin,wi,645,2022-07-24
30,2022,56,Wyoming,wy,78,2022-07-24
30,2022,60,American Samoa,as,4,2022-07-24
30,2022,72,Puerto Rico,pr,288,2022-07-24
30,2022,78,Virgin Islands,NA,10,2022-07-24
30,2022,US,United States,us,45032,2022-07-24
30,2023,01,Alabama,al,201,2023-07-23
30,2023,02,Alaska,ak,27,2023-07-23
30,2023,04,Arizona,az,137,2023-07-23
30,2023,05,Arkansas,ar,72,2023-07-23
30,2023,06,California,ca,1457,2023-07-23
30,2023,08,Colorado,co,86,2023-07-23
30,2023,09,Connecticut,ct,103,2023-07-23
30,2023,10,Delaware,de,15,2023-07-23
30,2023,11,District of Columbia,dc,19,2023-07-23
30,2023,12,Florida,fl,1564,2023-07-23
30,2023,13,Georgia,ga,396,2023-07-23
30,2023,15,Hawaii,hi,140,2023-07-23
30,2023,16,Idaho,id,26,2023-07-23
30,2023,17,Illinois,il,244,2023-07-23
30,2023,18,Indiana,in,110,2023-07-23
30,2023,19,Iowa,ia,38,2023-07-23
30,2023,20,Kansas,ks,36,2023-07-23
30,2023,21,Kentucky,ky,89,2023-07-23
30,2023,22,Louisiana,la,225,2023-07-23
30,2023,23,Maine,me,26,2023-07-23
30,2023,24,Maryland,md,128,2023-07-23
30,2023,25,Massachusetts,ma,210,2023-07-23
30,2023,26,Michigan,mi,121,2023-07-23
30,2023,27,Minnesota,mn,59,2023-07-23
30,2023,28,Mississippi,ms,78,2023-07-23
30,2023,29,Missouri,mo,124,2023-07-23
30,2023,30,Montana,mt,29,2023-07-23
30,2023,31,Nebraska,ne,27,2023-07-23
30,2023,32,Nevada,nv,86,2023-07-23
30,2023,33,New Hampshire,nh,54,2023-07-23
30,2023,34,New Jersey,nj,220,2023-07-23
30,2023,35,New Mexico,nm,32,2023-07-23
30,2023,36,New York,ny,634,2023-07-23
30,2023,37,North Carolina,nc,230,2023-07-23
30,2023,38,North Dakota,nd,10,2023-07-23
30,2023,39,Ohio,oh,223,2023-07-23
30,2023,40,Oklahoma,ok,54,2023-07-23
30,2023,41,Oregon,or,82,2023-07-23
30,2023,42,Pennsylvania,pa,283,2023-07-23
30,2023,44,Rhode Island,ri,11,2023-07-23
30,2023,45,South Carolina,sc,117,2023-07-23
30,2023,46,South Dakota,sd,14,2023-07-23
30,2023,47,Tennessee,tn,168,2023-07-23
30,2023,48,Texas,tx,843,2023-07-23
30,2023,49,Utah,ut,53,2023-07-23
30,2023,50,Vermont,vt,10,2023-07-23
30,2023,51,Virginia,va,151,2023-07-23
30,2023,53,Washington,wa,156,2023-07-23
30,2023,54,West Virginia,wv,36,2023-07-23
30,2023,55,Wisconsin,wi,108,2023-07-23
30,2023,56,Wyoming,wy,13,2023-07-23
30,2023,60,American Samoa,as,0,2023-07-23
30,2023,72,Puerto Rico,pr,132,2023-07-23
30,2023,78,Virgin Islands,NA,1,2023-07-23
30,2023,US,United States,us,9508,2023-07-23
31,2020,01,Alabama,al,871,2020-07-26
31,2020,02,Alaska,ak,19,2020-07-26
31,2020,04,Arizona,az,1142,2020-07-26
31,2020,05,Arkansas,ar,433,2020-07-26
31,2020,06,California,ca,5528,2020-07-26
31,2020,08,Colorado,co,342,2020-07-26
31,2020,09,Connecticut,ct,59,2020-07-26
31,2020,10,Delaware,de,7,2020-07-26
31,2020,11,District of Columbia,dc,152,2020-07-26
31,2020,12,Florida,fl,5202,2020-07-26
31,2020,13,Georgia,ga,1699,2020-07-26
31,2020,15,Hawaii,hi,76,2020-07-26
31,2020,16,Idaho,id,146,2020-07-26
31,2020,17,Illinois,il,687,2020-07-26
31,2020,18,Indiana,in,316,2020-07-26
31,2020,19,Iowa,ia,226,2020-07-26
31,2020,20,Kansas,ks,218,2020-07-26
31,2020,21,Kentucky,ky,1345,2020-07-26
31,2020,22,Louisiana,la,1645,2020-07-26
31,2020,23,Maine,me,35,2020-07-26
31,2020,24,Maryland,md,495,2020-07-26
31,2020,25,Massachusetts,ma,172,2020-07-26
31,2020,26,Michigan,mi,2107,2020-07-26
31,2020,27,Minnesota,mn,144,2020-07-26
31,2020,28,Mississippi,ms,753,2020-07-26
31,2020,29,Missouri,mo,525,2020-07-26
31,2020,30,Montana,mt,120,2020-07-26
31,2020,31,Nebraska,ne,13,2020-07-26
31,2020,32,Nevada,nv,348,2020-07-26
31,2020,33,New Hampshire,nh,27,2020-07-26
31,2020,34,New Jersey,nj,275,2020-07-26
31,2020,35,New Mexico,nm,105,2020-07-26
31,2020,36,New York,ny,524,2020-07-26
31,2020,37,North Carolina,nc,1020,2020-07-26
31,2020,38,North Dakota,nd,34,2020-07-26
31,2020,39,Ohio,oh,659,2020-07-26
31,2020,40,Oklahoma,ok,358,2020-07-26
31,2020,41,Oregon,or,96,2020-07-26
31,2020,42,Pennsylvania,pa,762,2020-07-26
31,2020,44,Rhode Island,ri,54,2020-07-26
31,2020,45,South Carolina,sc,1227,2020-07-26
31,2020,46,South Dakota,sd,31,2020-07-26
31,2020,47,Tennessee,tn,995,2020-07-26
31,2020,48,Texas,tx,6218,2020-07-26
31,2020,49,Utah,ut,109,2020-07-26
31,2020,50,Vermont,vt,4,2020-07-26
31,2020,51,Virginia,va,368,2020-07-26
31,2020,53,Washington,wa,189,2020-07-26
31,2020,54,West Virginia,wv,93,2020-07-26
31,2020,55,Wisconsin,wi,415,2020-07-26
31,2020,56,Wyoming,wy,96,2020-07-26
31,2020,72,Puerto Rico,pr,76,2020-07-26
31,2020,78,Virgin Islands,NA,1,2020-07-26
31,2020,US,United States,us,33570,2020-07-26
31,2021,01,Alabama,al,2118,2021-08-01
31,2021,02,Alaska,ak,89,2021-08-01
31,2021,04,Arizona,az,1155,2021-08-01
31,2021,05,Arkansas,ar,1223,2021-08-01
31,2021,06,California,ca,5476,2021-08-01
31,2021,08,Colorado,co,601,2021-08-01
31,2021,09,Connecticut,ct,244,2021-08-01
31,2021,10,Delaware,de,72,2021-08-01
31,2021,11,District of Columbia,dc,47,2021-08-01
31,2021,12,Florida,fl,14561,2021-08-01
31,2021,13,Georgia,ga,3575,2021-08-01
31,2021,15,Hawaii,hi,232,2021-08-01
31,2021,16,Idaho,id,216,2021-08-01
31,2021,17,Illinois,il,1332,2021-08-01
31,2021,18,Indiana,in,997,2021-08-01
31,2021,19,Iowa,ia,325,2021-08-01
31,2021,20,Kansas,ks,591,2021-08-01
31,2021,21,Kentucky,ky,1788,2021-08-01
31,2021,22,Louisiana,la,3009,2021-08-01
31,2021,23,Maine,me,57,2021-08-01
31,2021,24,Maryland,md,404,2021-08-01
31,2021,25,Massachusetts,ma,319,2021-08-01
31,2021,26,Michigan,mi,593,2021-08-01
31,2021,27,Minnesota,mn,264,2021-08-01
31,2021,28,Mississippi,ms,1140,2021-08-01
31,2021,29,Missouri,mo,1725,2021-08-01
31,2021,30,Montana,mt,203,2021-08-01
31,2021,31,Nebraska,ne,158,2021-08-01
31,2021,32,Nevada,nv,905,2021-08-01
31,2021,33,New Hampshire,nh,46,2021-08-01
31,2021,34,New Jersey,nj,617,2021-08-01
31,2021,35,New Mexico,nm,239,2021-08-01
31,2021,36,New York,ny,1353,2021-08-01
31,2021,37,North Carolina,nc,1532,2021-08-01
31,2021,38,North Dakota,nd,35,2021-08-01
31,2021,39,Ohio,oh,1131,2021-08-01
31,2021,40,Oklahoma,ok,1646,2021-08-01
31,2021,41,Oregon,or,465,2021-08-01
31,2021,42,Pennsylvania,pa,741,2021-08-01
31,2021,44,Rhode Island,ri,43,2021-08-01
31,2021,45,South Carolina,sc,1129,2021-08-01
31,2021,46,South Dakota,sd,54,2021-08-01
31,2021,47,Tennessee,tn,1558,2021-08-01
31,2021,48,Texas,tx,9873,2021-08-01
31,2021,49,Utah,ut,428,2021-08-01
31,2021,50,Vermont,vt,14,2021-08-01
31,2021,51,Virginia,va,622,2021-08-01
31,2021,53,Washington,wa,630,2021-08-01
31,2021,54,West Virginia,wv,256,2021-08-01
31,2021,55,Wisconsin,wi,659,2021-08-01
31,2021,56,Wyoming,wy,110,2021-08-01
31,2021,72,Puerto Rico,pr,199,2021-08-01
31,2021,78,Virgin Islands,NA,6,2021-08-01
31,2021,US,United States,us,66805,2021-08-01
31,2022,01,Alabama,al,809,2022-07-31
31,2022,02,Alaska,ak,91,2022-07-31
31,2022,04,Arizona,az,735,2022-07-31
31,2022,05,Arkansas,ar,433,2022-07-31
31,2022,06,California,ca,4571,2022-07-31
31,2022,08,Colorado,co,516,2022-07-31
31,2022,09,Connecticut,ct,438,2022-07-31
31,2022,10,Delaware,de,151,2022-07-31
31,2022,11,District of Columbia,dc,153,2022-07-31
31,2022,12,Florida,fl,5211,2022-07-31
31,2022,13,Georgia,ga,1575,2022-07-31
31,2022,15,Hawaii,hi,210,2022-07-31
31,2022,16,Idaho,id,184,2022-07-31
31,2022,17,Illinois,il,1691,2022-07-31
31,2022,18,Indiana,in,963,2022-07-31
31,2022,19,Iowa,ia,447,2022-07-31
31,2022,20,Kansas,ks,320,2022-07-31
31,2022,21,Kentucky,ky,814,2022-07-31
31,2022,22,Louisiana,la,877,2022-07-31
31,2022,23,Maine,me,100,2022-07-31
31,2022,24,Maryland,md,632,2022-07-31
31,2022,25,Massachusetts,ma,663,2022-07-31
31,2022,26,Michigan,mi,1073,2022-07-31
31,2022,27,Minnesota,mn,524,2022-07-31
31,2022,28,Mississippi,ms,367,2022-07-31
31,2022,29,Missouri,mo,873,2022-07-31
31,2022,30,Montana,mt,157,2022-07-31
31,2022,31,Nebraska,ne,214,2022-07-31
31,2022,32,Nevada,nv,279,2022-07-31
31,2022,33,New Hampshire,nh,123,2022-07-31
31,2022,34,New Jersey,nj,1154,2022-07-31
31,2022,35,New Mexico,nm,190,2022-07-31
31,2022,36,New York,ny,2462,2022-07-31
